id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst
10823,489,2013-10-08T19:15:00Z,4348,0,"[116.309959, 39.904709]","[116.330765, 39.849133]",36.6575,58.3875,0.0
10889,492,2013-10-08T20:30:00Z,4348,0,"[116.297165, 39.866165]","[116.243095, 39.901039]",52.4425,32.53,0.0
11058,502,2013-10-08T10:15:00Z,4351,0,"[116.296432, 39.971817]","[116.305977, 39.986095]",29.0325,22.4175,0.0
11078,504,2013-10-08T13:30:00Z,4351,0,"[116.298233, 39.923756]","[116.325989, 39.92802]",47.3075,26.6675,0.0
11123,508,2013-10-08T14:45:00Z,4351,0,"[116.308983, 39.897346]","[116.284019, 39.875183]",43.55,17.175,0.0
11181,514,2013-10-08T17:45:00Z,4351,0,"[116.252808, 39.892673]","[116.298874, 39.984039]",22.61,55.7575,0.0
11284,522,2013-10-08T00:30:00Z,4357,0,"[116.330017, 39.985615]","[116.358925, 39.9366]",63.04,21.3175,0.0
11364,525,2013-10-08T06:15:00Z,4357,0,"[116.365929, 39.952599]","[116.372803, 39.933018]",21.38,25.6875,0.0
11375,526,2013-10-08T06:30:00Z,4357,0,"[116.341637, 39.948006]","[116.306099, 39.975609]",29.085,32.980000000000004,0.0
11439,529,2013-10-08T11:30:00Z,4357,0,"[116.370667, 39.961105]","[116.406967, 39.94091]",46.2325,19.1025,0.0
11641,539,2013-10-08T14:30:00Z,4357,0,"[116.379509, 39.938744]","[116.348625, 40.025135]",22.5775,35.932500000000005,0.0
11689,541,2013-10-08T17:00:00Z,4357,0,"[116.337273, 39.991783]","[116.387062, 39.990524]",12.4725,52.125,0.0
11809,545,2013-10-08T19:30:00Z,4357,0,"[116.413528, 39.941032]","[116.410843, 39.923698]",27.6275,18.21,0.0
12103,552,2013-10-08T10:00:00Z,4363,0,"[116.428024, 39.858612]","[116.423378, 39.821415]",41.0225,63.2025,0.0
12147,557,2013-10-08T14:45:00Z,4363,0,"[116.536682, 40.022469]","[116.469322, 39.917725]",56.9275,33.065,0.0
12180,560,2013-10-08T00:45:00Z,4394,0,"[116.322876, 39.896828]","[116.517105, 39.916298]",41.4875,43.7075,0.0
12490,569,2013-10-08T06:30:00Z,4394,0,"[116.302124, 39.909897]","[116.2967, 39.918316]",35.715,44.205,0.0
12496,570,2013-10-08T06:45:00Z,4394,0,"[116.299286, 39.92379]","[116.358459, 39.865425]",27.2775,40.245000000000005,0.0
12528,571,2013-10-08T07:00:00Z,4394,0,"[116.360214, 39.868385]","[116.286316, 39.856232]",63.06249999999999,19.625,0.0
12552,572,2013-10-08T07:45:00Z,4394,0,"[116.299072, 39.857868]","[116.274391, 39.903996]",39.8125,27.1475,0.0
12813,587,2013-10-08T17:15:00Z,4394,0,"[116.296425, 39.889637]","[116.312912, 39.85804]",31.8525,23.6925,0.0
12945,593,2013-10-08T21:00:00Z,4394,0,"[116.4673, 39.997231]","[116.430252, 39.999882]",17.0525,26.7625,0.0
13002,597,2013-10-08T22:15:00Z,4394,0,"[116.322845, 39.896637]","[116.491196, 39.959515]",14.239999999999998,20.090000000000003,0.0
13242,612,2013-10-08T14:30:00Z,4395,0,"[116.306061, 39.978416]","[116.34623, 39.957874]",19.345,21.7475,0.0
13272,614,2013-10-08T15:30:00Z,4395,0,"[116.438126, 39.98365]","[116.404488, 40.002876]",24.2475,33.375,0.0
13412,619,2013-10-08T10:30:00Z,4396,0,"[116.546021, 39.923576]","[116.505173, 39.942219]",67.19,32.8675,0.0
13730,628,2013-10-08T20:15:00Z,4396,0,"[116.460663, 39.873722]","[116.484634, 39.7939]",42.5775,21.91,0.0
13768,629,2013-10-08T20:45:00Z,4396,0,"[116.488136, 39.805168]","[116.32634, 39.889248]",26.56,24.3025,0.0
13831,630,2013-10-08T21:30:00Z,4396,0,"[116.319672, 39.893208]","[116.257156, 39.874588]",11.335,27.5025,0.0
13976,632,2013-10-08T23:15:00Z,4396,0,"[116.462082, 39.893425]","[116.472183, 39.888607]",36.3275,30.1075,0.0
14023,634,2013-10-08T06:30:00Z,4397,0,"[116.505051, 40.02438]","[116.466667, 39.971832]",25.19,65.51,0.0
14296,645,2013-10-08T14:30:00Z,4397,0,"[116.439125, 39.97628]","[116.467712, 39.958744]",42.6775,14.5875,0.0
14379,650,2013-10-08T08:45:00Z,4398,0,"[116.426636, 39.858055]","[116.457184, 39.864765]",51.88,10.4125,0.0
14638,661,2013-10-08T07:45:00Z,4399,0,"[116.230911, 39.903801]","[116.320686, 39.896297]",44.5375,13.075,0.0
14688,663,2013-10-08T08:45:00Z,4399,0,"[116.252792, 39.914825]","[116.255219, 39.90387]",31.195,13.8175,0.0
14739,666,2013-10-08T11:45:00Z,4399,0,"[116.311531, 39.924252]","[116.295311, 39.913013]",45.145,20.8425,0.0
14750,667,2013-10-08T13:00:00Z,4399,0,"[116.306953, 39.923771]","[116.321709, 39.908798]",37.595,28.98,0.0
14791,670,2013-10-08T14:15:00Z,4399,0,"[116.291428, 39.866158]","[116.282303, 39.9002]",47.845,12.915,0.0
14804,671,2013-10-08T14:30:00Z,4399,0,"[116.267487, 39.907539]","[116.198914, 39.924854]",31.2675,33.3425,0.0
15007,680,2013-10-08T14:30:00Z,4400,0,"[116.534676, 39.809269]","[116.512383, 39.795067]",28.2775,20.855,0.0
15133,685,2013-10-08T21:45:00Z,4400,0,"[116.385529, 39.870785]","[116.456978, 39.955837]",55.3025,51.4925,0.0
15265,687,2013-10-08T00:00:00Z,4417,0,"[116.341919, 39.897877]","[116.303917, 39.896763]",60.435,63.2725,0.0
15306,689,2013-10-08T13:45:00Z,4417,0,"[116.453583, 39.908405]","[116.467804, 39.927097]",37.66,18.47,0.0
15318,690,2013-10-08T14:15:00Z,4417,0,"[116.46032, 39.928658]","[116.353737, 39.883308]",14.2625,23.9875,0.0
15485,698,2013-10-08T18:30:00Z,4417,0,"[116.399879, 39.854443]","[116.412651, 39.857334]",20.1975,24.3,0.0
15498,699,2013-10-08T19:30:00Z,4417,0,"[116.406647, 39.865154]","[116.365913, 39.854954]",17.874999999999996,44.5025,0.0
16101,717,2013-10-08T18:00:00Z,4423,0,"[116.387741, 39.994423]","[116.39444, 40.004971]",37.97,37.6375,0.0
16118,719,2013-10-08T18:30:00Z,4423,0,"[116.352631, 39.996826]","[116.374939, 39.948551]",23.5875,54.087500000000006,0.0
16207,721,2013-10-08T22:45:00Z,4423,0,"[116.290215, 39.822563]","[116.356895, 39.792946]",47.83,33.667500000000004,0.0
16499,726,2013-10-08T12:45:00Z,4424,0,"[116.20739, 39.892452]","[116.283409, 39.907829]",47.98,22.8625,0.0
16533,728,2013-10-08T13:45:00Z,4424,0,"[116.356537, 39.908962]","[116.246971, 39.973125]",36.5975,40.375,0.0
17437,767,2013-10-08T09:30:00Z,4427,0,"[116.314583, 39.947655]","[116.349457, 39.934608]",17.83,27.645,0.0
17453,768,2013-10-08T09:45:00Z,4427,0,"[116.344246, 39.935589]","[116.356201, 39.941429]",49.995000000000005,42.245,0.0
17459,769,2013-10-08T09:45:00Z,4427,0,"[116.356346, 39.942879]","[116.348152, 39.993179]",37.705,30.2825,0.0
17555,771,2013-10-08T11:15:00Z,4427,0,"[116.329018, 39.905426]","[116.463051, 40.001347]",31.1575,23.795,0.0
17873,778,2013-10-08T16:00:00Z,4427,0,"[116.375061, 39.987488]","[116.388893, 40.002182]",58.415,36.03,0.0
17899,780,2013-10-08T16:45:00Z,4427,0,"[116.324013, 39.967449]","[116.307983, 39.965275]",43.290000000000006,30.8725,0.0
17905,781,2013-10-08T16:45:00Z,4427,0,"[116.306732, 39.973003]","[116.316139, 39.982578]",27.195,31.6425,0.0
18005,784,2013-10-08T18:30:00Z,4427,0,"[116.379532, 39.955765]","[116.460464, 40.025005]",40.1225,68.9375,0.0
18052,785,2013-10-08T19:45:00Z,4427,0,"[116.471771, 39.994183]","[116.332695, 39.994499]",23.185,19.7,0.0
18387,793,2013-10-08T10:45:00Z,4904,0,"[116.302322, 39.964504]","[116.4785, 39.907528]",17.192500000000003,14.3225,0.0
18687,804,2013-10-08T21:30:00Z,4904,0,"[116.461708, 39.935265]","[116.493042, 39.912388]",49.087500000000006,21.375,0.0
18753,806,2013-10-08T22:30:00Z,4904,0,"[116.288101, 40.006935]","[116.286621, 40.014984]",41.4525,46.865,0.0
18994,814,2013-10-08T09:45:00Z,4954,0,"[116.43383, 39.897625]","[116.426384, 39.904945]",19.2925,12.0475,0.0
19026,816,2013-10-08T13:00:00Z,4954,0,"[116.279877, 39.872177]","[116.309143, 39.846321]",41.03,18.06,0.0
19160,822,2013-10-08T16:00:00Z,4954,0,"[116.366707, 39.878216]","[116.374649, 39.895058]",34.9375,20.84,0.0
19170,823,2013-10-08T16:00:00Z,4954,0,"[116.374519, 39.894638]","[116.427437, 39.908672]",20.84,30.025,0.0
19281,827,2013-10-08T19:00:00Z,4954,0,"[116.433311, 39.943123]","[116.461876, 39.922962]",27.3925,17.0775,0.0
19330,830,2013-10-08T20:30:00Z,4954,0,"[116.321144, 39.923534]","[116.355782, 39.913902]",31.9025,28.152500000000003,0.0
19912,845,2013-10-08T07:00:00Z,4955,0,"[116.252754, 39.927616]","[116.264648, 39.911293]",30.8975,43.0475,0.0
19923,846,2013-10-08T07:30:00Z,4955,0,"[116.212639, 39.907459]","[116.204071, 39.927696]",28.745,12.2375,0.0
19988,851,2013-10-08T09:30:00Z,4955,0,"[116.198906, 39.934551]","[116.256538, 39.929375]",26.1925,36.9275,0.0
20019,853,2013-10-08T10:45:00Z,4955,0,"[116.213699, 39.907478]","[116.198395, 39.924892]",16.29,34.5475,0.0
20029,854,2013-10-08T11:15:00Z,4955,0,"[116.198853, 39.913742]","[116.234375, 39.903896]",16.375,21.6125,0.0
20044,855,2013-10-08T12:00:00Z,4955,0,"[116.21154, 39.909866]","[116.275497, 39.951473]",54.51,61.7075,0.0
20114,857,2013-10-08T14:45:00Z,4955,0,"[116.292801, 39.974091]","[116.292191, 39.95961]",21.87,24.795,0.0
20183,859,2013-10-08T15:45:00Z,4955,0,"[116.260704, 39.946632]","[116.278343, 39.932343]",39.6,20.8175,0.0
20196,860,2013-10-08T22:00:00Z,4955,0,"[116.225754, 39.907349]","[116.229874, 39.8965]",28.8375,26.8,0.0
20209,861,2013-10-08T22:15:00Z,4955,0,"[116.244881, 39.903774]","[116.305649, 39.896988]",38.62,56.4575,0.0
20456,869,2013-10-08T12:45:00Z,4956,0,"[116.354904, 39.963943]","[116.441833, 40.02425]",58.2925,44.155,0.0
20493,870,2013-10-08T13:15:00Z,4956,0,"[116.417557, 40.023254]","[116.334885, 39.967663]",49.8625,56.015,0.0
20764,876,2013-10-08T20:15:00Z,4956,0,"[116.450233, 39.933197]","[116.440071, 39.921001]",17.6475,28.69,0.0
20943,882,2013-10-08T23:45:00Z,4956,0,"[116.332726, 39.994614]","[116.344299, 39.986385]",25.9625,59.92,0.0
20998,887,2013-10-08T10:00:00Z,4957,0,"[116.309586, 39.949722]","[116.303947, 39.936211]",51.23,18.0375,0.0
21091,892,2013-10-08T12:45:00Z,4957,0,"[116.347786, 40.007572]","[116.33725, 39.992775]",27.6275,18.3475,0.0
21114,894,2013-10-08T14:30:00Z,4957,0,"[116.355774, 39.95023]","[116.353096, 39.924294]",52.6025,18.0925,0.0
21139,897,2013-10-08T15:30:00Z,4957,0,"[116.346161, 39.938599]","[116.364243, 39.93705]",42.59,19.415,0.0
21211,899,2013-10-08T18:45:00Z,4957,0,"[116.352226, 40.008232]","[116.364723, 39.99828]",17.029999999999998,14.73,0.0
21513,910,2013-10-08T07:30:00Z,4958,0,"[116.44297, 39.972923]","[116.362175, 40.001427]",28.4725,29.47,0.0
21580,917,2013-10-08T14:00:00Z,4958,0,"[116.480591, 39.98571]","[116.495277, 39.980366]",18.1275,45.6,0.0
21609,919,2013-10-08T14:45:00Z,4958,0,"[116.424744, 39.975536]","[116.545822, 39.971058]",19.2575,20.637500000000003,0.0
21683,922,2013-10-08T16:45:00Z,4958,0,"[116.4366, 39.908974]","[116.470695, 39.871277]",41.0125,37.0,0.0
21696,923,2013-10-08T17:15:00Z,4958,0,"[116.477928, 39.903603]","[116.54718, 39.923576]",26.195,63.325,0.0
21808,929,2013-10-08T12:00:00Z,4959,0,"[116.365623, 39.97794]","[116.348335, 39.958195]",32.1375,18.795,0.0
21907,935,2013-10-08T16:00:00Z,4959,0,"[116.374596, 39.99593]","[116.325722, 40.023331]",46.4,59.4,0.0
22196,951,2013-10-08T10:00:00Z,4961,0,"[116.320953, 39.8792]","[116.461418, 39.878704]",27.4275,34.6875,0.0
22239,954,2013-10-08T12:15:00Z,4961,0,"[116.351067, 39.87085]","[116.369736, 39.987904]",54.0275,47.8,0.0
22275,955,2013-10-08T13:15:00Z,4961,0,"[116.339684, 39.884933]","[116.373253, 39.930248]",17.195,29.4675,0.0
22300,956,2013-10-08T13:45:00Z,4961,0,"[116.372353, 39.942478]","[116.32531, 39.972675]",26.3175,21.0525,0.0
22504,968,2013-10-08T21:45:00Z,4961,0,"[116.309891, 39.918915]","[116.310356, 39.931728]",53.0575,61.14,0.0
22668,974,2013-10-08T00:00:00Z,4962,0,"[116.237366, 39.954517]","[116.228767, 39.954636]",35.480000000000004,45.4875,0.0
23164,987,2013-10-08T21:15:00Z,4962,0,"[116.329346, 39.986176]","[116.297874, 39.991543]",66.33250000000001,47.5525,0.0
23180,988,2013-10-08T21:30:00Z,4962,0,"[116.305801, 39.980804]","[116.265594, 39.880848]",21.74,23.6175,0.0
23332,995,2013-10-08T01:15:00Z,4964,0,"[116.311119, 39.882008]","[116.409332, 39.856895]",56.225,64.6925,0.0
23501,999,2013-10-08T06:15:00Z,4964,0,"[116.39167, 39.856873]","[116.397919, 39.792618]",57.465,11.49,0.0
23529,1000,2013-10-09T08:45:00Z,254,0,"[116.526031, 39.899391]","[116.44503, 39.857304]",22.395,44.9275,0.0
23630,1007,2013-10-09T16:00:00Z,254,0,"[116.347565, 39.939137]","[116.379616, 39.957382]",44.6575,32.2075,0.0
23717,1013,2013-10-09T22:00:00Z,254,0,"[116.363625, 39.987339]","[116.314812, 39.973331]",57.9975,20.2025,0.0
23727,1014,2013-10-09T22:15:00Z,254,0,"[116.302574, 39.966305]","[116.352043, 39.932888]",26.46,36.9075,0.0
23738,1015,2013-10-09T22:30:00Z,254,0,"[116.349655, 39.933346]","[116.442642, 39.947769]",17.990000000000002,32.522499999999994,0.0
23753,1016,2013-10-09T22:45:00Z,254,0,"[116.429802, 39.941235]","[116.338966, 39.938293]",29.01,59.09,0.0
23780,1019,2013-10-09T16:00:00Z,255,0,"[116.322372, 39.771561]","[116.334251, 39.792637]",37.7875,21.285,0.0
23801,1021,2013-10-09T18:00:00Z,255,0,"[116.398193, 39.79195]","[116.399315, 39.852951]",11.525,21.2725,0.0
24504,1058,2013-10-09T14:00:00Z,257,0,"[116.367172, 39.912151]","[116.334312, 39.88583]",16.59,23.375,0.0
24586,1059,2013-10-09T15:15:00Z,257,0,"[116.315636, 39.882442]","[116.273743, 39.865837]",15.3125,26.5,0.0
24607,1060,2013-10-09T15:45:00Z,257,0,"[116.281784, 39.869473]","[116.311272, 39.976151]",45.42,22.055,0.0
