id,traj_id,time,entity_id,coordinates,current_dis,speeds,holidays
3244,145,2013-10-08T08:00:00Z,4125,"[116.425163,40.002159]",0.0,9.265,0
3297,145,,4125,"[116.523468,40.01783]",18.994737799482504,38.5225,0
3322,148,2013-10-08T10:00:00Z,4125,"[116.411774,39.933418]",0.0,32.69,0
3379,148,,4125,"[116.373375,39.911861]",21.47728337359879,38.1675,0
3460,152,2013-10-08T16:15:00Z,4125,"[116.42009,39.949429]",0.0,50.285,0
3467,152,,4125,"[116.419937,39.959255]",2.887952812585913,32.0475,0
3468,153,2013-10-08T16:30:00Z,4125,"[116.430466,39.924332]",0.0,23.82,0
3491,153,,4125,"[116.459526,39.87125]",8.778732376228282,18.33,0
3512,155,2013-10-08T09:00:00Z,4126,"[116.464394,39.950233]",0.0,19.26,0
3518,155,,4126,"[116.478432,39.971203]",3.0053063745525903,32.84,0
3584,159,2013-10-08T13:00:00Z,4126,"[116.386604,39.962914]",0.0,22.23,0
3598,159,,4126,"[116.350639,39.944126]",6.167426513853233,13.3,0
3612,161,2013-10-08T13:45:00Z,4126,"[116.394028,39.945255]",0.0,32.375,0
3621,161,,4126,"[116.459404,39.954185]",6.082267920908043,39.795,0
3622,162,2013-10-08T14:00:00Z,4126,"[116.462898,39.957199]",0.0,30.3125,0
3633,162,,4126,"[116.378983,39.968269]",7.832775180303756,50.86,0
3634,163,2013-10-08T14:30:00Z,4126,"[116.370537,39.96191]",0.0,46.4075,0
3639,163,,4126,"[116.355591,39.952381]",2.3153321004805347,43.135,0
3656,165,2013-10-08T16:00:00Z,4126,"[116.401199,39.968513]",0.0,49.51,0
3662,165,,4126,"[116.450661,39.963341]",4.425766929707833,32.5225,0
3663,166,2013-10-08T06:30:00Z,4127,"[116.19899,39.947796]",0.0,22.86,0
3734,166,,4127,"[116.379066,39.866085]",26.172657041380372,26.4,0
3897,174,2013-10-08T11:15:00Z,4127,"[116.352585,39.909069]",0.0,31.827499999999997,0
3926,174,,4127,"[116.357002,39.974949]",10.44067703912649,17.0125,0
4103,186,2013-10-08T14:45:00Z,4129,"[116.286186,39.828526]",0.0,18.645,0
4125,186,,4129,"[116.428528,39.848289]",14.224094078712625,18.43,0
4126,187,2013-10-08T15:15:00Z,4129,"[116.428612,39.854511]",0.0,17.4,0
4134,187,,4129,"[116.420914,39.882622]",3.744128139248713,20.707500000000003,0
4141,189,2013-10-08T17:00:00Z,4129,"[116.418274,39.897247]",0.0,22.615,0
4153,189,,4129,"[116.401794,39.865501]",5.2087788388994,11.88,0
4154,190,2013-10-08T17:30:00Z,4129,"[116.399193,39.881485]",0.0,19.2125,0
4161,190,,4129,"[116.399559,39.891693]",3.037525023140746,38.712500000000006,0
4162,191,2013-10-08T17:45:00Z,4129,"[116.374535,39.893444]",0.0,34.485,0
4173,191,,4129,"[116.411476,39.900959]",3.781759796795389,20.4175,0
4174,192,2013-10-08T18:15:00Z,4129,"[116.420616,39.884583]",0.0,24.015,0
4196,192,,4129,"[116.310402,39.931355]",20.456018503005453,27.415,0
4197,193,2013-10-08T19:00:00Z,4129,"[116.350319,39.928406]",0.0,18.1475,0
4201,193,,4129,"[116.326385,39.927998]",2.0432544784630364,18.9625,0
4209,195,2013-10-08T19:45:00Z,4129,"[116.358215,39.952072]",0.0,16.107499999999998,0
4220,195,,4129,"[116.371826,39.999496]",7.421389984097536,21.01,0
4234,197,2013-10-08T20:30:00Z,4129,"[116.417244,39.929962]",0.0,28.41,0
4240,197,,4129,"[116.418327,39.902512]",3.0552020840905554,21.4575,0
4263,201,2013-10-08T21:45:00Z,4129,"[116.481697,39.908001]",0.0,53.8275,0
4267,201,,4129,"[116.497803,39.911091]",2.0556122010219893,23.125,0
4268,202,2013-10-08T22:45:00Z,4129,"[116.421715,39.86385]",0.0,36.32,0
4274,202,,4129,"[116.400566,39.842472]",3.893760674765061,35.85,0
4275,203,2013-10-08T23:15:00Z,4129,"[116.370667,39.835686]",0.0,18.155,0
4292,203,,4129,"[116.286774,39.792866]",11.952300505787948,42.9725,0
4293,204,2013-10-08T08:15:00Z,4130,"[116.327332,40.021809]",0.0,60.89,0
4310,204,,4130,"[116.45739,40.017647]",11.195523221700958,58.6425,0
4321,206,2013-10-08T10:00:00Z,4131,"[116.25444,39.889576]",0.0,18.3075,0
4333,206,,4131,"[116.306351,39.896976]",5.3539406187851775,53.525,0
4334,207,2013-10-08T10:00:00Z,4131,"[116.372719,39.899635]",0.0,24.1925,0
4342,207,,4131,"[116.39431,39.900311]",2.735873284100539,29.0325,0
4425,213,2013-10-08T12:30:00Z,4131,"[116.309914,39.910034]",0.0,25.68,0
4435,213,,4131,"[116.325432,39.899563]",2.845787720600001,10.99,0
4474,215,2013-10-08T13:45:00Z,4131,"[116.279526,39.961441]",0.0,32.129999999999995,0
4529,215,,4131,"[116.419144,39.897251]",21.44087877616279,24.3525,0
4745,226,2013-10-08T19:45:00Z,4131,"[116.404602,39.862144]",0.0,18.055,0
4754,226,,4131,"[116.420036,39.84597]",2.8918721562114453,22.0275,0
5078,234,2013-10-08T05:30:00Z,4132,"[116.33535,39.955009]",0.0,46.205,0
5124,234,,4132,"[116.440254,39.924191]",13.220497297823671,31.7525,0
5125,235,2013-10-08T06:15:00Z,4132,"[116.469589,39.921463]",0.0,37.72,0
5156,235,,4132,"[116.511292,40.009129]",12.199884684430092,80.6825,0
5157,236,2013-10-08T06:30:00Z,4132,"[116.513145,40.010815]",0.0,74.9125,0
5164,236,,4132,"[116.543999,40.025146]",3.1141978481539487,82.70500000000001,0
5170,238,2013-10-08T10:45:00Z,4132,"[116.461494,39.942272]",0.0,39.78,0
5183,238,,4132,"[116.460556,39.908199]",4.931100038441733,39.7225,0
5625,258,2013-10-08T07:30:00Z,4134,"[116.387962,39.876194]",0.0,20.26,0
5730,258,,4134,"[116.543175,40.024788]",45.41499948523701,54.495,0
5936,269,2013-10-08T15:00:00Z,4134,"[116.472534,39.904903]",0.0,61.4625,0
5946,269,,4134,"[116.496582,39.900829]",3.033913679424399,21.4575,0
5982,271,2013-10-08T16:15:00Z,4134,"[116.462334,39.905334]",0.0,31.957499999999996,0
6019,271,,4134,"[116.382599,39.865234]",13.489993393081065,33.167500000000004,0
6129,276,2013-10-08T00:30:00Z,4135,"[116.414246,39.949295]",0.0,51.9125,0
6143,276,,4135,"[116.369408,39.948097]",3.832853631976143,62.905,0
6384,281,2013-10-08T09:15:00Z,4135,"[116.372955,39.933949]",0.0,26.3975,0
6389,281,,4135,"[116.373543,39.920513]",1.49528741764835,22.965,0
6390,282,2013-10-08T09:30:00Z,4135,"[116.373581,39.919304]",0.0,21.4475,0
6401,282,,4135,"[116.379166,39.898388]",3.2352676880294,17.0375,0
6729,294,2013-10-08T20:15:00Z,4135,"[116.53318,40.021351]",0.0,67.28,0
6766,294,,4135,"[116.413567,39.993248]",14.412807413972786,14.9,0
6963,301,2013-10-08T07:30:00Z,4137,"[116.413658,39.995174]",0.0,26.77,0
6970,301,,4137,"[116.437263,39.992725]",2.1353202435004035,17.84,0
6971,302,2013-10-08T07:45:00Z,4137,"[116.421051,39.993938]",0.0,22.4375,0
6981,302,,4137,"[116.40686,39.995018]",3.0692902954601,19.145,0
7290,314,2013-10-08T12:30:00Z,4170,"[116.36982,39.976223]",0.0,17.58,0
7295,314,,4170,"[116.371284,39.953735]",2.504351942270751,37.04,0
7684,336,2013-10-08T19:15:00Z,4270,"[116.351448,40.024452]",0.0,36.712500000000006,0
7689,336,,4270,"[116.352158,40.007809]",1.8576542738024548,16.9325,0
7699,338,2013-10-08T20:45:00Z,4270,"[116.328255,40.021458]",0.0,54.41,0
7728,338,,4270,"[116.356277,40.023964]",10.23398616561822,16.28,0
7753,340,2013-10-08T13:15:00Z,4271,"[116.542542,40.024624]",0.0,78.0375,0
7795,340,,4271,"[116.395493,39.963379]",17.68474821477437,14.510000000000002,0
7803,342,2013-10-08T14:15:00Z,4271,"[116.446434,39.962479]",0.0,35.707499999999996,0
7831,342,,4271,"[116.349579,39.936935]",11.20185691185152,24.3175,0
8039,352,2013-10-08T20:45:00Z,4271,"[116.417946,39.916866]",0.0,17.9175,0
8046,352,,4271,"[116.417076,39.940849]",2.6787616172733,13.5775,0
8152,358,2013-10-08T09:00:00Z,4272,"[116.295387,39.941509]",0.0,55.9725,0
8174,358,,4272,"[116.416641,39.9021]",14.481330878936609,26.5625,0
8199,362,2013-10-08T15:00:00Z,4272,"[116.295975,39.947422]",0.0,47.71,0
8208,362,,4272,"[116.330841,39.923115]",6.101370415037682,36.5275,0
8221,364,2013-10-08T07:00:00Z,4273,"[116.374329,40.021408]",0.0,60.89500000000001,0
8238,364,,4273,"[116.380409,39.980034]",5.210026592471459,62.5475,0
8239,365,2013-10-08T07:15:00Z,4273,"[116.380882,39.974133]",0.0,44.0475,0
8256,365,,4273,"[116.355278,39.941463]",5.066173965253119,43.9925,0
8417,374,2013-10-08T02:00:00Z,4276,"[116.352654,39.902878]",0.0,32.6075,0
8426,374,,4276,"[116.36348,39.89056]",2.2787697689459896,44.4775,0
8749,384,2013-10-08T10:30:00Z,4276,"[116.198105,39.910793]",0.0,11.75,0
8788,384,,4276,"[116.341682,39.923084]",15.051840486013033,25.1325,0
8809,386,2013-10-08T12:00:00Z,4276,"[116.349472,39.930275]",0.0,33.625,0
8841,386,,4276,"[116.286278,40.009693]",12.328835761125722,45.31,0
8882,389,2013-10-08T19:30:00Z,4276,"[116.422279,39.857273]",0.0,40.8075,0
8890,389,,4276,"[116.448692,39.853928]",2.61931070493006,11.105,0
8939,391,2013-10-08T23:00:00Z,4276,"[116.359818,39.912975]",0.0,21.355,0
8965,391,,4276,"[116.416794,39.910542]",8.327740590153375,23.845,0
8966,392,2013-10-08T23:30:00Z,4276,"[116.414482,39.910675]",0.0,21.55,0
9009,392,,4276,"[116.326668,39.844288]",14.504995075503452,24.932499999999997,0
9232,404,2013-10-08T06:45:00Z,4278,"[116.503311,39.97773]",0.0,30.9875,0
9266,404,,4278,"[116.445328,39.949974]",12.853904763943794,62.2025,0
9274,406,2013-10-08T07:30:00Z,4278,"[116.42511,39.960514]",0.0,18.395,0
9332,406,,4278,"[116.407471,39.994011]",18.65354741389334,33.457499999999996,0
9449,412,2013-10-08T19:15:00Z,4278,"[116.472717,39.948925]",0.0,16.442500000000003,0
9478,412,,4278,"[116.407135,40.002712]",12.236019370139712,18.5925,0
9624,417,2013-10-08T23:45:00Z,4278,"[116.443817,39.920654]",0.0,23.5175,0
9631,417,,4278,"[116.461136,39.919277]",1.7567098989554677,48.432500000000005,0
9701,419,2013-10-08T08:30:00Z,4279,"[116.361237,39.962444]",0.0,15.3725,0
9710,419,,4279,"[116.416397,39.969082]",5.1674065985018345,28.92,0
9936,436,2013-10-08T07:00:00Z,4280,"[116.547768,39.965778]",0.0,15.9775,0
9956,436,,4280,"[116.530746,39.91703]",7.759977425335522,13.4525,0
10027,441,2013-10-08T09:45:00Z,4280,"[116.305901,39.980801]",0.0,22.0075,0
10036,441,,4280,"[116.314201,40.020992]",5.275240318024314,18.795,0
10037,442,2013-10-08T10:45:00Z,4280,"[116.366783,40.005482]",0.0,49.67,0
10042,442,,4280,"[116.355293,40.008064]",1.9895973438781789,54.78,0
10081,446,2013-10-08T13:30:00Z,4280,"[116.507057,39.796577]",0.0,30.83,0
10085,446,,4280,"[116.492165,39.815067]",2.4178769817376846,35.665,0
10338,458,2013-10-08T07:15:00Z,4347,"[116.332764,39.772587]",0.0,29.0425,0
10359,458,,4347,"[116.303009,39.841351]",9.721937828421046,21.74,0
10542,475,2013-10-08T07:45:00Z,4348,"[116.280846,39.886639]",0.0,44.975,0
10574,475,,4348,"[116.37925,39.866161]",11.15489520687889,25.705,0
10674,481,2013-10-08T10:15:00Z,4348,"[116.3573,39.932262]",0.0,35.1675,0
10692,481,,4348,"[116.411827,39.918583]",6.130963383797049,24.075,0
10812,488,2013-10-08T18:00:00Z,4348,"[116.226585,39.907337]",0.0,21.7375,0
10822,488,,4348,"[116.198799,39.913048]",3.658044655773419,28.1525,0
10823,489,2013-10-08T19:15:00Z,4348,"[116.309959,39.904709]",0.0,36.6575,0
10860,489,,4348,"[116.330765,39.849133]",12.758783405153403,58.3875,0
10889,492,2013-10-08T20:30:00Z,4348,"[116.297165,39.866165]",0.0,52.4425,0
10913,492,,4348,"[116.243095,39.901039]",10.741073875735305,32.53,0
11058,502,2013-10-08T10:15:00Z,4351,"[116.296432,39.971817]",0.0,29.0325,0
11063,502,,4351,"[116.305977,39.986095]",2.065847585614803,22.417499999999997,0
11078,504,2013-10-08T13:30:00Z,4351,"[116.298233,39.923756]",0.0,47.3075,0
11083,504,,4351,"[116.325989,39.92802]",2.8284582505983265,26.6675,0
11123,508,2013-10-08T14:45:00Z,4351,"[116.308983,39.897346]",0.0,43.55,0
11131,508,,4351,"[116.284019,39.875183]",3.8351178089900695,17.175,0
11181,514,2013-10-08T17:45:00Z,4351,"[116.252808,39.892673]",0.0,22.61,0
11194,514,,4351,"[116.298874,39.984039]",13.076293996547134,55.7575,0
11284,522,2013-10-08T00:30:00Z,4357,"[116.330017,39.985615]",0.0,63.04,0
11323,522,,4357,"[116.358925,39.9366]",11.667992463640276,21.3175,0
11364,525,2013-10-08T06:15:00Z,4357,"[116.365929,39.952599]",0.0,21.38,0
11374,525,,4357,"[116.372803,39.933018]",2.6596680685753293,25.6875,0
11375,526,2013-10-08T06:30:00Z,4357,"[116.341637,39.948006]",0.0,29.085,0
11394,526,,4357,"[116.306099,39.975609]",5.535587762776198,32.980000000000004,0
11439,529,2013-10-08T11:30:00Z,4357,"[116.370667,39.961105]",0.0,46.232499999999995,0
11458,529,,4357,"[116.406967,39.94091]",5.493855105311239,19.1025,0
11641,539,2013-10-08T14:30:00Z,4357,"[116.379509,39.938744]",0.0,22.5775,0
11677,539,,4357,"[116.348625,40.025135]",12.757754426191472,35.932500000000005,0
11689,541,2013-10-08T17:00:00Z,4357,"[116.337273,39.991783]",0.0,12.4725,0
11703,541,,4357,"[116.387062,39.990524]",4.7629025661175275,52.125,0
11809,545,2013-10-08T19:30:00Z,4357,"[116.413528,39.941032]",0.0,27.6275,0
11818,545,,4357,"[116.410843,39.923698]",2.403583778748816,18.21,0
12103,552,2013-10-08T10:00:00Z,4363,"[116.428024,39.858612]",0.0,41.0225,0
12109,552,,4363,"[116.423378,39.821415]",4.492172984860517,63.2025,0
12147,557,2013-10-08T14:45:00Z,4363,"[116.536682,40.022469]",0.0,56.927499999999995,0
12168,557,,4363,"[116.469322,39.917725]",15.869200519524314,33.065,0
12180,560,2013-10-08T00:45:00Z,4394,"[116.322876,39.896828]",0.0,41.4875,0
12233,560,,4394,"[116.517105,39.916298]",18.196411584825743,43.7075,0
12490,569,2013-10-08T06:30:00Z,4394,"[116.302124,39.909897]",0.0,35.715,0
12495,569,,4394,"[116.2967,39.918316]",1.177769448418626,44.205,0
12496,570,2013-10-08T06:45:00Z,4394,"[116.299286,39.92379]",0.0,27.2775,0
12527,570,,4394,"[116.358459,39.865425]",11.851543879060236,40.245000000000005,0
12528,571,2013-10-08T07:00:00Z,4394,"[116.360214,39.868385]",0.0,63.06249999999999,0
12551,571,,4394,"[116.286316,39.856232]",8.617338416004483,19.625,0
12552,572,2013-10-08T07:45:00Z,4394,"[116.299072,39.857868]",0.0,39.8125,0
12573,572,,4394,"[116.274391,39.903996]",7.3045608649010365,27.1475,0
12813,587,2013-10-08T17:15:00Z,4394,"[116.296425,39.889637]",0.0,31.8525,0
12824,587,,4394,"[116.312912,39.85804]",5.036853204794717,23.6925,0
12945,593,2013-10-08T21:00:00Z,4394,"[116.4673,39.997231]",0.0,17.0525,0
12956,593,,4394,"[116.430252,39.999882]",3.6978701366420688,26.7625,0
13002,597,2013-10-08T22:15:00Z,4394,"[116.322845,39.896637]",0.0,14.239999999999998,0
13057,597,,4394,"[116.491196,39.959515]",21.509498862933587,20.090000000000003,0
13242,612,2013-10-08T14:30:00Z,4395,"[116.306061,39.978416]",0.0,19.345,0
13253,612,,4395,"[116.34623,39.957874]",5.313174353658747,21.7475,0
13272,614,2013-10-08T15:30:00Z,4395,"[116.438126,39.98365]",0.0,24.2475,0
13283,614,,4395,"[116.404488,40.002876]",4.9757234905308625,33.375,0
13412,619,2013-10-08T10:30:00Z,4396,"[116.546021,39.923576]",0.0,67.19,0
13426,619,,4396,"[116.505173,39.942219]",5.874627204563472,32.8675,0
13730,628,2013-10-08T20:15:00Z,4396,"[116.460663,39.873722]",0.0,42.5775,0
13767,628,,4396,"[116.484634,39.7939]",14.263041363082252,21.91,0
13768,629,2013-10-08T20:45:00Z,4396,"[116.488136,39.805168]",0.0,26.56,0
13830,629,,4396,"[116.32634,39.889248]",25.60564073290092,24.3025,0
13831,630,2013-10-08T21:30:00Z,4396,"[116.319672,39.893208]",0.0,11.335,0
13868,630,,4396,"[116.257156,39.874588]",12.86928187476209,27.5025,0
13976,632,2013-10-08T23:15:00Z,4396,"[116.462082,39.893425]",0.0,36.3275,0
13981,632,,4396,"[116.472183,39.888607]",1.243023669012542,30.1075,0
14023,634,2013-10-08T06:30:00Z,4397,"[116.505051,40.02438]",0.0,25.19,0
14044,634,,4397,"[116.466667,39.971832]",7.575451118323016,65.51,0
14296,645,2013-10-08T14:30:00Z,4397,"[116.439125,39.97628]",0.0,42.677499999999995,0
14313,645,,4397,"[116.467712,39.958744]",5.169751972231738,14.5875,0
14379,650,2013-10-08T08:45:00Z,4398,"[116.426636,39.858055]",0.0,51.88,0
14387,650,,4398,"[116.457184,39.864765]",2.8485462843983536,10.4125,0
14638,661,2013-10-08T07:45:00Z,4399,"[116.230911,39.903801]",0.0,44.537499999999994,0
14665,661,,4399,"[116.320686,39.896297]",8.41020903244176,13.075,0
14688,663,2013-10-08T08:45:00Z,4399,"[116.252792,39.914825]",0.0,31.195,0
14697,663,,4399,"[116.255219,39.90387]",2.97378144776893,13.8175,0
14739,666,2013-10-08T11:45:00Z,4399,"[116.311531,39.924252]",0.0,45.145,0
14749,666,,4399,"[116.295311,39.913013]",3.6659409747205776,20.8425,0
14750,667,2013-10-08T13:00:00Z,4399,"[116.306953,39.923771]",0.0,37.595,0
14762,667,,4399,"[116.321709,39.908798]",4.865678155742094,28.98,0
14791,670,2013-10-08T14:15:00Z,4399,"[116.291428,39.866158]",0.0,47.845,0
14803,670,,4399,"[116.282303,39.9002]",5.197930558760532,12.915,0
14804,671,2013-10-08T14:30:00Z,4399,"[116.267487,39.907539]",0.0,31.2675,0
14829,671,,4399,"[116.198914,39.924854]",7.804260803405538,33.3425,0
15007,680,2013-10-08T14:30:00Z,4400,"[116.534676,39.809269]",0.0,28.277499999999996,0
15016,680,,4400,"[116.512383,39.795067]",2.8436392448172785,20.855,0
15133,685,2013-10-08T21:45:00Z,4400,"[116.385529,39.870785]",0.0,55.3025,0
15173,685,,4400,"[116.456978,39.955837]",17.720166303708652,51.4925,0
15265,687,2013-10-08T00:00:00Z,4417,"[116.341919,39.897877]",0.0,60.435,0
15277,687,,4417,"[116.303917,39.896763]",4.345656011316976,63.272499999999994,0
15306,689,2013-10-08T13:45:00Z,4417,"[116.453583,39.908405]",0.0,37.66,0
15317,689,,4417,"[116.467804,39.927097]",3.1799731194492096,18.47,0
15318,690,2013-10-08T14:15:00Z,4417,"[116.46032,39.928658]",0.0,14.2625,0
15352,690,,4417,"[116.353737,39.883308]",13.423559633572529,23.9875,0
15485,698,2013-10-08T18:30:00Z,4417,"[116.399879,39.854443]",0.0,20.1975,0
15497,698,,4417,"[116.412651,39.857334]",3.108416073624254,24.3,0
15498,699,2013-10-08T19:30:00Z,4417,"[116.406647,39.865154]",0.0,17.874999999999996,0
15516,699,,4417,"[116.365913,39.854954]",6.928344861302657,44.5025,0
16101,717,2013-10-08T18:00:00Z,4423,"[116.387741,39.994423]",0.0,37.97,0
16112,717,,4423,"[116.39444,40.004971]",4.028434441744278,37.6375,0
16118,719,2013-10-08T18:30:00Z,4423,"[116.352631,39.996826]",0.0,23.5875,0
16144,719,,4423,"[116.374939,39.948551]",8.09375568374443,54.087500000000006,0
16207,721,2013-10-08T22:45:00Z,4423,"[116.290215,39.822563]",0.0,47.83,0
16264,721,,4423,"[116.356895,39.792946]",17.505443734774815,33.667500000000004,0
16499,726,2013-10-08T12:45:00Z,4424,"[116.20739,39.892452]",0.0,47.98,0
16521,726,,4424,"[116.283409,39.907829]",9.668680729161728,22.862499999999997,0
16533,728,2013-10-08T13:45:00Z,4424,"[116.356537,39.908962]",0.0,36.5975,0
16593,728,,4424,"[116.246971,39.973125]",20.6323903627817,40.375,0
17437,767,2013-10-08T09:30:00Z,4427,"[116.314583,39.947655]",0.0,17.83,0
17452,767,,4427,"[116.349457,39.934608]",5.198285948376854,27.645,0
17453,768,2013-10-08T09:45:00Z,4427,"[116.344246,39.935589]",0.0,49.995000000000005,0
17458,768,,4427,"[116.356201,39.941429]",1.5837890131317949,42.245,0
17459,769,2013-10-08T09:45:00Z,4427,"[116.356346,39.942879]",0.0,37.705,0
17477,769,,4427,"[116.348152,39.993179]",6.6200979050379045,30.2825,0
17555,771,2013-10-08T11:15:00Z,4427,"[116.329018,39.905426]",0.0,31.1575,0
17635,771,,4427,"[116.463051,40.001347]",27.2148582329139,23.795,0
17873,778,2013-10-08T16:00:00Z,4427,"[116.375061,39.987488]",0.0,58.415,0
17887,778,,4427,"[116.388893,40.002182]",4.7368657787602615,36.03,0
17899,780,2013-10-08T16:45:00Z,4427,"[116.324013,39.967449]",0.0,43.290000000000006,0
17904,780,,4427,"[116.307983,39.965275]",1.6862214876682733,30.8725,0
17905,781,2013-10-08T16:45:00Z,4427,"[116.306732,39.973003]",0.0,27.195,0
17913,781,,4427,"[116.316139,39.982578]",1.8825423749316443,31.6425,0
18005,784,2013-10-08T18:30:00Z,4427,"[116.379532,39.955765]",0.0,40.1225,0
18051,784,,4427,"[116.460464,40.025005]",15.37466520824445,68.9375,0
18052,785,2013-10-08T19:45:00Z,4427,"[116.471771,39.994183]",0.0,23.185,0
18094,785,,4427,"[116.332695,39.994499]",14.26385838052464,19.7,0
18387,793,2013-10-08T10:45:00Z,4904,"[116.302322,39.964504]",0.0,17.192500000000003,0
18435,793,,4904,"[116.4785,39.907528]",21.512708950008612,14.3225,0
18687,804,2013-10-08T21:30:00Z,4904,"[116.461708,39.935265]",0.0,49.087500000000006,0
18702,804,,4904,"[116.493042,39.912388]",5.10773792485337,21.375,0
18753,806,2013-10-08T22:30:00Z,4904,"[116.288101,40.006935]",0.0,41.4525,0
18771,806,,4904,"[116.286621,40.014984]",5.907033759738321,46.865,0
18994,814,2013-10-08T09:45:00Z,4954,"[116.43383,39.897625]",0.0,19.2925,0
19003,814,,4954,"[116.426384,39.904945]",2.286879973611524,12.0475,0
19026,816,2013-10-08T13:00:00Z,4954,"[116.279877,39.872177]",0.0,41.03,0
19046,816,,4954,"[116.309143,39.846321]",6.207349043985998,18.06,0
19160,822,2013-10-08T16:00:00Z,4954,"[116.366707,39.878216]",0.0,34.9375,0
19169,822,,4954,"[116.374649,39.895058]",2.521770215231756,20.84,0
19170,823,2013-10-08T16:00:00Z,4954,"[116.374519,39.894638]",0.0,20.84,0
19196,823,,4954,"[116.427437,39.908672]",8.196301509460032,30.025,0
19281,827,2013-10-08T19:00:00Z,4954,"[116.433311,39.943123]",0.0,27.3925,0
19299,827,,4954,"[116.461876,39.922962]",4.789792899133091,17.0775,0
19330,830,2013-10-08T20:30:00Z,4954,"[116.321144,39.923534]",0.0,31.9025,0
19341,830,,4954,"[116.355782,39.913902]",3.663112478080462,28.152500000000003,0
19912,845,2013-10-08T07:00:00Z,4955,"[116.252754,39.927616]",0.0,30.8975,0
