geo_id,type,coordinates,highway
31204911,Point,"[116.3921462, 39.9813649]",0
31205104,Point,"[116.3902216, 39.9844764]",0
31205111,Point,"[116.3946725, 39.9860199]",0
31205114,Point,"[116.3953726, 39.9859848]",0
31331903,Point,"[116.375946, 39.9475266]",0
31331906,Point,"[116.3980371, 39.9477018]",0
31331978,Point,"[116.429338, 39.9096974]",2
31332092,Point,"[116.420821, 39.9036864]",1
32061956,Point,"[116.3934635, 39.8982538]",1
32062412,Point,"[116.4004262, 39.8993163]",1
32062415,Point,"[116.4054759, 39.8994584]",1
32387952,Point,"[116.4108863, 39.9321558]",1
32387953,Point,"[116.4195114, 39.9322266]",1
32387954,Point,"[116.427141, 39.932228]",0
32387957,Point,"[116.4286887, 39.9322374]",0
32388118,Point,"[116.4025943, 39.9319029]",1
32388119,Point,"[116.4022176, 39.9394693]",1
32388365,Point,"[116.3897402, 39.9387626]",1
32615466,Point,"[116.3086064, 39.9311234]",0
32615468,Point,"[116.3137272, 39.9311044]",1
32615470,Point,"[116.3275909, 39.9311142]",1
32615472,Point,"[116.3332555, 39.9311185]",0
32615474,Point,"[116.3433507, 39.9310731]",1
32615475,Point,"[116.3473555, 39.9310609]",0
32615479,Point,"[116.3617734, 39.9311321]",1
32615480,Point,"[116.366768, 39.931361]",1
32615481,Point,"[116.3706008, 39.9314618]",1
32615483,Point,"[116.3738596, 39.9316526]",1
32615484,Point,"[116.3767229, 39.9317342]",0
32618816,Point,"[116.373703, 39.9466787]",0
32618819,Point,"[116.3724976, 39.9483094]",0
32618821,Point,"[116.3726378, 39.9496279]",0
32618834,Point,"[116.3875497, 39.9477585]",1
32618837,Point,"[116.3839776, 39.9477155]",0
32618840,Point,"[116.309828, 39.990832]",1
32618842,Point,"[116.326695, 39.991455]",1
32618866,Point,"[116.3733343, 39.9600558]",2
32618883,Point,"[116.3674038, 39.9858095]",0
32618885,Point,"[116.3660573, 39.9859732]",2
32877189,Point,"[116.4194138, 39.9395643]",1
32877193,Point,"[116.4269228, 39.9396016]",0
32877196,Point,"[116.4191892, 39.9480266]",1
32877217,Point,"[116.455888, 39.9400348]",1
32877275,Point,"[116.466617, 39.9324698]",1
32877279,Point,"[116.4558406, 39.9323044]",1
32899013,Point,"[116.4028883, 39.9258827]",0
32899017,Point,"[116.449288, 39.9399723]",1
33399858,Point,"[116.4559674, 39.9122122]",1
34710869,Point,"[116.4559045, 39.9457205]",0
34928517,Point,"[116.468777, 39.9667626]",0
34928522,Point,"[116.4731405, 39.9706832]",0
34928634,Point,"[116.4835284, 39.9486397]",0
34928733,Point,"[116.4753841, 39.9766775]",0
35286274,Point,"[116.4558308, 39.9274554]",0
35549717,Point,"[116.4610619, 39.9324533]",1
35549783,Point,"[116.4608498, 39.9280488]",1
35551151,Point,"[116.4313674, 39.9255377]",1
35551152,Point,"[116.4345463, 39.9255603]",1
35551154,Point,"[116.4375595, 39.925585]",1
35551155,Point,"[116.4398707, 39.9255822]",0
35551157,Point,"[116.44425, 39.9255997]",0
35551198,Point,"[116.4399335, 39.9219408]",1
35551808,Point,"[116.4442705, 39.9322818]",1
35552053,Point,"[116.4443301, 39.9399381]",1
35552056,Point,"[116.4443437, 39.9443334]",0
35552059,Point,"[116.4440395, 39.9461968]",1
35552318,Point,"[116.4704488, 39.9527914]",1
35552319,Point,"[116.4676898, 39.951871]",0
35552320,Point,"[116.4651529, 39.9510556]",1
35552322,Point,"[116.4558862, 39.9480762]",1
35552324,Point,"[116.4493104, 39.9469533]",1
35552589,Point,"[116.4597808, 39.9586053]",0
35553136,Point,"[116.4559093, 39.9425347]",0
35553581,Point,"[116.4557131, 39.9178844]",1
35553582,Point,"[116.4558919, 39.9143716]",0
35553585,Point,"[116.4560984, 39.9091455]",0
35554234,Point,"[116.4558787, 39.9501227]",0
35554808,Point,"[116.4958798, 39.9347876]",1
35554809,Point,"[116.489314, 39.9329221]",0
35555070,Point,"[116.4723082, 39.9298801]",0
35555071,Point,"[116.4721506, 39.9297275]",0
35555404,Point,"[116.4723397, 39.9324953]",1
35555615,Point,"[116.4785068, 39.9299998]",0
35555616,Point,"[116.4771361, 39.929981]",0
35555619,Point,"[116.4758619, 39.9299446]",0
35722439,Point,"[116.4442578, 39.9215777]",1
35722654,Point,"[116.4465909, 39.920324]",1
35722669,Point,"[116.4467117, 39.9220574]",0
35722724,Point,"[116.4608701, 39.9213663]",0
35722732,Point,"[116.4856164, 39.9142401]",0
35722734,Point,"[116.4819791, 39.9142795]",0
35722735,Point,"[116.4786684, 39.9142133]",1
35722736,Point,"[116.4755044, 39.9142385]",1
35722737,Point,"[116.4719157, 39.9143575]",1
35722739,Point,"[116.4664038, 39.9146811]",1
35722741,Point,"[116.4634393, 39.9152869]",1
35835325,Point,"[116.455687, 39.9428882]",0
35835420,Point,"[116.4555178, 39.9359967]",2
35835426,Point,"[116.4555494, 39.9498101]",0
35835428,Point,"[116.455243, 39.9510421]",2
35835567,Point,"[116.4556559, 39.9503874]",0
35835568,Point,"[116.4556261, 39.9505309]",2
35835569,Point,"[116.455406, 39.9511173]",2
35835570,Point,"[116.4557236, 39.9508908]",0
35835571,Point,"[116.4556219, 39.951193]",0
35835582,Point,"[116.4513683, 39.9451745]",0
35835744,Point,"[116.4786611, 39.9300034]",0
35835749,Point,"[116.4841774, 39.9325092]",1
35835807,Point,"[116.4837142, 39.9395822]",2
35835843,Point,"[116.4752049, 39.9623004]",0
35835852,Point,"[116.483027, 39.9534262]",0
35836100,Point,"[116.4688425, 39.9750774]",0
35856376,Point,"[116.4836822, 39.9112532]",2
35856377,Point,"[116.48362, 39.9088023]",2
35856924,Point,"[116.4836252, 39.887173]",2
35856925,Point,"[116.483633, 39.882798]",0
35857532,Point,"[116.48362, 39.8776873]",0
35857542,Point,"[116.4812927, 39.8613807]",2
35857547,Point,"[116.4803328, 39.8554411]",0
35857550,Point,"[116.4796188, 39.8509959]",2
35858257,Point,"[116.4763178, 39.8439902]",2
35858266,Point,"[116.4622121, 39.8344898]",0
35858274,Point,"[116.4567484, 39.8325259]",2
35859802,Point,"[116.3229152, 39.8293845]",0
35860242,Point,"[116.2945688, 39.8293786]",0
35860251,Point,"[116.2825624, 39.8316871]",0
35860252,Point,"[116.2823323, 39.8319837]",0
35860890,Point,"[116.2758611, 39.8676472]",0
35860899,Point,"[116.2693764, 39.8817587]",0
35861493,Point,"[116.2686986, 39.8837546]",2
35861498,Point,"[116.2681243, 39.8901997]",0
35862224,Point,"[116.2683467, 39.941276]",0
35862230,Point,"[116.2693968, 39.9497238]",0
35862246,Point,"[116.2692258, 39.9677658]",0
35862527,Point,"[116.2936802, 39.9835573]",0
35863261,Point,"[116.3280315, 39.9659957]",1
35864175,Point,"[116.3476655, 39.9850321]",0
35864448,Point,"[116.3504939, 39.9853809]",0
35864450,Point,"[116.3519855, 39.9854242]",0
35866207,Point,"[116.2681673, 39.9097471]",0
35866357,Point,"[116.269154, 39.9295989]",2
35866359,Point,"[116.2683048, 39.937503]",0
35867274,Point,"[116.4448781, 39.9587701]",0
35867281,Point,"[116.4379987, 39.9632541]",2
35867290,Point,"[116.4302365, 39.9679973]",2
35867305,Point,"[116.3896753, 39.9672159]",0
35867598,Point,"[116.3681082, 39.9667114]",2
35868032,Point,"[116.3436266, 39.9663756]",0
35868040,Point,"[116.3242434, 39.9661402]",0
35868883,Point,"[116.3205757, 39.9659968]",2
35868901,Point,"[116.3022226, 39.9590459]",0
35869360,Point,"[116.3040481, 39.9259855]",2
35869368,Point,"[116.3041436, 39.8991451]",0
35869956,Point,"[116.3047005, 39.8808828]",0
35869958,Point,"[116.3055321, 39.8735061]",0
35869960,Point,"[116.3058422, 39.8705807]",2
35869965,Point,"[116.3067505, 39.862817]",0
35869971,Point,"[116.312964, 39.8542364]",0
35869977,Point,"[116.3178803, 39.8494872]",2
35870320,Point,"[116.3347757, 39.8475308]",0
35870323,Point,"[116.3392361, 39.8481165]",0
35870328,Point,"[116.3443903, 39.8495283]",0
35870348,Point,"[116.3878937, 39.8556511]",2
35870747,Point,"[116.389456, 39.8557727]",0
35870751,Point,"[116.4014747, 39.8556623]",0
35870774,Point,"[116.4400633, 39.8574438]",2
35870781,Point,"[116.4455359, 39.8590824]",0
35870782,Point,"[116.4466851, 39.8598808]",2
35871119,Point,"[116.4502602, 39.8627677]",0
35871124,Point,"[116.4543366, 39.8663401]",0
35871130,Point,"[116.4550077, 39.8728332]",2
35871132,Point,"[116.4551206, 39.8782973]",0
35874511,Point,"[116.4779186, 39.9750498]",0
36380666,Point,"[116.4344506, 39.9827327]",2
36544039,Point,"[116.4837153, 39.9491334]",2
36551783,Point,"[116.4834819, 39.9325046]",1
36704260,Point,"[116.4557143, 39.9208604]",0
36704368,Point,"[116.4558576, 39.9353528]",0
36704414,Point,"[116.4553012, 39.9353675]",0
36704472,Point,"[116.455306, 39.9378859]",0
36704579,Point,"[116.4552828, 39.9323132]",1
36704581,Point,"[116.4552621, 39.9282476]",0
36704808,Point,"[116.4552131, 39.921442]",0
36704810,Point,"[116.4551887, 39.9181634]",1
36704814,Point,"[116.4552448, 39.9156945]",0
36704815,Point,"[116.4554986, 39.9151061]",0
36704818,Point,"[116.4554328, 39.912209]",1
36704821,Point,"[116.4552343, 39.9091239]",0
36704825,Point,"[116.455146, 39.9048642]",0
36704830,Point,"[116.4560142, 39.9050642]",0
36704846,Point,"[116.4556238, 39.9043335]",0
36704851,Point,"[116.4557456, 39.9080962]",0
36704890,Point,"[116.4563543, 39.9082996]",0
36704892,Point,"[116.4591674, 39.9072681]",0
36704893,Point,"[116.4559468, 39.907331]",1
36704894,Point,"[116.4552508, 39.9073253]",1
36704900,Point,"[116.4511156, 39.9071392]",0
36704903,Point,"[116.455852, 39.9070899]",0
36704941,Point,"[116.4555784, 39.909522]",2
36704944,Point,"[116.4549336, 39.9083367]",0
36704952,Point,"[116.4542214, 39.9071109]",0
36704959,Point,"[116.4555573, 39.9080947]",0
64367553,Point,"[116.3731913, 39.9468856]",0
64382848,Point,"[116.4720953, 39.921531]",1
64490206,Point,"[116.3523304, 39.943008]",0
64499347,Point,"[116.3478366, 39.9390829]",0
64529291,Point,"[116.4590381, 39.9067681]",0
64603538,Point,"[116.48347, 39.930152]",0
64603697,Point,"[116.4834697, 39.9304576]",0
64603903,Point,"[116.4837242, 39.9297131]",0
72758365,Point,"[116.3187721, 39.906041]",0
72758368,Point,"[116.3358909, 39.9059106]",0
72759646,Point,"[116.2995281, 39.9062615]",0
72843112,Point,"[116.3504737, 39.9091426]",0
72846241,Point,"[116.4301085, 39.9012372]",0
76435338,Point,"[116.4377799, 39.870827]",0
76440368,Point,"[116.4084956, 39.8709157]",2
76440384,Point,"[116.3641009, 39.8686401]",0
76440394,Point,"[116.3506758, 39.8671296]",0
76443702,Point,"[116.3460658, 39.8672506]",0
76456794,Point,"[116.4836771, 39.9712808]",0
76456803,Point,"[116.4819236, 39.9876974]",1
76456804,Point,"[116.4834104, 39.9866942]",0
76456805,Point,"[116.4834329, 39.9865436]",0
76456821,Point,"[116.4537604, 39.9531812]",1
76456822,Point,"[116.453234, 39.9528726]",1
76457109,Point,"[116.4836825, 39.9576587]",0
76457113,Point,"[116.4890466, 39.9616538]",0
76457116,Point,"[116.48384, 39.9653474]",0
76457123,Point,"[116.4838602, 39.9651447]",0
76457133,Point,"[116.483711, 39.9526265]",0
76457134,Point,"[116.494351, 39.952643]",0
76457139,Point,"[116.494438, 39.9522001]",0
76457143,Point,"[116.4884868, 39.9540271]",0
76457145,Point,"[116.488536, 39.9526491]",0
76457475,Point,"[116.4557223, 39.9219101]",1
76457477,Point,"[116.4551993, 39.9219211]",1
76457480,Point,"[116.463535, 39.9218197]",1
76457481,Point,"[116.4608683, 39.9218919]",1
76457576,Point,"[116.4289313, 39.9233038]",0
76457579,Point,"[116.4276729, 39.9232484]",0
76457580,Point,"[116.4276003, 39.9229749]",0
76457599,Point,"[116.4276536, 39.9228485]",0
76457600,Point,"[116.4278482, 39.9227278]",0
76457617,Point,"[116.4289509, 39.9228719]",0
76457683,Point,"[116.4112829, 39.9228805]",1
76457684,Point,"[116.4046137, 39.9228879]",1
76457858,Point,"[116.3962128, 39.9220797]",1
76457861,Point,"[116.3854505, 39.9216829]",0
76457870,Point,"[116.3803448, 39.9210754]",0
76457874,Point,"[116.3773512, 39.9212334]",0
76457875,Point,"[116.3766766, 39.9212647]",0
77315189,Point,"[116.4286555, 39.9479735]",0
77331934,Point,"[116.4262556, 39.9686046]",0
77732047,Point,"[116.3678948, 39.902634]",1
77732049,Point,"[116.3702435, 39.9027581]",0
77732581,Point,"[116.3678165, 39.9058344]",1
77732582,Point,"[116.3680621, 39.8984225]",1
77734114,Point,"[116.3676249, 39.9133382]",1
77738854,Point,"[116.3681868, 39.8932651]",0
77744964,Point,"[116.3920943, 39.8900234]",0
77746327,Point,"[116.3616483, 39.8878789]",1
77746331,Point,"[116.3766769, 39.8880846]",0
77746332,Point,"[116.3784775, 39.8881566]",1
77746334,Point,"[116.3808764, 39.8881981]",0
77746337,Point,"[116.3871636, 39.8887348]",0
77746338,Point,"[116.3905844, 39.8896141]",0
77746341,Point,"[116.394851, 39.8906143]",1
77751976,Point,"[116.4000803, 39.9228808]",1
82972304,Point,"[116.4556852, 39.9359995]",0
82972556,Point,"[116.4719216, 39.8414317]",2
82972982,Point,"[116.4730138, 39.8416824]",0
90235913,Point,"[116.3711164, 39.9211446]",1
90235917,Point,"[116.3673426, 39.9210766]",1
90235922,Point,"[116.3715346, 39.913177]",0
90235924,Point,"[116.3754967, 39.9129968]",0
90235937,Point,"[116.375691, 39.909774]",0
90235944,Point,"[116.3754537, 39.9142307]",0
90235956,Point,"[116.3755936, 39.9212561]",1
90235958,Point,"[116.4106041, 39.9394373]",1
100630167,Point,"[116.4376374, 39.9323907]",1
100631017,Point,"[116.438347, 39.9398753]",1
100631861,Point,"[116.44237, 39.9350657]",0
100634167,Point,"[116.4313342, 39.9262529]",0
100634747,Point,"[116.4345187, 39.9210999]",1
100634912,Point,"[116.4398586, 39.9209297]",0
100638705,Point,"[116.4835196, 39.923833]",0
100642175,Point,"[116.4841147, 39.9238467]",0
100649633,Point,"[116.4718799, 39.9071514]",1
100650112,Point,"[116.471944, 39.9122999]",0
100651857,Point,"[116.4440292, 39.9119975]",0
100651858,Point,"[116.4305921, 39.9118894]",0
100653372,Point,"[116.4348077, 39.9118761]",0
100653852,Point,"[116.4440286, 39.9163504]",0
100655353,Point,"[116.4552493, 39.9254866]",0
100655684,Point,"[116.448951, 39.9219866]",1
124171932,Point,"[116.3230845, 39.8959802]",1
124173668,Point,"[116.3390834, 39.9126107]",1
124173670,Point,"[116.3378111, 39.9268295]",1
124174677,Point,"[116.322901, 39.9059991]",0
124178220,Point,"[116.3898289, 39.8984344]",0
124178257,Point,"[116.3891085, 39.8891822]",1
124185804,Point,"[116.2513817, 39.8643135]",2
124186353,Point,"[116.3231135, 39.8924996]",0
124186540,Point,"[116.2759307, 39.8756]",0
124186569,Point,"[116.3057848, 39.8839226]",0
127226581,Point,"[116.4552891, 39.9437066]",0
127227174,Point,"[116.4552926, 39.9425126]",0
127235022,Point,"[116.4382658, 39.9425474]",0
127235769,Point,"[116.4404881, 39.9411027]",0
127255833,Point,"[116.4109996, 39.981993]",1
127255836,Point,"[116.4247394, 39.9821459]",1
127255837,Point,"[116.4318278, 39.9821166]",0
127264355,Point,"[116.401107, 39.9669491]",1
127265129,Point,"[116.4020771, 39.9471366]",0
129899686,Point,"[116.4291556, 39.9118787]",0
165738203,Point,"[116.4627968, 39.9848064]",1
165738204,Point,"[116.4594836, 39.9869964]",1
165738216,Point,"[116.4565421, 39.9958432]",1
165738224,Point,"[116.4766441, 39.9912067]",0
165738235,Point,"[116.4570458, 39.9849756]",1
165738239,Point,"[116.4640112, 39.991316]",1
165738260,Point,"[116.4617563, 39.9959521]",1
165738265,Point,"[116.4565554, 39.9996741]",1
165738307,Point,"[116.4540997, 39.9995871]",0
165738419,Point,"[116.4515138, 39.9956057]",1
165738420,Point,"[116.4398143, 39.9943797]",0
165738536,Point,"[116.4604248, 39.9819408]",0
165738586,Point,"[116.4766534, 39.9829673]",1
209315526,Point,"[116.4288925, 39.9150301]",0
233297531,Point,"[116.3472549, 39.9751157]",1
233297997,Point,"[116.3394595, 39.9750353]",1
233759888,Point,"[116.4560813, 39.9748671]",0
233760288,Point,"[116.4404747, 39.9847531]",2
233760538,Point,"[116.4311242, 39.9878875]",0
233760912,Point,"[116.4060509, 39.9872292]",0
233760954,Point,"[116.4040431, 39.9871957]",2
233761003,Point,"[116.3978675, 39.9870602]",0
233761048,Point,"[116.3966765, 39.9870396]",0
233761249,Point,"[116.3829955, 39.9866128]",0
233763298,Point,"[116.3476711, 39.9762586]",0
233763440,Point,"[116.3475168, 39.9756373]",0
235062658,Point,"[116.3636753, 39.9752752]",1
235062755,Point,"[116.3595023, 39.9752196]",1
235063239,Point,"[116.3892213, 39.9477741]",1
235063367,Point,"[116.3891134, 39.9500958]",1
235066104,Point,"[116.3994599, 39.9478339]",0
235940949,Point,"[116.3420811, 39.9750596]",1
237270566,Point,"[116.4124029, 39.8958165]",1
237271752,Point,"[116.4129265, 39.8863913]",0
237271758,Point,"[116.4145195, 39.8825302]",1
237535582,Point,"[116.3556263, 39.9661353]",0
237535900,Point,"[116.3108795, 39.9384932]",0
237535958,Point,"[116.3138335, 39.9379934]",0
237536288,Point,"[116.346339, 39.9368461]",0
237536317,Point,"[116.3465845, 39.9361708]",1
237537263,Point,"[116.365833, 39.9470026]",1
237539107,Point,"[116.2933031, 39.988258]",0
237539207,Point,"[116.2948189, 39.9754762]",0
237539340,Point,"[116.2976192, 39.9707884]",2
237546286,Point,"[116.3708911, 39.990905]",2
237568719,Point,"[116.3737394, 39.981444]",0
239432543,Point,"[116.3386877, 39.9851479]",0
239433097,Point,"[116.3377919, 39.9848877]",0
239433355,Point,"[116.3354118, 39.9771255]",0
239451422,Point,"[116.2988706, 39.9894612]",1
239453042,Point,"[116.2983116, 39.9961848]",1
240420386,Point,"[116.3275109, 39.9751915]",1
240420768,Point,"[116.3115429, 39.9747452]",1
240421941,Point,"[116.3151745, 39.9658581]",1
240421943,Point,"[116.3135522, 39.969802]",0
244252919,Point,"[116.351017, 39.9392129]",0
244252920,Point,"[116.352506, 39.9390433]",1
244253761,Point,"[116.4294788, 39.9095765]",0
244253762,Point,"[116.4293376, 39.9103577]",0
244255936,Point,"[116.3737671, 39.9263809]",1
244274020,Point,"[116.3877954, 39.9750715]",0
244274021,Point,"[116.387947, 39.9750089]",0
244467891,Point,"[116.3525568, 39.9857615]",0
244467892,Point,"[116.3518848, 39.9858922]",0
244467919,Point,"[116.349788, 39.985823]",0
244467922,Point,"[116.3423679, 39.9855531]",0
244467967,Point,"[116.3495947, 39.9859525]",0
244467987,Point,"[116.3470879, 39.9850142]",0
244467988,Point,"[116.3468509, 39.9851229]",0
244467989,Point,"[116.3467948, 39.9857916]",0
244467992,Point,"[116.3478641, 39.9858699]",0
244468138,Point,"[116.3469875, 39.9703191]",0
244468179,Point,"[116.3473428, 39.9653029]",0
244882804,Point,"[116.4382692, 39.9447249]",0
244882982,Point,"[116.4369882, 39.9460816]",1
244882987,Point,"[116.4334157, 39.9534282]",1
244882988,Point,"[116.4334187, 39.9582104]",1
244883043,Point,"[116.4430883, 39.953476]",1
244883045,Point,"[116.4482317, 39.9580377]",0
244883047,Point,"[116.4494734, 39.9587813]",0
244883049,Point,"[116.451241, 39.960012]",0
244883050,Point,"[116.4518925, 39.9606115]",0
244883087,Point,"[116.4399931, 39.9555614]",1
244883088,Point,"[116.4361199, 39.9582991]",0
244883315,Point,"[116.4281989, 39.9531463]",0
244883821,Point,"[116.4402148, 39.9488261]",1
244883893,Point,"[116.4342657, 39.9468536]",0
244883894,Point,"[116.4381376, 39.949724]",0
244883905,Point,"[116.4380072, 39.9538456]",0
244884033,Point,"[116.4634501, 39.9213326]",0
244887119,Point,"[116.484164, 39.9392717]",0
244887890,Point,"[116.4893603, 39.9322757]",0
244888025,Point,"[116.4786492, 39.9268619]",0
244888026,Point,"[116.4786127, 39.921597]",0
244888070,Point,"[116.4722164, 39.9269085]",0
244888431,Point,"[116.4749464, 39.9297585]",0
244888915,Point,"[116.4761451, 39.9324883]",1
245104009,Point,"[116.4121788, 39.8996345]",1
245104733,Point,"[116.415237, 39.8681258]",0
245104822,Point,"[116.4152508, 39.8557204]",0
245104828,Point,"[116.416601, 39.8559722]",0
245105858,Point,"[116.3923376, 39.8851202]",1
245106224,Point,"[116.3958482, 39.8858609]",0
245106234,Point,"[116.4112557, 39.8866008]",0
245106236,Point,"[116.4125171, 39.8860019]",0
245106356,Point,"[116.3786957, 39.8848296]",1
245106642,Point,"[116.3923755, 39.8795878]",1
245106647,Point,"[116.3938396, 39.8687014]",0
245106649,Point,"[116.3941271, 39.867655]",0
245106651,Point,"[116.3942489, 39.8640092]",0
245106787,Point,"[116.389124, 39.8821005]",0
245106788,Point,"[116.3909594, 39.8821703]",0
245106789,Point,"[116.3922369, 39.8820985]",1
245106850,Point,"[116.3788449, 39.8819431]",1
245106851,Point,"[116.3811289, 39.8819195]",1
245106852,Point,"[116.3839031, 39.8819654]",1
245106853,Point,"[116.3869767, 39.8820528]",1
245107081,Point,"[116.3869848, 39.8793357]",0
245107309,Point,"[116.3893084, 39.8794168]",0
245107394,Point,"[116.391102, 39.8794795]",0
245107640,Point,"[116.4015212, 39.8867716]",0
245108056,Point,"[116.4188009, 39.8826502]",1
245108057,Point,"[116.4252753, 39.8827779]",0
245108059,Point,"[116.4316058, 39.8830132]",0
245108060,Point,"[116.4341819, 39.8830811]",1
245108063,Point,"[116.45004, 39.8831967]",1
245108068,Point,"[116.4710363, 39.8830248]",1
245108069,Point,"[116.4787691, 39.8829903]",0
245108123,Point,"[116.4161388, 39.8859868]",0
245108196,Point,"[116.413336, 39.8855238]",1
245108424,Point,"[116.4250678, 39.8850112]",0
245108433,Point,"[116.4216119, 39.892216]",1
245108906,Point,"[116.4369275, 39.8923816]",0
245109110,Point,"[116.4496263, 39.8922799]",1
245109111,Point,"[116.4550394, 39.8921804]",1
245109112,Point,"[116.4555996, 39.8921705]",1
245109115,Point,"[116.4664635, 39.8920879]",0
245109116,Point,"[116.4713424, 39.8919881]",1
245109119,Point,"[116.4840688, 39.8919891]",1
245111942,Point,"[116.3395458, 39.896547]",2
245112150,Point,"[116.3429898, 39.8964607]",0
245112153,Point,"[116.3452728, 39.8965558]",2
245112154,Point,"[116.3469994, 39.8966692]",0
245112156,Point,"[116.3488555, 39.8968808]",0
245112285,Point,"[116.3548481, 39.8980487]",0
245112286,Point,"[116.3571154, 39.8980853]",1
245113068,Point,"[116.3424351, 39.8913051]",0
245114069,Point,"[116.3202222, 39.8885614]",1
245114070,Point,"[116.3201386, 39.8887916]",1
245114442,Point,"[116.3230807, 39.8955231]",1
245115018,Point,"[116.3228091, 39.9063873]",0
245115948,Point,"[116.3364876, 39.9011604]",1
245115949,Point,"[116.3366428, 39.9017774]",1
245120122,Point,"[116.3525482, 39.8880973]",1
245120989,Point,"[116.3104116, 39.8859149]",1
