traj_id,entity_id,start_speed,holidays,start_time,final_time,duration(min)
163,4126,46.4075,0,2013-10-08T14:30:00Z,2013-10-08T14:37:05Z,7.087266445
165,4126,49.51,0,2013-10-08T16:00:00Z,2013-10-08T16:04:23Z,4.396538734
166,4127,22.86,0,2013-10-08T06:30:00Z,2013-10-08T07:01:24Z,31.40964508
174,4127,31.8275,0,2013-10-08T11:15:00Z,2013-10-08T11:47:38Z,32.6427002
186,4129,18.645,0,2013-10-08T14:45:00Z,2013-10-08T15:03:15Z,18.26543236
187,4129,17.4,0,2013-10-08T15:15:00Z,2013-10-08T15:36:31Z,21.52852058
189,4129,22.615,0,2013-10-08T17:00:00Z,2013-10-08T17:14:13Z,14.22992897
190,4129,19.2125,0,2013-10-08T17:30:00Z,2013-10-08T17:47:32Z,17.54611778
191,4129,34.485,0,2013-10-08T17:45:00Z,2013-10-08T18:03:31Z,18.53263855
192,4129,24.015,0,2013-10-08T18:15:00Z,2013-10-08T18:39:22Z,24.37481308
193,4129,18.1475,0,2013-10-08T19:00:00Z,2013-10-08T19:15:51Z,15.85828781
195,4129,16.1075,0,2013-10-08T19:45:00Z,2013-10-08T20:00:49Z,15.83127975
197,4129,28.41,0,2013-10-08T20:30:00Z,2013-10-08T20:34:05Z,4.096748352
201,4129,53.8275,0,2013-10-08T21:45:00Z,2013-10-08T21:53:02Z,8.037164688
202,4129,36.32,0,2013-10-08T22:45:00Z,2013-10-08T22:59:32Z,14.5440588
203,4129,18.155,0,2013-10-08T23:15:00Z,2013-10-08T23:36:38Z,21.63556671
204,4130,60.89,0,2013-10-08T08:15:00Z,2013-10-08T08:39:15Z,24.2645607
206,4131,18.3075,0,2013-10-08T10:00:00Z,2013-10-08T10:20:53Z,20.88529587
207,4131,24.1925,0,2013-10-08T10:00:00Z,2013-10-08T10:05:19Z,5.33271122
213,4131,25.68,0,2013-10-08T12:30:00Z,2013-10-08T12:35:58Z,5.974223137
215,4131,32.13,0,2013-10-08T13:45:00Z,2013-10-08T14:24:30Z,39.51327133
226,4131,18.055,0,2013-10-08T19:45:00Z,2013-10-08T20:05:29Z,20.48627853
234,4132,46.205,0,2013-10-08T05:30:00Z,2013-10-08T05:45:39Z,15.66107941
235,4132,37.72,0,2013-10-08T06:15:00Z,2013-10-08T06:38:26Z,23.44374657
236,4132,74.9125,0,2013-10-08T06:30:00Z,----,-1
238,4132,39.78,0,2013-10-08T10:45:00Z,2013-10-08T10:57:54Z,12.91090775
258,4134,20.26,0,2013-10-08T07:30:00Z,2013-10-08T08:00:12Z,30.20006752
269,4134,61.4625,0,2013-10-08T15:00:00Z,2013-10-08T15:12:10Z,12.17707539
271,4134,31.9575,0,2013-10-08T16:15:00Z,2013-10-08T16:29:42Z,14.70476627
276,4135,51.9125,0,2013-10-08T00:30:00Z,2013-10-08T00:32:08Z,2.144389868
281,4135,26.3975,0,2013-10-08T09:15:00Z,2013-10-08T09:22:24Z,7.41151619
282,4135,21.4475,0,2013-10-08T09:30:00Z,2013-10-08T09:42:09Z,12.15623093
294,4135,67.28,0,2013-10-08T20:15:00Z,2013-10-08T20:21:47Z,6.799852848
301,4137,26.77,0,2013-10-08T07:30:00Z,2013-10-08T07:39:06Z,9.108610153
302,4137,22.4375,0,2013-10-08T07:45:00Z,2013-10-08T07:50:15Z,5.256806374
314,4170,17.58,0,2013-10-08T12:30:00Z,2013-10-08T12:42:41Z,12.68343258
336,4270,36.7125,0,2013-10-08T19:15:00Z,----,-1
338,4270,54.41,0,2013-10-08T20:45:00Z,2013-10-08T20:52:02Z,7.036917686
340,4271,78.0375,0,2013-10-08T13:15:00Z,2013-10-08T13:24:27Z,9.460659981
342,4271,35.7075,0,2013-10-08T14:15:00Z,2013-10-08T14:32:02Z,17.0391655
352,4271,17.9175,0,2013-10-08T20:45:00Z,2013-10-08T20:53:55Z,8.927197456
358,4272,55.9725,0,2013-10-08T09:00:00Z,2013-10-08T09:11:02Z,11.03896236
362,4272,47.71,0,2013-10-08T15:00:00Z,2013-10-08T15:13:10Z,13.16685677
364,4273,60.895,0,2013-10-08T07:00:00Z,2013-10-08T07:02:33Z,2.554484367
365,4273,44.0475,0,2013-10-08T07:15:00Z,2013-10-08T07:26:03Z,11.06385612
374,4276,32.6075,0,2013-10-08T02:00:00Z,2013-10-08T02:10:06Z,10.1078043
384,4276,11.75,0,2013-10-08T10:30:00Z,2013-10-08T10:55:46Z,25.77881622
386,4276,33.625,0,2013-10-08T12:00:00Z,2013-10-08T12:15:19Z,15.3183918
389,4276,40.8075,0,2013-10-08T19:30:00Z,2013-10-08T19:40:57Z,10.96582603
391,4276,21.355,0,2013-10-08T23:00:00Z,2013-10-08T23:15:26Z,15.44659328
392,4276,21.55,0,2013-10-08T23:30:00Z,2013-10-08T23:48:26Z,18.44419479
404,4278,30.9875,0,2013-10-08T06:45:00Z,2013-10-08T07:04:35Z,19.58877373
406,4278,18.395,0,2013-10-08T07:30:00Z,2013-10-08T07:48:57Z,18.95914459
412,4278,16.4425,0,2013-10-08T19:15:00Z,2013-10-08T19:36:29Z,21.49264717
417,4278,23.5175,0,2013-10-08T23:45:00Z,2013-10-08T23:48:17Z,3.286203384
419,4279,15.3725,0,2013-10-08T08:30:00Z,2013-10-08T08:43:12Z,13.21231365
436,4280,15.9775,0,2013-10-08T07:00:00Z,----,-1
441,4280,22.0075,0,2013-10-08T09:45:00Z,----,-1
442,4280,49.67,0,2013-10-08T10:45:00Z,2013-10-08T10:52:35Z,7.590381622
446,4280,30.83,0,2013-10-08T13:30:00Z,2013-10-08T13:43:33Z,13.55230904
458,4347,29.0425,0,2013-10-08T07:15:00Z,2013-10-08T07:30:54Z,15.91419888
475,4348,44.975,0,2013-10-08T07:45:00Z,2013-10-08T08:01:24Z,16.40218163
481,4348,35.1675,0,2013-10-08T10:15:00Z,2013-10-08T10:23:02Z,8.042378426
488,4348,21.7375,0,2013-10-08T18:00:00Z,----,-1
489,4348,36.6575,0,2013-10-08T19:15:00Z,2013-10-08T19:20:29Z,5.48617506
492,4348,52.4425,0,2013-10-08T20:30:00Z,2013-10-08T20:36:47Z,6.792716503
502,4351,29.0325,0,2013-10-08T10:15:00Z,2013-10-08T10:27:05Z,12.09540939
504,4351,47.3075,0,2013-10-08T13:30:00Z,2013-10-08T13:38:58Z,8.972370148
508,4351,43.55,0,2013-10-08T14:45:00Z,2013-10-08T14:48:16Z,3.269002438
514,4351,22.61,0,2013-10-08T17:45:00Z,2013-10-08T18:02:11Z,17.19965172
522,4357,63.04,0,2013-10-08T00:30:00Z,2013-10-08T00:40:10Z,10.17162609
525,4357,21.38,0,2013-10-08T06:15:00Z,2013-10-08T06:26:06Z,11.10479546
526,4357,29.085,0,2013-10-08T06:30:00Z,2013-10-08T06:47:32Z,17.53477859
529,4357,46.2325,0,2013-10-08T11:30:00Z,2013-10-08T11:36:35Z,6.584360123
539,4357,22.5775,0,2013-10-08T14:30:00Z,----,-1
541,4357,12.4725,0,2013-10-08T17:00:00Z,2013-10-08T17:10:19Z,10.32744026
545,4357,27.6275,0,2013-10-08T19:30:00Z,2013-10-08T19:35:41Z,5.686753273
552,4363,41.0225,0,2013-10-08T10:00:00Z,2013-10-08T10:12:24Z,12.403512
557,4363,56.9275,0,2013-10-08T14:45:00Z,2013-10-08T14:58:13Z,13.21817589
560,4394,41.4875,0,2013-10-08T00:45:00Z,----,-1
569,4394,35.715,0,2013-10-08T06:30:00Z,2013-10-08T06:39:21Z,9.356125832
570,4394,27.2775,0,2013-10-08T06:45:00Z,2013-10-08T07:02:54Z,17.90021706
571,4394,63.0625,0,2013-10-08T07:00:00Z,2013-10-08T07:06:03Z,6.051213741
572,4394,39.8125,0,2013-10-08T07:45:00Z,2013-10-08T07:52:00Z,7.009426594
587,4394,31.8525,0,2013-10-08T17:15:00Z,2013-10-08T17:21:39Z,6.665019512
593,4394,17.0525,0,2013-10-08T21:00:00Z,2013-10-08T21:49:26Z,49.4419899
597,4394,14.24,0,2013-10-08T22:15:00Z,2013-10-08T23:11:38Z,56.6391449
612,4395,19.345,0,2013-10-08T14:30:00Z,2013-10-08T14:46:27Z,16.46404648
614,4395,24.2475,0,2013-10-08T15:30:00Z,2013-10-08T15:56:57Z,26.95392799
619,4396,67.19,0,2013-10-08T10:30:00Z,2013-10-08T10:37:21Z,7.355807304
628,4396,42.5775,0,2013-10-08T20:15:00Z,2013-10-08T20:29:04Z,14.08136082
629,4396,26.56,0,2013-10-08T20:45:00Z,2013-10-08T21:16:47Z,31.78946686
630,4396,11.335,0,2013-10-08T21:30:00Z,2013-10-08T22:01:08Z,31.14037704
632,4396,36.3275,0,2013-10-08T23:15:00Z,2013-10-08T23:22:29Z,7.490069389
634,4397,25.19,0,2013-10-08T06:30:00Z,2013-10-08T06:47:04Z,17.07462883
645,4397,42.6775,0,2013-10-08T14:30:00Z,2013-10-08T14:57:08Z,27.14426422
650,4398,51.88,0,2013-10-08T08:45:00Z,2013-10-08T08:51:10Z,6.173500061
661,4399,44.5375,0,2013-10-08T07:45:00Z,2013-10-08T08:06:05Z,21.08842087
663,4399,31.195,0,2013-10-08T08:45:00Z,2013-10-08T08:48:17Z,3.289058685
666,4399,45.145,0,2013-10-08T11:45:00Z,2013-10-08T11:48:26Z,3.448100328
667,4399,37.595,0,2013-10-08T13:00:00Z,2013-10-08T13:04:00Z,4.012969971
670,4399,47.845,0,2013-10-08T14:15:00Z,2013-10-08T14:18:14Z,3.245731115
671,4399,31.2675,0,2013-10-08T14:30:00Z,2013-10-08T14:34:34Z,4.581553459
680,4400,28.2775,0,2013-10-08T14:30:00Z,----,-1
685,4400,55.3025,0,2013-10-08T21:45:00Z,2013-10-08T22:03:21Z,18.36651802
687,4417,60.435,0,2013-10-08T00:00:00Z,2013-10-08T00:03:12Z,3.203638554
689,4417,37.66,0,2013-10-08T13:45:00Z,2013-10-08T14:01:15Z,16.25026321
690,4417,14.2625,0,2013-10-08T14:15:00Z,2013-10-08T14:39:48Z,24.80692673
698,4417,20.1975,0,2013-10-08T18:30:00Z,2013-10-08T18:33:20Z,3.349480152
699,4417,17.875,0,2013-10-08T19:30:00Z,2013-10-08T19:36:46Z,6.772768497
717,4423,37.97,0,2013-10-08T18:00:00Z,2013-10-08T18:10:14Z,10.24278641
719,4423,23.5875,0,2013-10-08T18:30:00Z,2013-10-08T18:51:56Z,21.93928528
721,4423,47.83,0,2013-10-08T22:45:00Z,2013-10-08T22:53:43Z,8.730676651
726,4424,47.98,0,2013-10-08T12:45:00Z,2013-10-08T12:56:11Z,11.19643974
728,4424,36.5975,0,2013-10-08T13:45:00Z,2013-10-08T14:12:56Z,27.93376923
767,4427,17.83,0,2013-10-08T09:30:00Z,2013-10-08T09:34:15Z,4.265906334
768,4427,49.995,0,2013-10-08T09:45:00Z,2013-10-08T09:46:28Z,1.472797394
769,4427,37.705,0,2013-10-08T09:45:00Z,2013-10-08T09:52:35Z,7.586223125
771,4427,31.1575,0,2013-10-08T11:15:00Z,2013-10-08T11:43:37Z,28.62711143
778,4427,58.415,0,2013-10-08T16:00:00Z,2013-10-08T16:06:44Z,6.748880863
780,4427,43.29,0,2013-10-08T16:45:00Z,2013-10-08T16:47:51Z,2.855217934
781,4427,27.195,0,2013-10-08T16:45:00Z,2013-10-08T16:51:49Z,6.822581768
784,4427,40.1225,0,2013-10-08T18:30:00Z,2013-10-08T18:54:06Z,24.11104202
785,4427,23.185,0,2013-10-08T19:45:00Z,2013-10-08T20:07:26Z,22.43397522
793,4904,17.1925,0,2013-10-08T10:45:00Z,2013-10-08T11:32:04Z,47.07578278
804,4904,49.0875,0,2013-10-08T21:30:00Z,2013-10-08T21:41:04Z,11.0737381
806,4904,41.4525,0,2013-10-08T22:30:00Z,----,-1
814,4954,19.2925,0,2013-10-08T09:45:00Z,2013-10-08T10:00:58Z,15.96695805
816,4954,41.03,0,2013-10-08T13:00:00Z,2013-10-08T13:13:06Z,13.11365128
822,4954,34.9375,0,2013-10-08T16:00:00Z,2013-10-08T16:11:56Z,11.94388199
823,4954,20.84,0,2013-10-08T16:00:00Z,2013-10-08T16:20:59Z,20.99802399
827,4954,27.3925,0,2013-10-08T19:00:00Z,2013-10-08T19:10:08Z,10.1464386
830,4954,31.9025,0,2013-10-08T20:30:00Z,2013-10-08T20:40:45Z,10.75501633
845,4955,30.8975,0,2013-10-08T07:00:00Z,2013-10-08T07:04:39Z,4.664282322
846,4955,28.745,0,2013-10-08T07:30:00Z,2013-10-08T07:33:38Z,3.635403633
851,4955,26.1925,0,2013-10-08T09:30:00Z,2013-10-08T09:33:43Z,3.730816126
853,4955,16.29,0,2013-10-08T10:45:00Z,2013-10-08T10:52:46Z,7.780873775
854,4955,16.375,0,2013-10-08T11:15:00Z,2013-10-08T11:18:50Z,3.843745947
855,4955,54.51,0,2013-10-08T12:00:00Z,2013-10-08T12:07:45Z,7.765295982
857,4955,21.87,0,2013-10-08T14:45:00Z,2013-10-08T14:51:51Z,6.856257439
859,4955,39.6,0,2013-10-08T15:45:00Z,2013-10-08T15:48:58Z,3.982310295
860,4955,28.8375,0,2013-10-08T22:00:00Z,2013-10-08T22:02:36Z,2.604676008
861,4955,38.62,0,2013-10-08T22:15:00Z,2013-10-08T22:21:56Z,6.939007282
869,4956,58.2925,0,2013-10-08T12:45:00Z,2013-10-08T13:06:21Z,21.35055161
870,4956,49.8625,0,2013-10-08T13:15:00Z,2013-10-08T13:32:28Z,17.4769516
876,4956,17.6475,0,2013-10-08T20:15:00Z,2013-10-08T20:35:13Z,20.22862625
882,4956,25.9625,0,2013-10-08T23:45:00Z,2013-10-08T23:57:56Z,12.93536091
887,4957,51.23,0,2013-10-08T10:00:00Z,2013-10-08T10:03:02Z,3.045492172
892,4957,27.6275,0,2013-10-08T12:45:00Z,2013-10-08T12:53:52Z,8.86857605
894,4957,52.6025,0,2013-10-08T14:30:00Z,2013-10-08T14:34:19Z,4.326991081
897,4957,42.59,0,2013-10-08T15:30:00Z,2013-10-08T15:33:05Z,3.090974569
899,4957,17.03,0,2013-10-08T18:45:00Z,2013-10-08T18:55:15Z,10.2623148
910,4958,28.4725,0,2013-10-08T07:30:00Z,2013-10-08T07:43:38Z,13.63668823
917,4958,18.1275,0,2013-10-08T14:00:00Z,2013-10-08T14:21:57Z,21.95727921
919,4958,19.2575,0,2013-10-08T14:45:00Z,2013-10-08T15:04:54Z,19.91378784
922,4958,41.0125,0,2013-10-08T16:45:00Z,2013-10-08T16:57:11Z,12.18744087
923,4958,26.195,0,2013-10-08T17:15:00Z,----,-1
929,4959,32.1375,0,2013-10-08T12:00:00Z,2013-10-08T12:06:57Z,6.955824852
935,4959,46.4,0,2013-10-08T16:00:00Z,2013-10-08T16:04:43Z,4.726554394
951,4961,27.4275,0,2013-10-08T10:00:00Z,2013-10-08T10:26:42Z,26.71236992
954,4961,54.0275,0,2013-10-08T12:15:00Z,2013-10-08T12:33:00Z,18.0136795
955,4961,17.195,0,2013-10-08T13:15:00Z,2013-10-08T13:31:34Z,16.57984161
956,4961,26.3175,0,2013-10-08T13:45:00Z,2013-10-08T13:54:56Z,9.93656826
968,4961,53.0575,0,2013-10-08T21:45:00Z,2013-10-08T21:50:29Z,5.496498585
974,4962,35.48,0,2013-10-08T00:00:00Z,----,-1
987,4962,66.3325,0,2013-10-08T21:15:00Z,2013-10-08T21:18:36Z,3.6080966
988,4962,21.74,0,2013-10-08T21:30:00Z,2013-10-08T21:57:01Z,27.02389336
995,4964,56.225,0,2013-10-08T01:15:00Z,2013-10-08T01:25:55Z,10.92064857
999,4964,57.465,0,2013-10-08T06:15:00Z,2013-10-08T06:28:44Z,13.74432755
1000,254,22.395,0,2013-10-09T08:45:00Z,2013-10-09T08:59:49Z,14.81683731
1007,254,44.6575,0,2013-10-09T16:00:00Z,2013-10-09T16:13:03Z,13.06573486
1013,254,57.9975,0,2013-10-09T22:00:00Z,2013-10-09T22:09:55Z,9.922908783
1014,254,26.46,0,2013-10-09T22:15:00Z,2013-10-09T22:29:45Z,14.75157356
1015,254,17.99,0,2013-10-09T22:30:00Z,2013-10-09T23:04:21Z,34.36001587
1016,254,29.01,0,2013-10-09T22:45:00Z,2013-10-09T23:11:21Z,26.36608696
1019,255,37.7875,0,2013-10-09T16:00:00Z,2013-10-09T16:02:59Z,2.984668732
1021,255,11.525,0,2013-10-09T18:00:00Z,2013-10-09T18:18:52Z,18.8794632
1058,257,16.59,0,2013-10-09T14:00:00Z,2013-10-09T14:26:25Z,26.43083572
1059,257,15.3125,0,2013-10-09T15:15:00Z,2013-10-09T15:34:34Z,19.57586479
1060,257,45.42,0,2013-10-09T15:45:00Z,2013-10-09T16:13:13Z,28.22779465
1062,257,21.18,0,2013-10-09T17:30:00Z,2013-10-09T17:48:28Z,18.46865845
1072,258,34.6525,0,2013-10-09T06:00:00Z,2013-10-09T06:20:07Z,20.12226105
1080,258,31.4575,0,2013-10-09T09:45:00Z,2013-10-09T09:47:37Z,2.628283024
1081,258,41.075,0,2013-10-09T10:15:00Z,2013-10-09T10:17:19Z,2.317049026
1088,258,20.3325,0,2013-10-09T13:30:00Z,2013-10-09T13:47:27Z,17.45726776
1089,258,18.355,0,2013-10-09T13:45:00Z,2013-10-09T13:57:16Z,12.27839375
1093,258,16.155,0,2013-10-09T16:30:00Z,2013-10-09T16:35:49Z,5.822303295
1098,4118,18.7725,0,2013-10-09T10:15:00Z,2013-10-09T10:37:17Z,22.28976822
1102,4118,45.8825,0,2013-10-09T12:45:00Z,2013-10-09T12:51:24Z,6.402655602
1104,4118,13.105,0,2013-10-09T13:15:00Z,2013-10-09T13:34:32Z,19.53523064
1105,4118,39.65,0,2013-10-09T14:00:00Z,2013-10-09T14:10:50Z,10.83566093
1116,4118,50.0325,0,2013-10-09T22:00:00Z,2013-10-09T22:13:36Z,13.60282898
1117,4118,23.7475,0,2013-10-09T22:30:00Z,2013-10-09T22:46:10Z,16.17500114
1120,4119,20.3175,0,2013-10-09T08:45:00Z,2013-10-09T08:59:19Z,14.32625198
1125,4119,17.6625,0,2013-10-09T11:30:00Z,2013-10-09T11:42:50Z,12.84272003
1132,4119,9.055,0,2013-10-09T18:45:00Z,2013-10-09T18:56:22Z,11.37751579
1134,4119,34.59,0,2013-10-09T19:30:00Z,2013-10-09T19:39:04Z,9.069286346
1136,4119,24.0575,0,2013-10-09T20:30:00Z,2013-10-09T20:40:45Z,10.76095772
1137,4119,37.1975,0,2013-10-09T20:45:00Z,2013-10-09T20:58:52Z,13.86691475
1140,4119,24.405,0,2013-10-09T22:15:00Z,2013-10-09T22:24:43Z,9.726636887
1141,4119,68.4375,0,2013-10-09T23:15:00Z,2013-10-09T23:28:15Z,13.25497055
1150,4120,57.755,0,2013-10-09T20:30:00Z,2013-10-09T20:41:10Z,11.18005753
1151,4120,51.1,0,2013-10-09T21:00:00Z,2013-10-09T21:14:05Z,14.09671211
1154,4120,39.775,0,2013-10-09T22:15:00Z,2013-10-09T22:30:15Z,15.26301956
1165,4122,19.24,0,2013-10-09T09:15:00Z,2013-10-09T09:25:36Z,10.60038376
1167,4122,10.1825,0,2013-10-09T11:30:00Z,2013-10-09T11:44:17Z,14.2878952
1169,4122,27.95,0,2013-10-09T12:00:00Z,2013-10-09T12:14:59Z,14.99267292
1171,4122,24.3725,0,2013-10-09T13:30:00Z,2013-10-09T13:38:03Z,8.066289902
1177,4123,59.18,0,2013-10-09T02:15:00Z,2013-10-09T02:26:07Z,11.12663746
1196,4123,48.3875,0,2013-10-09T15:30:00Z,2013-10-09T15:41:08Z,11.14064598
1200,4123,23.625,0,2013-10-09T18:00:00Z,2013-10-09T18:11:34Z,11.58066273
1207,4123,10.415,0,2013-10-09T22:15:00Z,2013-10-09T22:34:42Z,19.7028389
1214,4124,17.195,0,2013-10-09T13:45:00Z,2013-10-09T13:54:20Z,9.334196091
1218,4124,24.925,0,2013-10-09T16:45:00Z,2013-10-09T16:57:53Z,12.89166832
1228,4125,45.8625,0,2013-10-09T14:45:00Z,2013-10-09T14:48:41Z,3.689012527
1229,4125,47.6475,0,2013-10-09T15:15:00Z,2013-10-09T15:20:45Z,5.760922432
1230,4125,22.8475,0,2013-10-09T16:15:00Z,2013-10-09T16:20:46Z,5.782517433
1239,4126,18.095,0,2013-10-09T14:30:00Z,2013-10-09T14:48:38Z,18.63451767
1240,4126,57.2725,0,2013-10-09T15:00:00Z,2013-10-09T15:15:43Z,15.72881794
1248,4127,44.325,0,2013-10-09T08:15:00Z,2013-10-09T08:30:34Z,15.57688904
1252,4127,41.395,0,2013-10-09T10:00:00Z,2013-10-09T10:08:24Z,8.404317856
1262,4129,18.465,0,2013-10-09T11:15:00Z,2013-10-09T11:26:37Z,11.62490749
1267,4129,17.2325,0,2013-10-09T15:00:00Z,2013-10-09T15:08:47Z,8.797617912
1271,4129,18.5825,0,2013-10-09T17:30:00Z,2013-10-09T17:44:05Z,14.0911932
1279,4129,55.9425,0,2013-10-09T22:00:00Z,2013-10-09T22:14:16Z,14.28025627
1283,4130,68.4375,0,2013-10-09T14:00:00Z,2013-10-09T14:10:38Z,10.63835621
1286,4131,31.11,0,2013-10-09T07:30:00Z,2013-10-09T07:50:04Z,20.07121468
1289,4131,33.79,0,2013-10-09T12:00:00Z,2013-10-09T12:35:45Z,35.75490189
1296,4131,43,0,2013-10-09T15:30:00Z,2013-10-09T15:36:09Z,6.155949593
1300,4131,11.7475,0,2013-10-09T17:15:00Z,2013-10-09T17:35:37Z,20.63125992
1304,4131,44.625,0,2013-10-09T19:30:00Z,2013-10-09T19:39:04Z,9.08086586
1306,4132,21.825,0,2013-10-09T05:45:00Z,2013-10-09T06:07:33Z,22.55182648
1307,4132,23.74,0,2013-10-09T06:30:00Z,2013-10-09T06:57:18Z,27.31433296
1312,4132,19.7675,0,2013-10-09T16:15:00Z,2013-10-09T16:21:12Z,6.213037491
1316,4132,24.8525,0,2013-10-09T20:00:00Z,2013-10-09T20:18:28Z,18.47644424
1319,4132,39.42,0,2013-10-09T22:15:00Z,2013-10-09T22:25:56Z,10.9419384
1324,4134,12.785,0,2013-10-09T07:45:00Z,2013-10-09T08:00:43Z,15.72253323
1341,4135,53.475,0,2013-10-09T00:15:00Z,2013-10-09T00:25:28Z,10.48195457
1342,4135,64.5275,0,2013-10-09T03:15:00Z,2013-10-09T03:18:50Z,3.846360683
1353,4135,58.465,0,2013-10-09T12:30:00Z,----,-1
1361,4136,23.0425,0,2013-10-09T17:00:00Z,2013-10-09T17:05:39Z,5.651518822
1363,4136,28.12,0,2013-10-09T18:30:00Z,2013-10-09T18:51:00Z,21.01619339
1367,4136,25.8575,0,2013-10-09T20:30:00Z,2013-10-09T20:37:49Z,7.825737476
1376,4137,27.215,0,2013-10-09T10:15:00Z,2013-10-09T10:21:20Z,6.346979141
1378,4137,25.9025,0,2013-10-09T12:45:00Z,----,-1
1380,4137,55.9025,0,2013-10-09T14:30:00Z,2013-10-09T14:44:08Z,14.13425064
1381,4137,27.3025,0,2013-10-09T15:00:00Z,2013-10-09T15:15:29Z,15.49718094
1382,4137,29.59,0,2013-10-09T16:00:00Z,2013-10-09T16:19:18Z,19.3166256
1389,4170,53.675,0,2013-10-09T12:45:00Z,2013-10-09T13:01:27Z,16.45552254
1401,4269,25.9025,0,2013-10-09T07:15:00Z,2013-10-09T07:30:37Z,15.61702919
1403,4269,10.9325,0,2013-10-09T09:30:00Z,2013-10-09T09:35:35Z,5.585490704
1409,4269,39.3325,0,2013-10-09T11:30:00Z,2013-10-09T11:33:45Z,3.762966156
1424,4270,19.7425,0,2013-10-09T19:45:00Z,2013-10-09T20:01:36Z,16.60482025
1428,4270,35.7625,0,2013-10-09T21:30:00Z,2013-10-09T21:41:16Z,11.26926041
1431,4271,77.5175,0,2013-10-09T00:00:00Z,2013-10-09T00:11:01Z,11.01969719
1435,4271,32.2375,0,2013-10-09T10:15:00Z,2013-10-09T10:27:11Z,12.19602966
1445,4271,21.8225,0,2013-10-09T19:15:00Z,2013-10-09T19:16:53Z,1.886863232
1447,4271,48.11,0,2013-10-09T21:15:00Z,2013-10-09T21:16:18Z,1.313735843
1460,4273,50.4275,0,2013-10-09T07:45:00Z,2013-10-09T07:54:40Z,9.678275108
1481,4274,49.3025,0,2013-10-09T20:30:00Z,2013-10-09T20:47:26Z,17.4340477
1492,4276,26.435,0,2013-10-09T06:15:00Z,2013-10-09T06:38:25Z,23.42524529
1500,4276,26.8975,0,2013-10-09T12:45:00Z,2013-10-09T13:02:44Z,17.73832893
1517,4278,20.44,0,2013-10-09T00:00:00Z,2013-10-09T00:05:07Z,5.126161098
1518,4278,27.8425,0,2013-10-09T00:45:00Z,2013-10-09T00:55:34Z,10.57522964
1519,4278,30.22,0,2013-10-09T01:30:00Z,2013-10-09T01:35:05Z,5.089535236
