,label time,predicted time,,,±ê×¼²î.
203,9.7,13.036652,-3.336652,,
204,14.533334,8.001854,6.53148,,
205,9.366667,48.599014,-39.232347,,
206,30.933332,31.455757,-0.522425,,
207,27.116667,32.1826,-5.065933,,
208,69.166664,47.12133,22.045334,,
209,40.533333,34.26674,6.266593,,
210,6.4,36.425076,-30.025076,,
211,8.983334,22.771442,-13.788108,,
212,8.383333,22.768028,-14.384695,,
213,13.25,29.226212,-15.976212,,
214,6.6,20.771069,-14.171069,,
215,11,25.01688,-14.01688,,
216,30.166666,37.390556,-7.22389,,
217,23.783333,18.882318,4.901015,,
218,11.183333,27.365131,-16.181798,,
219,10.8,13.050936,-2.250936,,
220,4.4666667,19.595633,-15.1289663,,
221,15.45,33.730595,-18.280595,,
222,10.683333,43.74698,-33.063647,,
223,8.983334,10.324406,-1.341072,,
224,12.8,32.171886,-19.371886,,
225,9.5,2.270793,7.229207,,
226,27.566668,13.752968,13.8137,,
227,27.15,2,25.15,,
228,11.016666,13.122112,-2.105446,,
229,16,11.494949,4.505051,,
230,7.9166665,15.584562,-7.6678955,,
231,7.1,27.754173,-20.654173,,
232,6.0666666,27.786743,-21.7200764,,
233,29.75,41.92485,-12.17485,,
234,5.6,23.010637,-17.410637,,
235,28.6,44.591515,-15.991515,,
236,8.8,30.173847,-21.373847,,
237,21.616667,17.918299,3.698368,,
238,7.133333,25.456144,-18.322811,,
239,30.8,37.02136,-6.22136,,
240,20.333334,4.4581375,15.8751965,,
241,46.3,40.39955,5.90045,,
242,11.783334,32.72642,-20.943086,,
243,30.9,24.423141,6.476859,,
244,13.4,49.041466,-35.641466,,
245,17.6,16.553991,1.046009,,
246,6.9166665,23.33864,-16.4219735,,
247,17.583334,2,15.583334,,
248,14.583333,15.264145,-0.680812,,
249,8.566667,2,6.566667,,
250,16.483334,24.402409,-7.919075,,
251,7.516667,10.647018,-3.130351,,
252,19.85,23.472248,-3.622248,,
253,6.5833335,27.124228,-20.5408945,,
254,13.9,7.4917107,6.4082893,,
255,7.516667,4.955803,2.560864,,
256,12,11.422821,0.577179,,
257,16.683332,14.250248,2.433084,,
258,8.266666,20.71093,-12.444264,,
259,25.633333,35.852303,-10.21897,,
260,33.533333,43.636177,-10.102844,,
261,11.583333,36.30797,-24.724637,,
262,6.0666666,21.628878,-15.5622114,,
263,16.5,52.143745,-35.643745,,
264,44.7,32.638268,12.061732,,
265,27.6,4.0726166,23.5273834,,
266,16.083334,29.945362,-13.862028,,
267,71,54.54883,16.45117,,
268,46.866665,2,44.866665,,
269,19.483334,18.52521,0.958124,,
270,5.6,32.149185,-26.549185,,
271,35.566666,26.659676,8.90699,,
272,18.816668,69.335144,-50.518476,,
273,18.066668,28.427444,-10.360776,,
274,30.116667,12.881226,17.235441,,
275,26.016666,32.514233,-6.497567,,
276,23.25,7.835144,15.414856,,
277,17.733334,57.75898,-40.025646,,
278,14.466666,8.076271,6.390395,,
279,14.75,29.750008,-15.000008,,
280,9.166667,13.717409,-4.550742,,
281,20.716667,4.9529495,15.7637175,,
282,9.533334,22.55519,-13.021856,,
283,33.183334,54.904568,-21.721234,,
284,14.933333,46.155735,-31.222402,,
285,13.183333,39.296127,-26.112794,,
286,32.866665,29.972527,2.894138,,
287,6.8333335,8.530363,-1.6970295,,
288,11.15,2,9.15,,
289,22.55,9.038437,13.511563,,
290,10.75,26.417528,-15.667528,,
291,21.4,38.376606,-16.976606,,
292,17.2,3.7126694,13.4873306,,
293,14.516666,10.758171,3.758495,,
294,22.516666,29.295158,-6.778492,,
295,5,3.2755737,1.7244263,,
296,8.216666,7.7421675,0.4744985,,
297,29.283333,12.667854,16.615479,,
298,14.133333,60.503567,-46.370234,,
299,18.983334,10.188011,8.795323,,
300,15.416667,27.58693,-12.170263,,
301,7.116667,11.582338,-4.465671,,
302,16.466667,21.213621,-4.746954,,
303,10.216666,18.92793,-8.711264,,
304,15.166667,17.852402,-2.685735,,
305,16.25,8.360405,7.889595,,
306,11,35.755836,-24.755836,,
307,37.15,45.105522,-7.955522,,
308,44.966667,39.32212,5.644547,,
309,30.4,37.555897,-7.155897,,
310,9.1,18.59058,-9.49058,,
311,17.616667,15.300789,2.315878,,
312,19.133333,50.489807,-31.356474,,
313,4.4,3.5921383,0.8078617,,
314,12.566667,21.42518,-8.858513,,
315,12.6,17.503254,-4.903254,,
316,38.1,5.0135193,33.0864807,,
317,13.2,27.838875,-14.638875,,
318,4.9,37.578957,-32.678957,,
319,12.933333,18.100296,-5.166963,,
320,25.133333,52.371147,-27.237814,,
321,11.583333,16.8232,-5.239867,,
322,24.05,2,22.05,,
323,43.866665,2,41.866665,,
324,10,28.010046,-18.010046,,
325,9.716666,44.685375,-34.968709,,
326,2.7833333,46.621582,-43.8382487,,
327,7.6833334,46.858032,-39.1746986,,
328,17,27.64385,-10.64385,,
329,6.8333335,3.3640375,3.469296,,
330,41.366665,13.560959,27.805706,,
331,6.55,3.863988,2.686012,,
332,7.7,18.073452,-10.373452,,
333,14.466666,2,12.466666,,
334,10.783334,26.51889,-15.735556,,
335,10.133333,6.526512,3.606821,,
336,25.483334,17.132805,8.350529,,
337,3.4,2,1.4,,
338,16.6,41.500465,-24.900465,,
339,48.25,25.56255,22.68745,,
340,4.633333,26.302904,-21.669571,,
341,7.133333,23.867558,-16.734225,,
342,20.3,49.941486,-29.641486,,
343,28.866667,19.305523,9.561144,,
344,48.516666,50.657455,-2.140789,,
345,37.75,22.100533,15.649467,,
346,50.166668,31.625542,18.541126,,
347,9.583333,31.714668,-22.131335,,
348,4.983333,25.389301,-20.405968,,
349,4.6,23.574835,-18.974835,,
350,23.333334,27.168,-3.834666,,
351,13.116667,47.078247,-33.96158,,
352,15.966666,20.889725,-4.923059,,
353,10.566667,2,8.566667,,
354,20.3,24.125221,-3.825221,,
355,32.416668,27.953506,4.463162,,
356,14.75,23.828278,-9.078278,,
357,14.583333,56.086018,-41.502685,,
358,3.3,34.843475,-31.543475,,
359,13.783334,32.74613,-18.962796,,
360,11.033334,42.71238,-31.679046,,
361,11.383333,62.960922,-51.577589,,
362,5.516667,13.29822,-7.781553,,
363,116.48333,26.129929,90.353401,,
364,11.7,74.66195,-62.96195,,
365,19.45,31.105045,-11.655045,,
366,12.05,34.557484,-22.507484,,
367,4.9333334,5.689375,-0.7560416,,
368,3.4166667,6.940428,-3.5237613,,
369,10.033334,6.0902443,3.9430897,,
370,31.466667,13.712364,17.754303,,
371,7.0666666,5.046652,2.0200146,,
372,23.433332,43.918777,-20.485445,,
373,12.916667,24.910828,-11.994161,,
374,40.2,15.968613,24.231387,,
375,15.083333,4.941723,10.14161,,
376,15.816667,20.128845,-4.312178,,
377,4.5,2,2.5,,
378,7.9666667,24.735104,-16.7684373,,
379,28.783333,37.538555,-8.755222,,
380,20.9,13.831711,7.068289,,
381,5.8333335,2,3.8333335,,
382,16.75,15.828903,0.921097,,
383,9.216666,116.82255,-107.605884,,
384,26.05,7.3188095,18.7311905,,
385,28,13.326355,14.673645,,
386,5.8166666,19.514366,-13.6976994,,
387,4.983333,65.065506,-60.082173,,
388,69.01667,2,67.01667,,
389,7.733333,22.938255,-15.204922,,
390,10.616667,56.840256,-46.223589,,
391,5.65,22.434605,-16.784605,,
392,7.383333,55.89059,-48.507257,,
393,4.2833333,7.0738773,-2.790544,,
394,18.333334,10.7011795,7.6321545,,
395,12.833333,70.52514,-57.691807,,
396,6.8,29.144985,-22.344985,,
397,6.133333,51.75913,-45.625797,,
398,20.633333,79.55593,-58.922597,,
399,14.4,40.072536,-25.672536,,
400,23.733334,31.418022,-7.684688,,
401,9.616667,2,7.616667,,
402,6.3,5.3648896,0.9351104,,
403,22.65,18.093021,4.556979,,
404,25.316668,48.53017,-23.213502,,
405,7.1,41.894814,-34.794814,,
406,8.616667,2.9132128,5.7034542,,
407,18.75,19.521309,-0.771309,,
408,7.0666666,19.402042,-12.3353754,,
409,11.516666,5.8641586,5.6525074,,
410,17.45,41.355328,-23.905328,,
411,28.666666,29.718496,-1.05183,,
412,14.283334,21.625494,-7.34216,,
413,17.683332,57.365273,-39.681941,,
414,7.0833335,37.184196,-30.1008625,,
415,26.85,49.68171,-22.83171,,
416,6.366667,65.80921,-59.442543,,
417,13.6,11.5044365,2.0955635,,
418,10.4,25.413837,-15.013837,,
419,28.716667,30.327927,-1.61126,,
420,45.333332,2,43.333332,,
421,16.733334,29.968937,-13.235603,,
422,4.9666667,35.643036,-30.6763693,,
423,5.383333,23.914356,-18.531023,,
424,5.366667,10.434341,-5.067674,,
425,24.966667,2,22.966667,,
426,20.516666,75.12892,-54.612254,,
427,13.35,17.4576,-4.1076,,
428,50.616665,41.275757,9.340908,,
429,11.283334,5.41621,5.867124,,
430,19.783333,14.843582,4.939751,,
431,7.633333,17.566704,-9.933371,,
432,10.733334,28.798439,-18.065105,,
433,18.983334,3.9470177,15.0363163,,
434,15.533334,44.884926,-29.351592,,
435,58.783333,26.99664,31.786693,,
436,7.7,16.580032,-8.880032,,
437,13.516666,48.2027,-34.686034,,
438,9.666667,41.566307,-31.89964,,
439,13.416667,18.603886,-5.187219,,
440,8.85,20.086725,-11.236725,,
441,14.266666,2,12.266666,,
442,27.616667,27.956825,-0.340158,,
443,24.833334,55.817017,-30.983683,,
444,11.766666,5.6243324,6.1423336,,
445,8.2,87.33806,-79.13806,,
446,43.583332,41.665413,1.917919,,
447,22.533333,17.324966,5.208367,,
448,22.3,2.1407356,20.1592644,,
449,31.55,8.9910965,22.5589035,,
450,38.583332,57.25904,-18.675708,,
451,10.566667,17.262508,-6.695841,,
452,26.166666,26.66114,-0.494474,,
453,14.116667,20.353138,-6.236471,,
454,16.016666,28.707905,-12.691239,,
455,6.15,20.185225,-14.035225,,
456,15.75,2.876358,12.873642,,
457,34.1,11.512745,22.587255,,
458,38.5,20.43467,18.06533,,
459,23.616667,20.975328,2.641339,,
460,71.98333,19.898323,52.085007,,
461,12.266666,6.2351456,6.0315204,,
462,5.483333,27.046814,-21.563481,,
463,5.7833333,17.667068,-11.8837347,,
464,25.95,3.1169739,22.8330261,,
465,32.166668,10.392609,21.774059,,
466,16.133333,3.189848,12.943485,,
467,11.583333,21.43945,-9.856117,,
468,13.166667,16.248772,-3.082105,,
469,9,35.098198,-26.098198,,
470,16.983334,25.336597,-8.353263,,
471,4.4666667,2,2.4666667,,
472,22.333334,21.273952,1.059382,,
473,6.2,9.186246,-2.986246,,
474,3.9166667,19.049118,-15.1324513,,
475,26.633333,98.369675,-71.736342,,
476,32.7,44.090027,-11.390027,,
477,25.116667,46.494797,-21.37813,,
478,59.95,77.235596,-17.285596,,
479,54.483334,46.046104,8.43723,,
480,4.866667,30.275095,-25.408428,,
481,13.916667,12.601767,1.3149,,
482,22.016666,33.803852,-11.787186,,
483,20,45.402313,-25.402313,,
484,14.883333,43.1849,-28.301567,,
485,36.883335,39.78163,-2.898295,,
486,35.35,43.422028,-8.072028,,
487,6.4,18.867289,-12.467289,,
488,7.983333,2,5.983333,,
489,12.866667,2,10.866667,,
490,18.316668,29.680153,-11.363485,,
491,14.9,2,12.9,,
492,60.183334,27.033096,33.150238,,
493,7.3333335,52.598297,-45.2649635,,
494,20.833334,36.586212,-15.752878,,
495,11.75,50.51039,-38.76039,,
496,32.533333,23.065392,9.467941,,
497,6.7833333,2,4.7833333,,
498,22.583334,51.11783,-28.534496,,
499,25.366667,4.2969494,21.0697176,,
500,8.383333,13.513098,-5.129765,,
501,3.4166667,36.548813,-33.1321463,,
502,4.95,32.317226,-27.367226,,
503,18.983334,27.436127,-8.452793,,
504,44.566666,37.326637,7.240029,,
505,20.833334,2,18.833334,,
506,41.5,30.973389,10.526611,,
507,13.95,31.581383,-17.631383,,
508,3.4833333,31.391026,-27.9076927,,
509,32.583332,29.877857,2.705475,,
510,31.666666,2.448471,29.218195,,
511,11.766666,19.94049,-8.173824,,
512,38.516666,45.92393,-7.407264,,
513,10.05,17.061028,-7.011028,,
514,2.75,35.94242,-33.19242,,
515,5.483333,21.971155,-16.487822,,
516,28.3,89.88471,-61.58471,,
517,39.983334,37.344494,2.63884,,
518,23.633333,36.58976,-12.956427,,
519,24.35,68.13002,-43.78002,,
520,8.633333,54.015995,-45.382662,,
521,11.383333,34.94912,-23.565787,,
522,24.166666,42.489357,-18.322691,,
523,16.066668,14.585213,1.481455,,
524,18.333334,73.29404,-54.960706,,
525,4.7166667,50.539776,-45.8231093,,
526,30.266666,17.154133,13.112533,,
527,21.6,61.524193,-39.924193,,
528,35.916668,43.553177,-7.636509,,
529,7.3333335,11.835428,-4.5020945,,
530,42.35,32.854805,9.495195,,
531,6.7833333,31.874514,-25.0911807,,
532,35.25,68.16528,-32.91528,,
533,7.6,31.884798,-24.284798,,
534,12.983334,16.845661,-3.862327,,
535,30.983334,5.212723,25.770611,,
536,43.5,41.270958,2.229042,,
537,19.3,6.69693,12.60307,,
538,10.8,24.897678,-14.097678,,
539,29.333334,36.622032,-7.288698,,
540,41.716667,24.464615,17.252052,,
541,9.733334,15.926952,-6.193618,,
542,22.383333,14.298584,8.084749,,
543,11.733334,46.534718,-34.801384,,
544,8.166667,2.3205652,5.8461018,,
545,7.3,2,5.3,,
546,23,2,21,,
547,16.066668,6.0182457,10.0484223,,
548,64,2,62,,
549,22.383333,20.532303,1.85103,,
550,12.333333,16.42505,-4.091717,,
551,8.35,49.157036,-40.807036,,
552,66.28333,42.69359,23.58974,,
553,16.7,25.28675,-8.58675,,
554,4.5333333,28.839743,-24.3064097,,
555,11.9,50.48062,-38.58062,,
556,40.316666,52.707405,-12.390739,,
557,12.516666,27.83871,-15.322044,,
558,110.76667,35.49231,75.27436,,
559,18.633333,35.575512,-16.942179,,
560,9.583333,2,7.583333,,
561,22.65,14.332523,8.317477,,
562,12.8,35.173294,-22.373294,,
563,4.9166665,33.378883,-28.4622165,,
564,6.3166666,25.715757,-19.3990904,,
565,10.416667,44.227745,-33.811078,,
566,39.816666,25.726402,14.090264,,
567,19.666666,20.186073,-0.519407,,
568,17.9,16.538044,1.361956,,
569,18.55,2.9555664,15.5944336,,
570,15.383333,19.220932,-3.837599,,
571,19.183332,33.042934,-13.859602,,
572,15.366667,15.900558,-0.533891,,
573,65.916664,62.26924,3.647424,,
574,12.833333,2,10.833333,,
575,4.05,15.222246,-11.172246,,
576,20.75,14.614893,6.135107,,
577,27.083334,2,25.083334,,
578,11.75,44.430794,-32.680794,,
579,16.116667,30.366184,-14.249517,,
580,10.366667,38.518177,-28.15151,,
581,5.516667,27.74943,-22.232763,,
582,28.85,2,26.85,,
583,6.616667,28.274609,-21.657942,,
584,4.383333,39.135864,-34.752531,,
585,6.5333333,16.77536,-10.2420267,,
586,14.016666,8.287476,5.72919,,
587,4,25.555824,-21.555824,,
588,12.283334,6.0609055,6.2224285,,
589,12.1,17.11937,-5.01937,,
590,2.9333334,46.743137,-43.8098036,,
591,6.85,33.865837,-27.015837,,
592,9.483334,7.7570534,1.7262806,,
593,14.583333,3.991951,10.591382,,
594,25.566668,56.350815,-30.784147,,
595,20.666666,33.547184,-12.880518,,
596,21.8,7.6528015,14.1471985,,
597,27.15,35.354984,-8.204984,,
598,17.9,35.712357,-17.812357,,
599,10.083333,17.663177,-7.579844,,
600,29.45,18.43956,11.01044,,
601,7.65,10.7933655,-3.1433655,,
602,18.35,29.555206,-11.205206,,
603,9.8,39.87439,-30.07439,,
604,39.3,18.690025,20.609975,,
605,14,4.261545,9.738455,,
606,7.3333335,12.79504,-5.4617065,,
607,9.783334,2,7.783334,,
608,8.616667,98.05023,-89.433563,,
609,14.233334,5.6167088,8.6166252,,
610,30.616667,45.00258,-14.385913,,
611,9.6,52.82512,-43.22512,,
612,7.3333335,29.1589,-21.8255665,,
613,46.416668,88.098526,-41.681858,,
614,21.566668,74.42601,-52.859342,,
615,86.066666,85.19008,0.876586,,
616,11.083333,33.25286,-22.169527,,
617,9.516666,10.345831,-0.829165,,
618,18.183332,62.9555,-44.772168,,
619,19.433332,19.94188,-0.508548,,
620,39.783333,2,37.783333,,
621,10.916667,23.379524,-12.462857,,
622,22.016666,3.5358467,18.4808193,,
623,17.866667,19.26793,-1.401263,,
624,38.266666,49.319916,-11.05325,,
625,2.4833333,19.291523,-16.8081897,,
626,11.983334,3.984253,7.999081,,
627,31.8,55.670708,-23.870708,,
628,26.466667,13.80822,12.658447,,
629,7.866667,22.52775,-14.661083,,
630,3.5833333,57.4199,-53.8365667,,
631,13.933333,49.87202,-35.938687,,
632,28.2,3.045002,25.154998,,
633,12.016666,2,10.016666,,
634,21.383333,2,19.383333,,
635,12.333333,25.302588,-12.969255,,
636,6.133333,5.8851986,0.2481344,,
637,7.616667,12.272022,-4.655355,,
638,35.516666,23.901886,11.61478,,
639,38.383335,43.897896,-5.514561,,
640,90.26667,33.632896,56.633774,,
641,13.4,2,11.4,,
642,8.466666,22.613428,-14.146762,,
643,11.15,20.792467,-9.642467,,
644,12.366667,2,10.366667,,
645,17.6,13.124981,4.475019,,
646,7.6,7.3311424,0.2688576,,
647,11.15,14.628616,-3.478616,,
648,5.9666667,47.69493,-41.7282633,,
649,7.6,2,5.6,,
650,19.883333,10.213676,9.669657,,
651,17.4,37.29596,-19.89596,,
652,7.4,22.764456,-15.364456,,
653,14.45,39.79579,-25.34579,,
654,25.966667,19.68397,6.282697,,
655,14.183333,22.334759,-8.151426,,
656,6.7166667,12.535553,-5.8188863,,
657,4.7166667,2,2.7166667,,
658,50.15,25.90409,24.24591,,
659,20.933332,26.025711,-5.092379,,
660,3.4,10.672975,-7.272975,,
661,35.183334,20.88115,14.302184,,
662,28.733334,15.113213,13.620121,,
663,18.116667,41.217712,-23.101045,,
664,15.75,32.488117,-16.738117,,
665,15.983334,7.9007645,8.0825695,,
666,25.466667,26.647728,-1.181061,,
667,21.133333,32.88241,-11.749077,,
668,57.183334,18.126099,39.057235,,
669,16.583334,35.71337,-19.130036,,
670,24.266666,19.0663,5.200366,,
671,10.716666,86.6256,-75.908934,,
672,11.716666,42.28328,-30.566614,,
673,12.666667,10.005394,2.661273,,
674,7.2166667,57.472534,-50.2558673,,
675,8.933333,43.17398,-34.240647,,
676,63.833332,4.7654724,59.0678596,,
677,15.616667,45.989983,-30.373316,,
678,6.0666666,54.34137,-48.2747034,,
679,5,18.308502,-13.308502,,
680,17.2,22.837255,-5.637255,,
681,11.75,7.1304665,4.6195335,,
682,17.883333,14.234486,3.648847,,
683,12.2,22.641865,-10.441865,,
684,7.95,42.888283,-34.938283,,
685,18.716667,27.012112,-8.295445,,
686,23.883333,57.267365,-33.384032,,
687,6.883333,16.497147,-9.613814,,
688,31.9,19.507385,12.392615,,
689,18.333334,11.134079,7.199255,,
690,25.066668,84.63661,-59.569942,,
691,24.183332,12.188873,11.994459,,
692,8.983334,23.657429,-14.674095,,
693,6.05,25.613956,-19.563956,,
694,11.216666,40.884342,-29.667676,,
695,5.233333,26.863668,-21.630335,,
696,14.65,28.254269,-13.604269,,
697,13.666667,7.849489,5.817178,,
698,11.983334,18.319353,-6.336019,,
699,48.166668,51.785934,-3.619266,,
700,9.45,21.276669,-11.826669,,
701,14.883333,35.78719,-20.903857,,
702,20.183332,23.962116,-3.778784,,
703,4.95,28.829205,-23.879205,,
704,15.183333,45.8485,-30.665167,,
705,10.7,8.781591,1.918409,,
706,7.95,50.66679,-42.71679,,
707,7.016667,31.727581,-24.710914,,
708,28.566668,48.145737,-19.579069,,
709,37.416668,45.989624,-8.572956,,
710,11.766666,23.222374,-11.455708,,
711,31.216667,9.125622,22.091045,,
712,48.85,5.243904,43.606096,,
713,37.65,3.3377075,34.3122925,,
714,13.183333,24.724005,-11.540672,,
715,4.7833333,16.763092,-11.9797587,,
716,5.7,20.0794,-14.3794,,
717,16.166666,11.86861,4.298056,,
718,53.883335,32.822258,21.061077,,
719,18.033333,2,16.033333,,
720,92.55,20.382568,72.167432,,
721,20.566668,2,18.566668,,
722,8.8,66.47752,-57.67752,,
723,32,20.628754,11.371246,,
724,10.8,17.464054,-6.664054,,
