2013-10-08T00:00:11Z,4123,105,[116.461617;39.939087],0.2073958170023084,63.349999999999994
2013-10-08T00:00:43Z,4123,105,[116.461502;39.934486],0.7191498449291787,56.825
2013-10-08T00:01:11Z,4123,105,[116.461937;39.936481],0.9698303970087612,62.8325
2013-10-08T00:01:28Z,4123,105,[116.461823;39.938644],1.210556177182578,63.349999999999994
2013-10-08T00:01:38Z,4123,105,[116.46183;39.940594],1.4274004808001093,50.3525
2013-10-08T00:01:50Z,4123,105,[116.461853;39.942646],1.655594970858205,60.4025
2013-10-08T00:02:12Z,4123,105,[116.4618;39.946381],2.070958218584452,61.2375
2013-10-08T00:02:47Z,4123,105,[116.461662;39.952145],2.712173307063697,60.73
2013-10-08T00:03:07Z,4123,105,[116.459755;39.954388],3.0143955838994705,49.662499999999994
2013-10-08T00:03:18Z,4123,105,[116.457916;39.955616],3.2222921339136805,58.485
2013-10-08T00:03:29Z,4123,105,[116.456024;39.956886],3.4366615038557007,60.845000000000006
2013-10-08T00:04:13Z,4123,105,[116.44838;39.961929],4.296310826195172,58.1525
2013-10-08T00:04:45Z,4123,105,[116.443245;39.965462],4.8844807827053796,59.0675
2013-10-08T00:05:08Z,4123,105,[116.4425133862627;39.96413847739626],5.261856477149824,52.3975
2013-10-08T16:00:00Z,4123,117,[116.267342;39.850098],0.0,29.735
2013-10-08T16:00:45Z,4123,117,[116.26722;39.851948],0.2061544987238648,13.5
2013-10-08T16:02:13Z,4123,117,[116.267136;39.854031],0.4389573644442712,36.8275
2013-10-08T16:03:08Z,4123,117,[116.266579;39.856102],0.6743842881958398,20.98
2013-10-08T16:03:29Z,4123,117,[116.26593;39.857853],0.8768267304966103,34.487500000000004
2013-10-08T16:04:36Z,4123,117,[116.264565;39.863632],1.5301612940378568,18.3525
2013-10-08T16:05:09Z,4123,117,[116.264549;39.865849],1.7771191065650684,26.605
2013-10-08T16:06:03Z,4123,117,[116.265045;39.868874],2.1191574321208417,49.1875
2013-10-08T16:06:15Z,4123,117,[116.267273;39.869942],2.3433537789110543,56.46
2013-10-08T16:06:36Z,4123,117,[116.271896;39.872204],2.8112697801145177,66.6275
2013-10-08T16:06:47Z,4123,117,[116.274254;39.873344],3.0491135667189235,66.6275
2013-10-08T16:06:57Z,4123,117,[116.276619;39.87447],3.286633725670695,62.61749999999999
2013-10-08T16:07:08Z,4123,117,[116.27919;39.875744],3.547808618849402,57.5625
2013-10-08T16:07:18Z,4123,117,[116.281517;39.876743],3.775354909548597,63.46000000000001
2013-10-08T16:08:08Z,4123,117,[116.28152688327685;39.87668598083433],4.6567437984374855,37.57000000000001
2013-10-08T23:00:00Z,4123,126,[116.393478;39.949192],0.0,55.9575
2013-10-08T23:00:39Z,4123,126,[116.388443;39.949028],0.4296613015511934,58.6875
2013-10-08T23:01:12Z,4123,126,[116.381462;39.948967],1.0248252137068306,56.9225
2013-10-08T23:02:04Z,4123,126,[116.369354;39.948097],2.0615523246275576,62.162499999999994
2013-10-08T23:02:15Z,4123,126,[116.36721;39.947247],2.2673239848129128,59.28
2013-10-08T23:02:37Z,4123,126,[116.362686;39.945683],2.690405575513382,58.565000000000005
2013-10-08T23:02:48Z,4123,126,[116.360374;39.94503],2.9004623412257926,57.94
2013-10-08T23:03:10Z,4123,126,[116.356209;39.943802],3.2809300285210927,48.31
2013-10-08T23:03:32Z,4123,126,[116.355415;39.940731],3.642189962201904,48.73
2013-10-08T23:03:43Z,4123,126,[116.355515;39.93866],3.872646631559917,56.3475
2013-10-08T23:03:55Z,4123,126,[116.355598;39.936642],4.09716339541284,56.2525
2013-10-08T23:04:27Z,4123,126,[116.355659;39.932541],4.553231579300204,46.5075
2013-10-08T23:05:22Z,4123,126,[116.356049;39.936199],4.972353224483998,56.2525
2013-10-08T23:06:50Z,4123,126,[116.358635;39.938004],5.323516677604885,18.9675
2013-10-08T23:07:57Z,4123,126,[116.35863913075;39.93791512265132],5.676522927604885,38.5025
2013-10-08T19:00:00Z,4124,138,[116.438904;39.959709],0.0,17.8475
2013-10-08T19:00:36Z,4124,138,[116.435471;39.959663],0.2926864786679556,15.415
2013-10-08T19:01:48Z,4124,138,[116.432976;39.959637],0.5173166498339642,13.114999999999998
2013-10-08T19:02:11Z,4124,138,[116.429497;39.959579],0.8139224083885419,25.435
2013-10-08T19:02:47Z,4124,138,[116.425797;39.959442],1.1296635755257805,26.3625
2013-10-08T19:03:21Z,4124,138,[116.423386;39.959312],1.3371627263171522,19.945
2013-10-08T19:03:48Z,4124,138,[116.420166;39.959274],1.6120781326780116,28.4075
2013-10-08T19:04:21Z,4124,138,[116.418404;39.961342],1.886740279118412,19.807499999999997
2013-10-08T19:05:20Z,4124,138,[116.418221;39.964748],2.2658590027874284,23.5575
2013-10-08T19:05:48Z,4124,138,[116.418098;39.968174],2.646994748944836,39.035
2013-10-08T19:09:00Z,4124,138,[116.415428;39.969421],2.9664596410305077,30.73
2013-10-08T19:09:36Z,4124,138,[116.411057;39.969017],3.342227573437988,32.625
2013-10-08T19:10:11Z,4124,138,[116.40461;39.968941],3.891740223936033,31.795
2013-10-08T19:10:35Z,4124,138,[116.400848;39.968857],4.2125236566828415,30.2275
2013-10-08T19:10:58Z,4124,138,[116.40141592838694;39.968858728959276],4.405643795571731,31.415
2013-10-08T21:00:00Z,4124,141,[116.472702;39.908451],0.0,44.5775
2013-10-08T21:00:56Z,4124,141,[116.469948;39.908527],0.2375049836168488,49.0125
2013-10-08T21:01:31Z,4124,141,[116.467163;39.908546],0.475128557432671,49.6425
2013-10-08T21:01:57Z,4124,141,[116.463776;39.908592],0.7640831293474519,47.605
2013-10-08T21:02:57Z,4124,141,[116.461296;39.908478],0.9819338346376107,36.5425
2013-10-08T21:03:32Z,4124,141,[116.461311;39.905582],1.3039767481470943,43.2775
2013-10-08T21:04:57Z,4124,141,[116.461281;39.902477],1.6570356652007117,48.6175
2013-10-08T21:05:31Z,4124,141,[116.46122;39.899921],1.9414925647115149,42.345
2013-10-08T21:05:57Z,4124,141,[116.461365;39.898087],2.145811448758208,43.7025
2013-10-08T21:06:31Z,4124,141,[116.461281;39.894367],2.559544163123876,31.3075
2013-10-08T21:06:57Z,4124,141,[116.461342;39.89019],3.024063179100092,42.3575
2013-10-08T21:07:21Z,4124,141,[116.461212;39.88623],3.4645619299649613,39.6325
2013-10-08T21:07:57Z,4124,141,[116.461136;39.880604],4.0902233236240795,54.099999999999994
2013-10-08T21:08:30Z,4124,141,[116.461052;39.875183],4.693090823398881,57.1125
2013-10-08T21:08:44Z,4124,141,[116.46162201717146;39.87518100257794],4.915194990065548,46.772499999999994
2013-10-08T08:00:00Z,4125,145,[116.425163;40.002159],0.0,9.265
2013-10-08T08:02:25Z,4125,145,[116.424934;40.000515],0.21581378891559,13.73
2013-10-08T08:03:41Z,4125,145,[116.424423;39.99852],0.4418944103649449,17.38
2013-10-08T08:06:53Z,4125,145,[116.424187;39.996075],0.7163436837787244,32.35
2013-10-08T08:10:17Z,4125,145,[116.424042;39.994396],0.9221355314426474,32.35
2013-10-08T08:14:17Z,4125,145,[116.423965;39.991669],1.2984765216052268,13.06
2013-10-08T08:17:17Z,4125,145,[116.423988;39.989441],1.5569082655577593,29.225
2013-10-08T08:21:04Z,4125,145,[116.430122;39.98885],2.151579863660381,36.834999999999994
2013-10-08T08:21:25Z,4125,145,[116.432961;39.988899],2.393522993097362,35.7275
2013-10-08T08:22:25Z,4125,145,[116.439888;39.98785],2.995121180653834,33.85
2013-10-08T08:23:17Z,4125,145,[116.44529;39.986179],3.4958995912732784,45.0275
2013-10-08T08:24:05Z,4125,145,[116.450478;39.983551],4.029385810150476,50.7925
2013-10-08T08:24:24Z,4125,145,[116.452477;39.982265],4.251788019098687,47.36
2013-10-08T08:26:25Z,4125,145,[116.454346;39.980972],4.4705358907108135,39.2725
2013-10-08T08:26:53Z,4125,145,[116.45328398042942;39.980969492423874],4.7759886684885915,54.2475
2013-10-08T10:00:00Z,4125,148,[116.411774;39.933418],0.0,32.69
2013-10-08T10:00:37Z,4125,148,[116.409103;39.933479],0.227870535295658,19.26
2013-10-08T10:02:36Z,4125,148,[116.406174;39.933502],0.4789743245681402,22.415
2013-10-08T10:04:34Z,4125,148,[116.398102;39.933548],1.1738983053172949,40.022499999999994
2013-10-08T10:05:36Z,4125,148,[116.39222;39.933495],1.6782779550112568,25.53
2013-10-08T10:06:25Z,4125,148,[116.389427;39.933376],1.9194124067934035,34.825
2013-10-08T10:06:48Z,4125,148,[116.385536;39.933205],2.2517372991686084,37.385000000000005
2013-10-08T10:07:10Z,4125,148,[116.381607;39.933052],2.5871904598774487,24.5975
2013-10-08T10:09:48Z,4125,148,[116.379684;39.931728],2.8579717613366604,22.8325
2013-10-08T10:10:10Z,4125,148,[116.379784;39.929028],3.1586129324919643,26.7025
2013-10-08T10:12:01Z,4125,148,[116.379677;39.930927],3.5582866301289227,22.8325
2013-10-08T10:13:10Z,4125,148,[116.380219;39.932785],3.7718573794636057,14.6525
2013-10-08T10:13:48Z,4125,148,[116.379883;39.935032],4.023371717987288,16.6
2013-10-08T10:14:49Z,4125,148,[116.379585;39.937317],4.284730428282816,32.03
2013-10-08T10:15:24Z,4125,148,[116.37958633962072;39.93449830876974],4.5961332060605935,25.925
2013-10-08T16:30:00Z,4125,153,[116.430466;39.924332],0.0,23.82
2013-10-08T16:31:00Z,4125,153,[116.433304;39.924217],0.2423619945191529,29.4625
2013-10-08T16:32:12Z,4125,153,[116.43425;39.922199],0.5062411565883449,30.3675
2013-10-08T16:32:48Z,4125,153,[116.434677;39.920132],0.7389920851698548,31.695
2013-10-08T16:34:00Z,4125,153,[116.434807;39.916401],1.1542215201329615,32.192499999999995
2013-10-08T16:34:47Z,4125,153,[116.434959;39.914143],1.4057023326505669,30.9175
2013-10-08T16:35:36Z,4125,153,[116.43541;39.911747],1.6752431156234917,28.1625
2013-10-08T16:36:12Z,4125,153,[116.43573;39.908844],1.999311360424212,39.6525
2013-10-08T16:36:47Z,4125,153,[116.436111;39.904366],2.498332405754872,45.825
2013-10-08T16:38:00Z,4125,153,[116.443779;39.897858],3.514132349498837,49.655
2013-10-08T16:38:24Z,4125,153,[116.444038;39.894489],3.8897071075887752,42.22
2013-10-08T16:39:00Z,4125,153,[116.444565;39.89027],4.3610171225423615,54.775000000000006
2013-10-08T16:39:24Z,4125,153,[116.444992;39.886906],4.7368699477650855,53.995
2013-10-08T16:39:47Z,4125,153,[116.445358;39.883606],5.1051623502715895,50.605
2013-10-08T16:40:11Z,4125,153,[116.4453540463389;39.883255057393534],5.4425290169382565,51.2375
2013-10-08T06:30:00Z,4127,166,[116.19899;39.947796],0.0,22.86
2013-10-08T06:30:25Z,4127,166,[116.200127;39.946201],0.2021449567633754,33.8775
2013-10-08T06:31:25Z,4127,166,[116.200386;39.942093],0.6595204922716664,25.5975
2013-10-08T06:32:01Z,4127,166,[116.202477;39.940575],1.0112213830264971,35.0975
2013-10-08T06:34:01Z,4127,166,[116.205002;39.940586],1.2266210258070127,33.8025
2013-10-08T06:34:37Z,4127,166,[116.207275;39.941265],1.4673212566569982,25.4075
2013-10-08T06:36:01Z,4127,166,[116.210136;39.941269],1.7112516635683197,25.2125
2013-10-08T06:36:49Z,4127,166,[116.211754;39.940357],2.06386998044513,70.77
2013-10-08T06:37:10Z,4127,166,[116.211876;39.935822],2.568277347581212,78.2775
2013-10-08T06:37:23Z,4127,166,[116.21199;39.933075],2.8739032724498403,74.42750000000001
2013-10-08T06:37:34Z,4127,166,[116.212051;39.930695],3.1386146314515013,78.465
2013-10-08T06:37:44Z,4127,166,[116.212105;39.928112],3.4258857522541977,73.8325
2013-10-08T06:38:05Z,4127,166,[116.211975;39.923279],3.9634383122230568,59.81
2013-10-08T06:38:16Z,4127,166,[116.211807;39.92078],4.241700674990201,67.95
2013-10-08T06:38:52Z,4127,166,[116.25393196348014;39.92078611084011],4.921200674990201,73.86
2013-10-08T11:15:00Z,4127,174,[116.352585;39.909069],0.0,31.827499999999997
2013-10-08T11:15:49Z,4127,174,[116.348236;39.90731],0.4193795674615987,57.56
2013-10-08T11:16:37Z,4127,174,[116.346352;39.909016],0.6680080487025666,57.56
2013-10-08T11:17:01Z,4127,174,[116.346352;39.911594],0.9546895037991856,23.24
2013-10-08T11:17:25Z,4127,174,[116.346535;39.91367],1.1866476324972148,27.667499999999997
2013-10-08T11:18:03Z,4127,174,[116.345085;39.915844],1.4899296026686866,40.655
2013-10-08T11:18:37Z,4127,174,[116.344948;39.917931],1.7223016901936448,22.585
2013-10-08T11:19:24Z,4127,174,[116.344719;39.921612],2.132101121595565,19.8375
2013-10-08T11:21:37Z,4127,174,[116.343994;39.928295],2.8786135175853813,24.2675
2013-10-08T11:22:00Z,4127,174,[116.343903;39.93079],3.1561704687381944,22.1325
2013-10-08T11:22:48Z,4127,174,[116.343994;39.935638],3.6954757127675455,53.50749999999999
2013-10-08T11:23:00Z,4127,174,[116.342888;39.937469],3.919864248316864,28.3425
2013-10-08T11:23:36Z,4127,174,[116.342659;39.94363],4.605256599076758,69.125
2013-10-08T11:23:48Z,4127,174,[116.342682;39.945873],4.854689912064308,63.08
2013-10-08T11:24:00Z,4127,174,[116.34165109726175;39.94642833220256],4.982548245397641,38.3575
2013-10-08T14:45:00Z,4129,186,[116.286186;39.828526],0.0,18.645
2013-10-08T14:45:54Z,4129,186,[116.289299;39.827488],0.2898263640473885,26.1275
2013-10-08T14:47:44Z,4129,186,[116.290154;39.830425],0.62732707038113,34.214999999999996
2013-10-08T14:48:37Z,4129,186,[116.299286;39.83054],1.407273830443682,60.955
2013-10-08T14:49:31Z,4129,186,[116.31147;39.830528],2.4477462969435013,42.59
2013-10-08T14:49:53Z,4129,186,[116.317039;39.830521],2.9233204078379686,63.17
2013-10-08T14:50:47Z,4129,186,[116.327995;39.830559],3.858934511642272,63.00750000000001
2013-10-08T14:51:40Z,4129,186,[116.340103;39.830814],4.893302447927739,52.97
2013-10-08T14:52:33Z,4129,186,[116.352417;39.831028],5.945138919530799,58.5
2013-10-08T14:53:26Z,4129,186,[116.364807;39.831085],7.003213158383262,62.05
2013-10-08T14:54:20Z,4129,186,[116.376846;39.831448],8.032083466898559,62.377500000000005
2013-10-08T14:55:15Z,4129,186,[116.386726;39.83176],8.87650134024679,51.0475
2013-10-08T14:56:08Z,4129,186,[116.390694;39.831844],9.215477336673151,60.895
2013-10-08T14:57:02Z,4129,186,[116.398666;39.832092],9.896802819418864,45.6475
2013-10-08T14:58:19Z,4129,186,[116.39786495435888;39.83133703814594],10.87315212497442,42.44
2013-10-08T18:15:00Z,4129,192,[116.420616;39.884583],0.0,24.015
2013-10-08T18:15:54Z,4129,192,[116.420914;39.881233],0.3733928620052462,22.645
2013-10-08T18:17:43Z,4129,192,[116.427544;39.881031],0.9420624020432746,23.0875
2013-10-08T18:18:38Z,4129,192,[116.433952;39.881165],1.489083502065126,22.955
2013-10-08T18:19:31Z,4129,192,[116.437775;39.877659],1.9974465095555187,29.29
2013-10-08T18:21:25Z,4129,192,[116.439629;39.87392],2.4423169843923613,19.5075
2013-10-08T18:22:12Z,4129,192,[116.438194;39.870884],2.801452500579905,48.98
2013-10-08T18:23:51Z,4129,192,[116.420952;39.871243],4.2735322061131535,34.2125
2013-10-08T18:24:46Z,4129,192,[116.411957;39.872238],5.049145930422127,31.545
2013-10-08T18:25:39Z,4129,192,[116.401459;39.871883],5.945966045496615,32.5475
2013-10-08T18:27:18Z,4129,192,[116.381287;39.87085],7.671389020761298,54.3275
2013-10-08T18:28:13Z,4129,192,[116.3703;39.87001],8.613736814028439,36.857499999999995
2013-10-08T18:29:54Z,4129,192,[116.352158;39.86861],10.169933068547962,46.22749999999999
2013-10-08T18:30:48Z,4129,192,[116.34938;39.874477],10.86409777608132,44.3
2013-10-08T18:31:41Z,4129,192,[116.34938761889129;39.8751696149032],11.516292220525763,46.485
2013-10-08T13:45:00Z,4131,215,[116.279526;39.961441],0.0,32.129999999999995
2013-10-08T13:45:23Z,4131,215,[116.276863;39.961418],0.2281810535020756,60.8
2013-10-08T13:47:11Z,4131,215,[116.275497;39.957077],0.7247512027749756,58.120000000000005
2013-10-08T13:47:23Z,4131,215,[116.275719;39.955242],0.929682040042748,51.1675
2013-10-08T13:48:35Z,4131,215,[116.274185;39.942261],2.3791038877738417,57.305
2013-10-08T13:48:59Z,4131,215,[116.274193;39.937992],2.8538248013144916,62.9275
2013-10-08T13:49:12Z,4131,215,[116.274353;39.935814],3.096406200786655,65.09
2013-10-08T13:49:21Z,4131,215,[116.274582;39.934006],3.2984049808111195,51.835
2013-10-08T13:49:59Z,4131,215,[116.275215;39.927433],4.031324638304602,57.6675
2013-10-08T13:50:11Z,4131,215,[116.275215;39.925304],4.268073240248619,57.47
2013-10-08T13:50:23Z,4131,215,[116.275146;39.923256],4.495890503454142,58.45249999999999
2013-10-08T13:50:36Z,4131,215,[116.275101;39.921268],4.7169929619536015,56.61
2013-10-08T13:50:59Z,4131,215,[116.27478;39.917046],5.187284418135426,51.71000000000001
2013-10-08T13:51:11Z,4131,215,[116.274384;39.914906],5.427641099270984,58.7325
2013-10-08T13:51:47Z,4131,215,[116.27437711334761;39.91641676141409],6.014966099270984,33.7475
2013-10-08T05:30:00Z,4132,234,[116.33535;39.955009],0.0,46.205
2013-10-08T05:30:20Z,4132,234,[116.335426;39.953022],0.2220721163514354,35.394999999999996
2013-10-08T05:30:44Z,4132,234,[116.336288;39.951092],0.4538544014198864,29.8425
2013-10-08T05:31:08Z,4132,234,[116.339363;39.94854],0.8452547657659613,31.26
2013-10-08T05:32:08Z,4132,234,[116.342537;39.946793],1.1784750945466955,37.755
2013-10-08T05:32:20Z,4132,234,[116.344719;39.945969],1.3858390082433576,54.489999999999995
2013-10-08T05:32:32Z,4132,234,[116.346962;39.945217],1.594547571620665,44.1325
2013-10-08T05:32:43Z,4132,234,[116.349174;39.944466],1.8007942547927067,29.705
2013-10-08T05:33:00Z,4132,234,[116.35154;39.942982],2.0729035139179817,33.427499999999995
2013-10-08T05:33:31Z,4132,234,[116.351906;39.940601],2.339827184394435,49.709999999999994
2013-10-08T05:34:43Z,4132,234,[116.35524;39.940269],2.656154660655829,56.61000000000001
2013-10-08T05:35:08Z,4132,234,[116.355888;39.939667],2.856608243559935,63.51749999999999
2013-10-08T05:35:31Z,4132,234,[116.355995;39.942276],3.1468770950225977,56.61000000000001
2013-10-08T05:35:55Z,4132,234,[116.358894;39.94442],3.503867463720331,61.1025
2013-10-08T05:36:20Z,4132,234,[116.35889865077073;39.94475936149945],3.9281903803869977,69.1025
2013-10-08T06:15:00Z,4132,235,[116.469589;39.921463],0.0,37.72
2013-10-08T06:16:32Z,4132,235,[116.468369;39.923332],0.2732729754578086,37.48
2013-10-08T06:16:56Z,4132,235,[116.464485;39.923393],0.6045739956972092,40.822500000000005
2013-10-08T06:17:56Z,4132,235,[116.461784;39.923573],0.8358044887615018,53.565000000000005
2013-10-08T06:18:20Z,4132,235,[116.461754;39.925648],1.0665806372131026,61.565
2013-10-08T06:18:44Z,4132,235,[116.462067;39.928783],1.4179687198943616,52.1575
2013-10-08T06:18:56Z,4132,235,[116.461945;39.930641],1.6248433848413206,65.14750000000001
2013-10-08T06:19:08Z,4132,235,[116.461845;39.932621],1.8451879763532224,49.22
2013-10-08T06:19:32Z,4132,235,[116.461777;39.936928],2.324169162762354,66.9425
2013-10-08T06:19:44Z,4132,235,[116.461769;39.938942],2.548130598058766,64.5675
2013-10-08T06:19:56Z,4132,235,[116.461769;39.940945],2.7708677749932016,60.2875
2013-10-08T06:20:57Z,4132,235,[116.461784;39.950527],3.836407779036982,62.325
2013-10-08T06:21:44Z,4132,235,[116.456154;39.956978],4.715387529369576,58.025000000000006
2013-10-08T06:22:20Z,4132,235,[116.459404;39.962296],5.3684249790706495,77.07500000000002
2013-10-08T06:22:56Z,4132,235,[116.45941096329182;39.961672686501835],6.13917497907065,86.69000000000001
2013-10-08T07:30:00Z,4134,258,[116.387962;39.876194],0.0,20.26
2013-10-08T07:32:32Z,4134,258,[116.389763;39.876358],0.2273668999460569,35.792500000000004
2013-10-08T07:35:05Z,4134,258,[116.387604;39.876926],0.4667847790037334,20.26
2013-10-08T07:39:08Z,4134,258,[116.387184;39.878971],0.7000516400501438,11.425
2013-10-08T07:39:30Z,4134,258,[116.38443;39.878941],0.9350915633351146,38.6125
2013-10-08T07:40:25Z,4134,258,[116.380508;39.878853],1.2699239580557613,26.625
2013-10-08T07:42:17Z,4134,258,[116.375488;39.87867],1.6990182793246589,22.297499999999996
2013-10-08T07:43:32Z,4134,258,[116.374527;39.88084],1.9586694127723057,43.5425
2013-10-08T07:44:04Z,4134,258,[116.374527;39.882954],2.193749987929265,15.947499999999998
2013-10-08T07:46:39Z,4134,258,[116.374496;39.884968],2.4177737676192668,38.4975
2013-10-08T07:51:35Z,4134,258,[116.374489;39.886993],2.642997695909832,28.305
2013-10-08T07:57:17Z,4134,258,[116.374626;39.889248],2.8943482007325407,17.795
2013-10-08T07:57:39Z,4134,258,[116.374489;39.892109],3.2127111715041883,46.8025
2013-10-08T07:58:11Z,4134,258,[116.374527;39.894966],3.5304312154637887,21.7925
2013-10-08T08:03:52Z,4134,258,[116.37454125245985;39.89538260951946],5.594665243241566,20.5775
2013-10-08T16:15:00Z,4134,271,[116.462334;39.905334],0.0,31.957499999999996
2013-10-08T16:15:52Z,4134,271,[116.462463;39.907253],0.2136797547923118,30.6625
2013-10-08T16:16:59Z,4134,271,[116.461281;39.906689],0.4677140737188038,31.957499999999996
2013-10-08T16:17:20Z,4134,271,[116.461205;39.904808],0.6769850760360913,45.2175
2013-10-08T16:17:41Z,4134,271,[116.461258;39.902557],0.9273608147834252,45.537499999999994
2013-10-08T16:18:04Z,4134,271,[116.461182;39.900261],1.1827624200917042,42.4575
2013-10-08T16:18:25Z,4134,271,[116.461334;39.898205],1.4118995490254145,39.879999999999995
2013-10-08T16:18:48Z,4134,271,[116.461258;39.895916],1.6665230039256655,36.285
2013-10-08T16:19:10Z,4134,271,[116.461151;39.893764],1.906003304256572,29.0125
2013-10-08T16:19:54Z,4134,271,[116.456322;39.893551],2.3267243400943705,25.119999999999997
2013-10-08T16:20:16Z,4134,271,[116.453171;39.893536],2.595567075817336,23.6975
2013-10-08T16:21:55Z,4134,271,[116.445671;39.89373],3.235880462492041,43.9475
