real time,predict,residuals,|residual|,,,,
18.05,25.961287,-7.911287,7.911287,,,,
56.566666,28.455893,28.110773,28.110773,,,,
13.3,8.832367,4.467633,4.467633,,,,
21.733334,17.140713,4.592621,4.592621,,,,
6,19.657457,-13.657457,13.657457,,,,
9.016666,11.336159,-2.319493,2.319493,,,,
6.883333,32.700466,-25.817133,25.817133,,,,
9.783334,9.836438,-0.053104,0.053104,,,,
4.2,2.6785731,1.5214269,1.5214269,,,,
7.2833333,21.15926,-13.8759267,13.8759267,,,,
29.283333,33.256004,-3.972671,3.972671,,,,
4.266667,3.891346,0.375321,0.375321,,,,
17.2,33.00753,-15.80753,15.80753,,,,
55.016666,35.037727,19.978939,19.978939,,,,
19.533333,21.482388,-1.949055,1.949055,,,,
68.36667,70.72888,-2.36221,2.36221,,,,
62.8,86.801094,-24.001094,24.001094,,,,
5.4333334,29.732515,-24.2991816,24.2991816,,,,
8.8,11.101461,-2.301461,2.301461,,,,
15.383333,23.747293,-8.36396,8.36396,,,,
30.133333,9.1043415,21.0289915,21.0289915,,,,
20.616667,30.038483,-9.421816,9.421816,,,,
23.3,43.91836,-20.61836,20.61836,,,,
22.116667,23.882593,-1.765926,1.765926,,,,
39.233334,100.492676,-61.259342,61.259342,,,,
29.933332,41.645977,-11.712645,11.712645,,,,
48.1,30.021727,18.078273,18.078273,,,,
14.2,9.6087055,4.5912945,4.5912945,,,,
10.933333,22.05874,-11.125407,11.125407,,,,
22.35,39.958763,-17.608763,17.608763,,,,
12.4,30.391335,-17.991335,17.991335,,,,
10.983334,5.9510937,5.0322403,5.0322403,,,,
11.666667,30.872257,-19.20559,19.20559,,,,
30.8,27.563755,3.236245,3.236245,,,,
5.8166666,14.151674,-8.3350074,8.3350074,,,,
4.1833334,3.6197183,0.5636151,0.5636151,,,,
19.766666,19.31622,0.450446,0.450446,,,,
21.233334,18.901028,2.332306,2.332306,,,,
9.116667,15.205008,-6.088341,6.088341,,,,
17.2,13.7603245,3.4396755,3.4396755,,,,
7.15,22.806442,-15.656442,15.656442,,,,
11.916667,9.149099,2.767568,2.767568,,,,
14,7.8750896,6.1249104,6.1249104,,,,
7.5833335,13.415611,-5.8322775,5.8322775,,,,
20.2,19.367054,0.832946,0.832946,,,,
3.8,27.43715,-23.63715,23.63715,,,,
12.45,14.864051,-2.414051,2.414051,,,,
10.45,33.712387,-23.262387,23.262387,,,,
8.316667,18.659878,-10.343211,10.343211,,,,
17.016666,41.68379,-24.667124,24.667124,,,,
14.666667,28.423214,-13.756547,13.756547,,,,
5.516667,8.391901,-2.875234,2.875234,,,,
6.983333,13.916566,-6.933233,6.933233,,,,
15.4,13.726372,1.673628,1.673628,,,,
36.183334,41.202038,-5.018704,5.018704,,,,
15.333333,39.275867,-23.942534,23.942534,,,,
39.433334,52.02667,-12.593336,12.593336,,,,
20.166666,29.07021,-8.903544,8.903544,,,,
7.983333,6.4351673,1.5481657,1.5481657,,,,
30.433332,30.864368,-0.431036,0.431036,,,,
13.883333,19.795027,-5.911694,5.911694,,,,
4.6833334,17.610783,-12.9274496,12.9274496,,,,
11.433333,23.451328,-12.017995,12.017995,,,,
9.7,16.344215,-6.644215,6.644215,,,,
4.15,11.064688,-6.914688,6.914688,,,,
15.966666,50.193512,-34.226846,34.226846,,,,
24.466667,19.162758,5.303909,5.303909,,,,
23.633333,13.080587,10.552746,10.552746,,,,
3.4,12.756601,-9.356601,9.356601,,,,
8.6,31.830038,-23.230038,23.230038,,,,
18.133333,23.473225,-5.339892,5.339892,,,,
12.3,45.54635,-33.24635,33.24635,,,,
62.766666,13.552454,49.214212,49.214212,,,,
32.966667,43.583187,-10.61652,10.61652,,,,
4.2,5.5712247,-1.3712247,1.3712247,,,,
33.033333,55.80766,-22.774327,22.774327,,,,
7.866667,10.953444,-3.086777,3.086777,,,,
13.533334,10.938909,2.594425,2.594425,,,,
5.116667,14.751799,-9.635132,9.635132,,,,
4.6666665,10.357343,-5.6906765,5.6906765,,,,
33.383335,37.726208,-4.342873,4.342873,,,,
10.7,15.359793,-4.659793,4.659793,,,,
12.65,14.517357,-1.867357,1.867357,,,,
14.333333,16.080036,-1.746703,1.746703,,,,
8.783334,22.38855,-13.605216,13.605216,,,,
9.95,10.099907,-0.149907,0.149907,,,,
22.95,41.05166,-18.10166,18.10166,,,,
24,29.79086,-5.79086,5.79086,,,,
8,27.567913,-19.567913,19.567913,,,,
13.2,15.101986,-1.901986,1.901986,,,,
7.983333,8.654304,-0.670971,0.670971,,,,
9.483334,6.4398117,3.0435223,3.0435223,,,,
7.983333,32.591553,-24.60822,24.60822,,,,
34.383335,43.657707,-9.274372,9.274372,,,,
17,46.11274,-29.11274,29.11274,,,,
6.5833335,5.540575,1.0427585,1.0427585,,,,
44.583332,38.83988,5.743452,5.743452,,,,
13.033334,15.135562,-2.102228,2.102228,,,,
13.616667,19.395657,-5.77899,5.77899,,,,
26.516666,50.801178,-24.284512,24.284512,,,,
12.566667,29.267618,-16.700951,16.700951,,,,
51.6,39.286194,12.313806,12.313806,,,,
11.383333,10.423441,0.959892,0.959892,,,,
41.35,32.201828,9.148172,9.148172,,,,
9.55,26.358448,-16.808448,16.808448,,,,
6.7,11.969767,-5.269767,5.269767,,,,
91.51667,88.49521,3.02146,3.02146,,,,
10.983334,16.544458,-5.561124,5.561124,,,,
10.283334,33.06071,-22.777376,22.777376,,,,
26.333334,25.007397,1.325937,1.325937,,,,
12.6,1.6344401,10.9655599,10.9655599,,,,
19.166666,58.420822,-39.254156,39.254156,,,,
40.716667,30.349636,10.367031,10.367031,,,,
7.983333,22.111782,-14.128449,14.128449,,,,
15.016666,15.513048,-0.496382,0.496382,,,,
20.166666,20.667904,-0.501238,0.501238,,,,
27.233334,30.464333,-3.230999,3.230999,,,,
13.4,12.267722,1.132278,1.132278,,,,
64.833336,37.91481,26.918526,26.918526,,,,
15.75,19.533598,-3.783598,3.783598,,,,
3.9833333,20.383205,-16.3998717,16.3998717,,,,
20.333334,9.072616,11.260718,11.260718,,,,
32.75,30.380993,2.369007,2.369007,,,,
5,3.9042444,1.0957556,1.0957556,,,,
21.6,29.782932,-8.182932,8.182932,,,,
12,25.111904,-13.111904,13.111904,,,,
6.4,9.227432,-2.827432,2.827432,,,,
58.916668,61.58912,-2.672452,2.672452,,,,
7.45,19.439272,-11.989272,11.989272,,,,
28.5,59.03495,-30.53495,30.53495,,,,
10,10.837681,-0.837681,0.837681,,,,
3.4166667,8.304428,-4.8877613,4.8877613,,,,
18.6,18.081497,0.518503,0.518503,,,,
13.266666,20.216757,-6.950091,6.950091,,,,
32,69.940605,-37.940605,37.940605,,,,
11.916667,18.852638,-6.935971,6.935971,,,,
21.883333,15.676083,6.20725,6.20725,,,,
5.883333,15.481241,-9.597908,9.597908,,,,
26.883333,65.56549,-38.682157,38.682157,,,,
39.783333,32.12877,7.654563,7.654563,,,,
9.883333,16.236248,-6.352915,6.352915,,,,
8.8,19.901749,-11.101749,11.101749,,,,
3.7833333,6.5605087,-2.7771754,2.7771754,,,,
14.5,34.314594,-19.814594,19.814594,,,,
5.95,12.801361,-6.851361,6.851361,,,,
4.2166667,8.1212435,-3.9045768,3.9045768,,,,
12.533334,22.173336,-9.640002,9.640002,,,,
12.983334,14.58138,-1.598046,1.598046,,,,
16.283333,11.439499,4.843834,4.843834,,,,
9.7,9.733467,-0.033467,0.033467,,,,
14.533334,10.427426,4.105908,4.105908,,,,
9.366667,15.06122,-5.694553,5.694553,,,,
30.933332,46.77468,-15.841348,15.841348,,,,
27.116667,25.722641,1.394026,1.394026,,,,
69.166664,96.81502,-27.648356,27.648356,,,,
40.533333,37.729313,2.80402,2.80402,,,,
6.4,14.168583,-7.768583,7.768583,,,,
8.983334,7.775324,1.20801,1.20801,,,,
8.383333,10.765018,-2.381685,2.381685,,,,
13.25,12.385094,0.864906,0.864906,,,,
6.6,11.151146,-4.551146,4.551146,,,,
11,17.82754,-6.82754,6.82754,,,,
30.166666,28.625948,1.540718,1.540718,,,,
23.783333,19.90813,3.875203,3.875203,,,,
11.183333,17.865076,-6.681743,6.681743,,,,
10.8,9.468853,1.331147,1.331147,,,,
4.4666667,10.352867,-5.8862003,5.8862003,,,,
15.45,11.903494,3.546506,3.546506,,,,
10.683333,18.862335,-8.179002,8.179002,,,,
8.983334,14.129008,-5.145674,5.145674,,,,
12.8,11.060431,1.739569,1.739569,,,,
9.5,5.4449863,4.0550137,4.0550137,,,,
27.566668,21.310959,6.255709,6.255709,,,,
27.15,15.287739,11.862261,11.862261,,,,
11.016666,20.814829,-9.798163,9.798163,,,,
16,42.020332,-26.020332,26.020332,,,,
7.9166665,9.847892,-1.9312255,1.9312255,,,,
7.1,17.136395,-10.036395,10.036395,,,,
6.0666666,10.87309,-4.8064234,4.8064234,,,,
29.75,31.467394,-1.717394,1.717394,,,,
5.6,15.141909,-9.541909,9.541909,,,,
28.6,38.273754,-9.673754,9.673754,,,,
8.8,14.593685,-5.793685,5.793685,,,,
21.616667,18.574244,3.042423,3.042423,,,,
7.133333,33.617844,-26.484511,26.484511,,,,
30.8,30.014086,0.785914,0.785914,,,,
20.333334,25.26398,-4.930646,4.930646,,,,
46.3,39.02692,7.27308,7.27308,,,,
11.783334,12.666637,-0.883303,0.883303,,,,
30.9,56.164963,-25.264963,25.264963,,,,
13.4,37.755882,-24.355882,24.355882,,,,
17.6,16.340958,1.259042,1.259042,,,,
6.9166665,8.522709,-1.6060425,1.6060425,,,,
17.583334,23.987091,-6.403757,6.403757,,,,
14.583333,19.836975,-5.253642,5.253642,,,,
8.566667,12.802846,-4.236179,4.236179,,,,
16.483334,18.142353,-1.659019,1.659019,,,,
7.516667,20.43412,-12.917453,12.917453,,,,
19.85,18.142206,1.707794,1.707794,,,,
6.5833335,14.621568,-8.0382345,8.0382345,,,,
13.9,33.64898,-19.74898,19.74898,,,,
7.516667,14.8940935,-7.3774265,7.3774265,,,,
12,19.949995,-7.949995,7.949995,,,,
16.683332,15.186133,1.497199,1.497199,,,,
8.266666,24.164967,-15.898301,15.898301,,,,
25.633333,32.860546,-7.227213,7.227213,,,,
33.533333,38.818344,-5.285011,5.285011,,,,
11.583333,21.040298,-9.456965,9.456965,,,,
6.0666666,4.0407605,2.0259061,2.0259061,,,,
16.5,38.659275,-22.159275,22.159275,,,,
44.7,44.82695,-0.12695,0.12695,,,,
27.6,10.866169,16.733831,16.733831,,,,
16.083334,8.382193,7.701141,7.701141,,,,
71,42.16276,28.83724,28.83724,,,,
46.866665,31.333088,15.533577,15.533577,,,,
19.483334,14.795023,4.688311,4.688311,,,,
5.6,12.985947,-7.385947,7.385947,,,,
35.566666,37.566296,-1.99963,1.99963,,,,
18.816668,52.187653,-33.370985,33.370985,,,,
18.066668,21.749908,-3.68324,3.68324,,,,
30.116667,54.3108,-24.194133,24.194133,,,,
26.016666,17.527061,8.489605,8.489605,,,,
23.25,44.268543,-21.018543,21.018543,,,,
17.733334,26.498058,-8.764724,8.764724,,,,
14.466666,22.252424,-7.785758,7.785758,,,,
14.75,15.01509,-0.26509,0.26509,,,,
9.166667,18.869799,-9.703132,9.703132,,,,
20.716667,6.7177305,13.9989365,13.9989365,,,,
9.533334,12.683281,-3.149947,3.149947,,,,
33.183334,50.99193,-17.808596,17.808596,,,,
14.933333,33.526947,-18.593614,18.593614,,,,
13.183333,47.390755,-34.207422,34.207422,,,,
32.866665,32.680527,0.186138,0.186138,,,,
6.8333335,3.6999807,3.1333528,3.1333528,,,,
11.15,11.594347,-0.444347,0.444347,,,,
22.55,22.021252,0.528748,0.528748,,,,
10.75,12.087019,-1.337019,1.337019,,,,
21.4,25.155281,-3.755281,3.755281,,,,
17.2,16.350163,0.849837,0.849837,,,,
14.516666,33.116776,-18.60011,18.60011,,,,
22.516666,39.97979,-17.463124,17.463124,,,,
5,3.5702088,1.4297912,1.4297912,,,,
8.216666,2.682215,5.534451,5.534451,,,,
29.283333,22.713724,6.569609,6.569609,,,,
14.133333,28.021801,-13.888468,13.888468,,,,
18.983334,24.15963,-5.176296,5.176296,,,,
15.416667,11.020681,4.395986,4.395986,,,,
7.116667,7.5690284,-0.4523614,0.4523614,,,,
16.466667,12.848076,3.618591,3.618591,,,,
10.216666,13.085655,-2.868989,2.868989,,,,
15.166667,10.907956,4.258711,4.258711,,,,
16.25,35.018127,-18.768127,18.768127,,,,
11,17.525463,-6.525463,6.525463,,,,
37.15,43.5972,-6.4472,6.4472,,,,
44.966667,46.365517,-1.39885,1.39885,,,,
30.4,29.75372,0.64628,0.64628,,,,
9.1,11.029091,-1.929091,1.929091,,,,
17.616667,26.784666,-9.167999,9.167999,,,,
19.133333,42.49484,-23.361507,23.361507,,,,
4.4,1.107156,3.292844,3.292844,,,,
12.566667,9.307394,3.259273,3.259273,,,,
12.6,18.66762,-6.06762,6.06762,,,,
38.1,56.475624,-18.375624,18.375624,,,,
13.2,16.05281,-2.85281,2.85281,,,,
4.9,5.1927414,-0.2927414,0.2927414,,,,
12.933333,23.770405,-10.837072,10.837072,,,,
25.133333,42.568794,-17.435461,17.435461,,,,
11.583333,18.232414,-6.649081,6.649081,,,,
24.05,32.32042,-8.27042,8.27042,,,,
43.866665,25.912807,17.953858,17.953858,,,,
10,14.614817,-4.614817,4.614817,,,,
9.716666,35.021694,-25.305028,25.305028,,,,
2.7833333,5.3008227,-2.5174894,2.5174894,,,,
7.6833334,39.14721,-31.4638766,31.4638766,,,,
17,9.823883,7.176117,7.176117,,,,
6.8333335,9.8431225,-3.009789,3.009789,,,,
41.366665,50.451492,-9.084827,9.084827,,,,
6.55,7.015495,-0.465495,0.465495,,,,
7.7,8.506227,-0.806227,0.806227,,,,
14.466666,11.831764,2.634902,2.634902,,,,
10.783334,13.4124155,-2.6290815,2.6290815,,,,
10.133333,17.397314,-7.263981,7.263981,,,,
25.483334,63.58499,-38.101656,38.101656,,,,
3.4,2.3429973,1.0570027,1.0570027,,,,
16.6,22.381115,-5.781115,5.781115,,,,
48.25,28.793892,19.456108,19.456108,,,,
4.633333,8.274662,-3.641329,3.641329,,,,
7.133333,20.530216,-13.396883,13.396883,,,,
20.3,42.656616,-22.356616,22.356616,,,,
28.866667,14.49381,14.372857,14.372857,,,,
48.516666,48.518784,-0.002118,0.002118,,,,
37.75,65.31361,-27.56361,27.56361,,,,
50.166668,40.838608,9.32806,9.32806,,,,
9.583333,22.423235,-12.839902,12.839902,,,,
4.983333,16.384813,-11.40148,11.40148,,,,
4.6,4.976916,-0.376916,0.376916,,,,
23.333334,55.493767,-32.160433,32.160433,,,,
13.116667,24.992458,-11.875791,11.875791,,,,
15.966666,14.850376,1.11629,1.11629,,,,
10.566667,6.5081115,4.0585555,4.0585555,,,,
20.3,17.956911,2.343089,2.343089,,,,
32.416668,16.593857,15.822811,15.822811,,,,
14.75,11.804565,2.945435,2.945435,,,,
14.583333,15.830887,-1.247554,1.247554,,,,
3.3,11.384313,-8.084313,8.084313,,,,
13.783334,26.638847,-12.855513,12.855513,,,,
11.033334,16.791447,-5.758113,5.758113,,,,
11.383333,7.580826,3.802507,3.802507,,,,
5.516667,12.478618,-6.961951,6.961951,,,,
116.48333,39.045692,77.437638,77.437638,,,,
11.7,18.454144,-6.754144,6.754144,,,,
19.45,40.246574,-20.796574,20.796574,,,,
12.05,20.146858,-8.096858,8.096858,,,,
4.9333334,6.1609616,-1.2276282,1.2276282,,,,
3.4166667,5.013653,-1.5969863,1.5969863,,,,
10.033334,13.721095,-3.687761,3.687761,,,,
31.466667,60.924805,-29.458138,29.458138,,,,
7.0666666,9.802256,-2.7355894,2.7355894,,,,
23.433332,22.193066,1.240266,1.240266,,,,
12.916667,14.740486,-1.823819,1.823819,,,,
40.2,60.393887,-20.193887,20.193887,,,,
15.083333,8.900646,6.182687,6.182687,,,,
15.816667,15.716623,0.100044,0.100044,,,,
4.5,2.1115165,2.3884835,2.3884835,,,,
7.9666667,9.695576,-1.7289093,1.7289093,,,,
28.783333,29.760864,-0.977531,0.977531,,,,
20.9,18.81538,2.08462,2.08462,,,,
5.8333335,12.744673,-6.9113395,6.9113395,,,,
16.75,12.396742,4.353258,4.353258,,,,
9.216666,17.4042,-8.187534,8.187534,,,,
26.05,26.127054,-0.077054,0.077054,,,,
28,37.237698,-9.237698,9.237698,,,,
5.8166666,20.19073,-14.3740634,14.3740634,,,,
4.983333,12.394041,-7.410708,7.410708,,,,
69.01667,44.131138,24.885532,24.885532,,,,
7.733333,21.317707,-13.584374,13.584374,,,,
10.616667,22.635227,-12.01856,12.01856,,,,
5.65,10.957392,-5.307392,5.307392,,,,
7.383333,26.425766,-19.042433,19.042433,,,,
4.2833333,5.9447355,-1.6614022,1.6614022,,,,
18.333334,49.880783,-31.547449,31.547449,,,,
12.833333,17.40699,-4.573657,4.573657,,,,
6.8,2.9632428,3.8367572,3.8367572,,,,
6.133333,13.544649,-7.411316,7.411316,,,,
20.633333,44.57751,-23.944177,23.944177,,,,
14.4,26.114876,-11.714876,11.714876,,,,
23.733334,34.7632,-11.029866,11.029866,,,,
9.616667,12.589956,-2.973289,2.973289,,,,
6.3,2.9296887,3.3703113,3.3703113,,,,
22.65,24.186062,-1.536062,1.536062,,,,
25.316668,37.630707,-12.314039,12.314039,,,,
7.1,14.901555,-7.801555,7.801555,,,,
8.616667,9.570414,-0.953747,0.953747,,,,
18.75,21.779928,-3.029928,3.029928,,,,
7.0666666,16.283546,-9.2168794,9.2168794,,,,
11.516666,8.243535,3.273131,3.273131,,,,
17.45,21.90881,-4.45881,4.45881,,,,
28.666666,27.240479,1.426187,1.426187,,,,
14.283334,17.34161,-3.058276,3.058276,,,,
17.683332,28.761147,-11.077815,11.077815,,,,
7.0833335,23.274769,-16.1914355,16.1914355,,,,
26.85,53.191246,-26.341246,26.341246,,,,
6.366667,7.393928,-1.027261,1.027261,,,,
13.6,5.8420286,7.7579714,7.7579714,,,,
10.4,11.434816,-1.034816,1.034816,,,,
28.716667,36.476036,-7.759369,7.759369,,,,
45.333332,72.72606,-27.392728,27.392728,,,,
16.733334,27.606405,-10.873071,10.873071,,,,
4.9666667,8.08008,-3.1134133,3.1134133,,,,
5.383333,20.889025,-15.505692,15.505692,,,,
5.366667,6.543899,-1.177232,1.177232,,,,
24.966667,61.383232,-36.416565,36.416565,,,,
20.516666,30.98377,-10.467104,10.467104,,,,
13.35,16.34347,-2.99347,2.99347,,,,
50.616665,50.26879,0.347875,0.347875,,,,
11.283334,13.330862,-2.047528,2.047528,,,,
19.783333,35.050697,-15.267364,15.267364,,,,
7.633333,12.941141,-5.307808,5.307808,,,,
10.733334,26.175339,-15.442005,15.442005,,,,
18.983334,6.702385,12.280949,12.280949,,,,
15.533334,18.488012,-2.954678,2.954678,,,,
58.783333,38.80416,19.979173,19.979173,,,,
7.7,19.61639,-11.91639,11.91639,,,,
13.516666,22.8078,-9.291134,9.291134,,,,
9.666667,21.901371,-12.234704,12.234704,,,,
13.416667,16.118305,-2.701638,2.701638,,,,
8.85,2.3411422,6.5088578,6.5088578,,,,
14.266666,27.442509,-13.175843,13.175843,,,,
27.616667,38.08165,-10.464983,10.464983,,,,
24.833334,42.081806,-17.248472,17.248472,,,,
11.766666,9.093547,2.673119,2.673119,,,,
8.2,20.615332,-12.415332,12.415332,,,,
43.583332,70.48772,-26.904388,26.904388,,,,
22.533333,60.77652,-38.243187,38.243187,,,,
22.3,15.276358,7.023642,7.023642,,,,
31.55,53.151978,-21.601978,21.601978,,,,
38.583332,70.02008,-31.436748,31.436748,,,,
10.566667,19.02074,-8.454073,8.454073,,,,
26.166666,21.393436,4.77323,4.77323,,,,
14.116667,19.95349,-5.836823,5.836823,,,,
16.016666,28.33259,-12.315924,12.315924,,,,
6.15,6.5895524,-0.4395524,0.4395524,,,,
15.75,23.998238,-8.248238,8.248238,,,,
34.1,14.5307865,19.5692135,19.5692135,,,,
38.5,45.5772,-7.0772,7.0772,,,,
23.616667,30.012907,-6.39624,6.39624,,,,
71.98333,57.12516,14.85817,14.85817,,,,
12.266666,18.310616,-6.04395,6.04395,,,,
5.483333,15.303334,-9.820001,9.820001,,,,
5.7833333,13.045425,-7.2620917,7.2620917,,,,
25.95,55.207214,-29.257214,29.257214,,,,
32.166668,19.327343,12.839325,12.839325,,,,
16.133333,10.463194,5.670139,5.670139,,,,
11.583333,5.1095867,6.4737463,6.4737463,,,,
13.166667,9.246711,3.919956,3.919956,,,,
9,22.736652,-13.736652,13.736652,,,,
16.983334,11.533909,5.449425,5.449425,,,,
4.4666667,7.972948,-3.5062813,3.5062813,,,,
22.333334,24.249662,-1.916328,1.916328,,,,
6.2,2.2858315,3.9141685,3.9141685,,,,
3.9166667,15.677693,-11.7610263,11.7610263,,,,
26.633333,50.15557,-23.522237,23.522237,,,,
32.7,43.80546,-11.10546,11.10546,,,,
25.116667,44.87773,-19.761063,19.761063,,,,
59.95,68.95657,-9.00657,9.00657,,,,
54.483334,59.070335,-4.587001,4.587001,,,,
4.866667,19.265732,-14.399065,14.399065,,,,
13.916667,4.899033,9.017634,9.017634,,,,
22.016666,24.636429,-2.619763,2.619763,,,,
20,30.707228,-10.707228,10.707228,,,,
14.883333,25.974087,-11.090754,11.090754,,,,
36.883335,63.074524,-26.191189,26.191189,,,,
35.35,33.611084,1.738916,1.738916,,,,
6.4,10.078894,-3.678894,3.678894,,,,
7.983333,7.063147,0.920186,0.920186,,,,
12.866667,3.4484406,9.4182264,9.4182264,,,,
18.316668,21.867846,-3.551178,3.551178,,,,
14.9,14.099134,0.800866,0.800866,,,,
60.183334,56.86019,3.323144,3.323144,,,,
7.3333335,12.358769,-5.0254355,5.0254355,,,,
20.833334,52.096123,-31.262789,31.262789,,,,
11.75,24.443964,-12.693964,12.693964,,,,
32.533333,37.169693,-4.63636,4.63636,,,,
6.7833333,5.4420614,1.3412719,1.3412719,,,,
22.583334,47.216362,-24.633028,24.633028,,,,
25.366667,21.719835,3.646832,3.646832,,,,
8.383333,7.730439,0.652894,0.652894,,,,
3.4166667,5.767414,-2.3507473,2.3507473,,,,
4.95,5.9174323,-0.9674323,0.9674323,,,,
18.983334,14.674036,4.309298,4.309298,,,,
44.566666,46.62325,-2.056584,2.056584,,,,
20.833334,25.385738,-4.552404,4.552404,,,,
41.5,43.20896,-1.70896,1.70896,,,,
13.95,21.802963,-7.852963,7.852963,,,,
3.4833333,5.7162695,-2.2329362,2.2329362,,,,
32.583332,28.255213,4.328119,4.328119,,,,
31.666666,33.578278,-1.911612,1.911612,,,,
11.766666,17.48431,-5.717644,5.717644,,,,
38.516666,52.87548,-14.358814,14.358814,,,,
10.05,9.082724,0.967276,0.967276,,,,
2.75,10.274514,-7.524514,7.524514,,,,
5.483333,13.097431,-7.614098,7.614098,,,,
28.3,53.550606,-25.250606,25.250606,,,,
39.983334,42.654743,-2.671409,2.671409,,,,
23.633333,9.087476,14.545857,14.545857,,,,
24.35,40.85063,-16.50063,16.50063,,,,
8.633333,19.84753,-11.214197,11.214197,,,,
11.383333,14.013573,-2.63024,2.63024,,,,
24.166666,24.100773,0.065893,0.065893,,,,
16.066668,19.937252,-3.870584,3.870584,,,,
18.333334,23.14701,-4.813676,4.813676,,,,
4.7166667,8.273671,-3.5570043,3.5570043,,,,
30.266666,21.903309,8.363357,8.363357,,,,
21.6,55.348907,-33.748907,33.748907,,,,
35.916668,41.59203,-5.675362,5.675362,,,,
7.3333335,3.9103029,3.4230306,3.4230306,,,,
42.35,60.06974,-17.71974,17.71974,,,,
6.7833333,6.002686,0.7806473,0.7806473,,,,
35.25,30.366213,4.883787,4.883787,,,,
7.6,8.899643,-1.299643,1.299643,,,,
12.983334,35.48523,-22.501896,22.501896,,,,
30.983334,10.806919,20.176415,20.176415,,,,
43.5,52.385017,-8.885017,8.885017,,,,
19.3,24.504723,-5.204723,5.204723,,,,
10.8,12.545669,-1.745669,1.745669,,,,
29.333334,29.033,0.300334,0.300334,,,,
41.716667,49.5985,-7.881833,7.881833,,,,
9.733334,10.223232,-0.489898,0.489898,,,,
22.383333,11.195955,11.187378,11.187378,,,,
11.733334,26.740944,-15.00761,15.00761,,,,
8.166667,4.833686,3.332981,3.332981,,,,
7.3,6.9734764,0.3265236,0.3265236,,,,
23,21.779772,1.220228,1.220228,,,,
16.066668,20.539772,-4.473104,4.473104,,,,
64,33.008114,30.991886,30.991886,,,,
22.383333,30.697079,-8.313746,8.313746,,,,
12.333333,16.503143,-4.16981,4.16981,,,,
8.35,27.013102,-18.663102,18.663102,,,,
66.28333,82.66641,-16.38308,16.38308,,,,
16.7,30.414112,-13.714112,13.714112,,,,
4.5333333,15.378426,-10.8450927,10.8450927,,,,
11.9,18.888817,-6.988817,6.988817,,,,
40.316666,41.97699,-1.660324,1.660324,,,,
12.516666,22.690266,-10.1736,10.1736,,,,
110.76667,83.53988,27.22679,27.22679,,,,
18.633333,31.980364,-13.347031,13.347031,,,,
9.583333,24.717957,-15.134624,15.134624,,,,
22.65,11.751823,10.898177,10.898177,,,,
12.8,25.88644,-13.08644,13.08644,,,,
4.9166665,13.474503,-8.5578365,8.5578365,,,,
