label time,predicted time,diff,绝对差值平均,绝对差值标准差,,,
8.616667,84.882256,-76.265589,,,,,
36.7,72.16588,-35.46588,,,,,
19.433332,34.083282,-14.64995,,,,,
21.4,74.27179,-52.87179,,,,,
7.95,49.412903,-41.462903,,,,,
3.1833334,18.542158,-15.3588246,,,,,
12.533334,97.01071,-84.477376,,,,,
32.45,92.1759,-59.7259,,,,,
7,44.829178,-37.829178,,,,,
15.266666,45.4281,-30.161434,,,,,
6.5833335,26.279469,-19.6961355,,,,,
18.316668,46.96613,-28.649462,,,,,
38.266666,78.94792,-40.681254,,,,,
16.933332,54.7344,-37.801068,,,,,
5.866667,34.659412,-28.792745,,,,,
14.266666,62.222057,-47.955391,,,,,
9.983334,65.17049,-55.187156,,,,,
27.783333,117.30646,-89.523127,,,,,
7.6,53.011063,-45.411063,,,,,
2.7833333,31.448227,-28.6648937,,,,,
11.65,69.07004,-57.42004,,,,,
50.633335,105.551056,-54.917721,,,,,
18.183332,51.992455,-33.809123,,,,,
17.283333,92.33427,-75.050937,,,,,
63.6,112.720345,-49.120345,,,,,
3.6666667,51.295666,-47.6289993,,,,,
33.733334,89.43002,-55.696686,,,,,
19.1,63.12145,-44.02145,,,,,
8,38.416996,-30.416996,,,,,
9.15,19.145996,-9.995996,,,,,
17.016666,41.917458,-24.900792,,,,,
23.883333,133.31908,-109.435747,,,,,
53.65,125.18417,-71.53417,,,,,
22.6,163.69324,-141.09324,,,,,
25.316668,125.18565,-99.868982,,,,,
71.083336,165.54712,-94.463784,,,,,
13.6,90.134636,-76.534636,,,,,
55.816666,82.646515,-26.829849,,,,,
12.35,64.58274,-52.23274,,,,,
17.833334,46.302277,-28.468943,,,,,
20.333334,46.864525,-26.531191,,,,,
2.9333334,45.93568,-43.0023466,,,,,
11.6,67.248505,-55.648505,,,,,
14.666667,39.507915,-24.841248,,,,,
9.666667,45.525387,-35.85872,,,,,
7.7833333,20.264975,-12.4816417,,,,,
31.266666,81.02333,-49.756664,,,,,
5.633333,23.776083,-18.14275,,,,,
7.45,16.69861,-9.24861,,,,,
4.2166667,68.82292,-64.6062533,,,,,
10.1,54.201366,-44.101366,,,,,
6.383333,35.23323,-28.849897,,,,,
21.2,70.06225,-48.86225,,,,,
16.05,95.475784,-79.425784,,,,,
7.5,42.25452,-34.75452,,,,,
25.216667,106.64754,-81.430873,,,,,
16.2,92.19245,-75.99245,,,,,
87.4,262.47653,-175.07653,,,,,
11.283334,56.20729,-44.923956,,,,,
45.316666,184.77147,-139.454804,,,,,
8.433333,50.35331,-41.919977,,,,,
16.15,32.520065,-16.370065,,,,,
4.983333,55.67846,-50.695127,,,,,
26.85,90.75305,-63.90305,,,,,
46.016666,139.55862,-93.541954,,,,,
5.2,60.526802,-55.326802,,,,,
47.466667,120.710205,-73.243538,,,,,
58.066666,121.259575,-63.192909,,,,,
6.016667,50.09018,-44.073513,,,,,
17.583334,25.439072,-7.855738,,,,,
27.15,56.606564,-29.456564,,,,,
7.983333,43.320213,-35.33688,,,,,
22.7,53.933655,-31.233655,,,,,
16.833334,70.292534,-53.4592,,,,,
18.083334,74.92705,-56.843716,,,,,
26.8,37.013535,-10.213535,,,,,
10.866667,33.107357,-22.24069,,,,,
6.983333,32.161964,-25.178631,,,,,
3.3,32.385075,-29.085075,,,,,
14.166667,48.879005,-34.712338,,,,,
5.4333334,64.03541,-58.6020766,,,,,
26.5,125.715096,-99.215096,,,,,
2.7833333,28.830845,-26.0475117,,,,,
10.766666,36.339226,-25.57256,,,,,
5.9666667,33.470783,-27.5041163,,,,,
46.883335,98.01712,-51.133785,,,,,
28.433332,166.78223,-138.348898,,,,,
20.166666,72.86905,-52.702384,,,,,
63.933334,146.05705,-82.123716,,,,,
10.066667,48.97587,-38.909203,,,,,
22.2,35.350136,-13.150136,,,,,
3.9666667,17.889172,-13.9225053,,,,,
12.666667,44.89535,-32.228683,,,,,
9.233334,36.702415,-27.469081,,,,,
31.85,76.13713,-44.28713,,,,,
17.35,67.40614,-50.05614,,,,,
11.466666,34.766663,-23.299997,,,,,
34.783333,90.89328,-56.109947,,,,,
61.283333,93.85524,-32.571907,,,,,
18.35,77.99854,-59.64854,,,,,
10.933333,29.614883,-18.68155,,,,,
35.166668,68.13557,-32.968902,,,,,
8.916667,56.47287,-47.556203,,,,,
3.6,53.93989,-50.33989,,,,,
9.116667,40.733395,-31.616728,,,,,
4.4,33.06551,-28.66551,,,,,
5.35,23.549036,-18.199036,,,,,
6.85,54.90488,-48.05488,,,,,
10.7,29.460476,-18.760476,,,,,
20.783333,23.161167,-2.377834,,,,,
69.3,146.49814,-77.19814,,,,,
24.366667,102.21556,-77.848893,,,,,
10.65,19.54658,-8.89658,,,,,
27.833334,76.85846,-49.025126,,,,,
3.5666666,14.022347,-10.4556804,,,,,
11.733334,54.56056,-42.827226,,,,,
23.333334,122.75743,-99.424096,,,,,
26.016666,72.58473,-46.568064,,,,,
15.4,45.860176,-30.460176,,,,,
11.6,82.170685,-70.570685,,,,,
12.75,79.17857,-66.42857,,,,,
37.75,130.55862,-92.80862,,,,,
16.883333,50.197456,-33.314123,,,,,
16.166666,92.89868,-76.732014,,,,,
20.716667,51.79153,-31.074863,,,,,
18.816668,39.95811,-21.141442,,,,,
23.633333,53.73185,-30.098517,,,,,
8.633333,46.251698,-37.618365,,,,,
13.433333,61.58258,-48.149247,,,,,
12.166667,57.831497,-45.66483,,,,,
14.716666,37.283627,-22.566961,,,,,
19.633333,57.051155,-37.417822,,,,,
39.7,118.73285,-79.03285,,,,,
75.38333,212.0106,-136.62727,,,,,
17,40.677483,-23.677483,,,,,
7.883333,63.228477,-55.345144,,,,,
9.883333,39.613884,-29.730551,,,,,
5.2,15.718609,-10.518609,,,,,
5.4666667,25.212782,-19.7461153,,,,,
7.25,38.612152,-31.362152,,,,,
25.95,85.48631,-59.53631,,,,,
4.8,12.524212,-7.724212,,,,,
22.483334,50.686264,-28.20293,,,,,
8.316667,52.39142,-44.074753,,,,,
9.916667,29.402058,-19.485391,,,,,
11.916667,42.14525,-30.228583,,,,,
50.9,83.63454,-32.73454,,,,,
14.883333,59.316933,-44.4336,,,,,
3.5833333,28.924599,-25.3412657,,,,,
9.4,19.139397,-9.739397,,,,,
20.166666,65.357086,-45.19042,,,,,
18.05,90.31356,-72.26356,,,,,
24.15,102.880844,-78.730844,,,,,
8.4,44.77541,-36.37541,,,,,
13.066667,114.3929,-101.326233,,,,,
27.766666,131.91513,-104.148464,,,,,
8.366667,74.05279,-65.686123,,,,,
35.483334,107.031235,-71.547901,,,,,
29.6,45.3219,-15.7219,,,,,
12.2,45.472694,-33.272694,,,,,
25.716667,67.92262,-42.205953,,,,,
16,71.50304,-55.50304,,,,,
30.716667,73.053566,-42.336899,,,,,
35.3,138.45364,-103.15364,,,,,
7.65,51.997597,-44.347597,,,,,
44.7,97.972244,-53.272244,,,,,
16.966667,58.631584,-41.664917,,,,,
13.966666,54.085857,-40.119191,,,,,
14.016666,55.115837,-41.099171,,,,,
3.8333333,14.197436,-10.3641027,,,,,
11.266666,38.01404,-26.747374,,,,,
16,76.74274,-60.74274,,,,,
20.983334,66.67699,-45.693656,,,,,
40.45,117.777374,-77.327374,,,,,
9.9,29.825405,-19.925405,,,,,
13.183333,52.54067,-39.357337,,,,,
51.966667,156.05127,-104.084603,,,,,
93.21667,151.25807,-58.0414,,,,,
5.35,54.611515,-49.261515,,,,,
5.383333,39.555286,-34.171953,,,,,
35.2,209.51138,-174.31138,,,,,
8.9,47.686832,-38.786832,,,,,
7.0333333,66.16667,-59.1333367,,,,,
5.8,70.289024,-64.489024,,,,,
13.283334,93.8108,-80.527466,,,,,
41.416668,109.06227,-67.645602,,,,,
17.083334,63.16513,-46.081796,,,,,
10.966666,44.70768,-33.741014,,,,,
6.5666666,64.702324,-58.1356574,,,,,
5.5,27.045921,-21.545921,,,,,
8.4,37.204536,-28.804536,,,,,
41.95,114.22429,-72.27429,,,,,
10.683333,37.57265,-26.889317,,,,,
4.55,72.05464,-67.50464,,,,,
3.6,35.290043,-31.690043,,,,,
12,41.884212,-29.884212,,,,,
9.783334,33.353252,-23.569918,,,,,
9.15,21.423042,-12.273042,,,,,
19.616667,91.33921,-71.722543,,,,,
17.916666,122.38182,-104.465154,,,,,
40.45,92.26302,-51.81302,,,,,
8.683333,73.01854,-64.335207,,,,,
4.2,28.171982,-23.971982,,,,,
3.7833333,78.182434,-74.3991007,,,,,
22.85,65.15584,-42.30584,,,,,
15.683333,60.179,-44.495667,,,,,
14.05,42.43158,-28.38158,,,,,
57.35,143.24016,-85.89016,,,,,
7.85,24.66681,-16.81681,,,,,
26.866667,109.87911,-83.012443,,,,,
8.566667,25.311989,-16.745322,,,,,
6.383333,43.264294,-36.880961,,,,,
46.483334,69.33279,-22.849456,,,,,
16.516666,49.06347,-32.546804,,,,,
26.466667,48.373177,-21.90651,,,,,
12.983334,71.94718,-58.963846,,,,,
8.383333,82.14413,-73.760797,,,,,
18.1,63.172855,-45.072855,,,,,
25,49.3823,-24.3823,,,,,
6.6666665,67.14833,-60.4816635,,,,,
5.983333,32.45816,-26.474827,,,,,
3.8,6.9856424,-3.1856424,,,,,
47.65,174.21184,-126.56184,,,,,
18.116667,76.48928,-58.372613,,,,,
15.816667,112.51468,-96.698013,,,,,
19.333334,72.66698,-53.333646,,,,,
17.7,116.39045,-98.69045,,,,,
10.35,64.04259,-53.69259,,,,,
43.6,73.43493,-29.83493,,,,,
59.15,118.174324,-59.024324,,,,,
16.983334,44.16829,-27.184956,,,,,
27.2,53.73117,-26.53117,,,,,
54.6,126.76618,-72.16618,,,,,
8.85,46.214645,-37.364645,,,,,
26.366667,72.482346,-46.115679,,,,,
12.95,42.567978,-29.617978,,,,,
32.55,69.15998,-36.60998,,,,,
23.2,105.31151,-82.11151,,,,,
4.2,63.4227,-59.2227,,,,,
6.3166666,34.050003,-27.7333364,,,,,
28.05,140.75162,-112.70162,,,,,
5.3166666,30.062248,-24.7455814,,,,,
19.116667,95.394005,-76.277338,,,,,
9.783334,67.508125,-57.724791,,,,,
4.6,33.68597,-29.08597,,,,,
5.5,16.839184,-11.339184,,,,,
10.666667,27.574852,-16.908185,,,,,
10.716666,48.759968,-38.043302,,,,,
31.866667,115.317924,-83.451257,,,,,
17.35,70.46916,-53.11916,,,,,
17.366667,55.379753,-38.013086,,,,,
20.3,56.0909,-35.7909,,,,,
26.516666,84.083755,-57.567089,,,,,
50.35,95.217926,-44.867926,,,,,
5.8,49.06826,-43.26826,,,,,
72.73333,170.25102,-97.51769,,,,,
5.35,78.70271,-73.35271,,,,,
7.5833335,58.47232,-50.8889865,,,,,
8.366667,86.13031,-77.763643,,,,,
12.45,45.02842,-32.57842,,,,,
39.166668,72.15818,-32.991512,,,,,
6.4166665,17.924654,-11.5079875,,,,,
37.416668,84.48876,-47.072092,,,,,
115.76667,204.20816,-88.44149,,,,,
20.083334,93.57763,-73.494296,,,,,
18.816668,79.09685,-60.280182,,,,,
28.3,97.157745,-68.857745,,,,,
4.2833333,28.811184,-24.5278507,,,,,
6.4166665,33.7428,-27.3261335,,,,,
26.4,105.014755,-78.614755,,,,,
11,38.246304,-27.246304,,,,,
90.4,126.954475,-36.554475,,,,,
31.2,71.51555,-40.31555,,,,,
23.966667,67.82387,-43.857203,,,,,
4.75,46.121986,-41.371986,,,,,
10.983334,62.294125,-51.310791,,,,,
61.316666,175.74234,-114.425674,,,,,
16.183332,28.826593,-12.643261,,,,,
12.35,65.46264,-53.11264,,,,,
28.8,112.44159,-83.64159,,,,,
13.433333,58.618107,-45.184774,,,,,
24.966667,186.521,-161.554333,,,,,
7.1666665,33.862232,-26.6955655,,,,,
16.916666,41.284836,-24.36817,,,,,
12.033334,32.016014,-19.98268,,,,,
8.25,34.395096,-26.145096,,,,,
38.183334,114.424706,-76.241372,,,,,
38.066666,56.895107,-18.828441,,,,,
33.216667,82.691536,-49.474869,,,,,
4.133333,34.234493,-30.10116,,,,,
56.383335,76.802605,-20.41927,,,,,
4,38.497616,-34.497616,,,,,
8.266666,63.46075,-55.194084,,,,,
22.35,72.025375,-49.675375,,,,,
5.7,45.422432,-39.722432,,,,,
7.7,52.865303,-45.165303,,,,,
9.783334,67.362015,-57.578681,,,,,
15.766666,74.098656,-58.33199,,,,,
15.383333,46.865013,-31.48168,,,,,
38.266666,118.10822,-79.841554,,,,,
16.433332,36.591057,-20.157725,,,,,
48.65,111.32108,-62.67108,,,,,
20.9,54.420288,-33.520288,,,,,
3.1333334,50.00616,-46.8728266,,,,,
19,91.157455,-72.157455,,,,,
11.183333,38.461308,-27.277975,,,,,
15.35,54.860104,-39.510104,,,,,
16.116667,35.438927,-19.32226,,,,,
12.216666,94.99538,-82.778714,,,,,
51.15,192.30862,-141.15862,,,,,
12.333333,76.17079,-63.837457,,,,,
11.683333,43.543262,-31.859929,,,,,
10.883333,81.39688,-70.513547,,,,,
14.983334,54.97665,-39.993316,,,,,
35.85,105.68131,-69.83131,,,,,
7.5333333,50.65747,-43.1241367,,,,,
8.166667,25.526423,-17.359756,,,,,
11.783334,30.260675,-18.477341,,,,,
40.45,187.75787,-147.30787,,,,,
11,31.039864,-20.039864,,,,,
4.2166667,30.357208,-26.1405413,,,,,
104.95,147.10565,-42.15565,,,,,
40.433334,81.718796,-41.285462,,,,,
5.016667,66.73024,-61.713573,,,,,
22.833334,82.45188,-59.618546,,,,,
58.983334,103.72851,-44.745176,,,,,
4.766667,56.5747,-51.808033,,,,,
7.95,52.009277,-44.059277,,,,,
25.616667,105.7271,-80.110433,,,,,
5.3333335,69.303185,-63.9698515,,,,,
4.5333333,53.93976,-49.4064267,,,,,
15.4,64.8592,-49.4592,,,,,
12,17.389341,-5.389341,,,,,
6.95,57.334507,-50.384507,,,,,
16.316668,39.14071,-22.824042,,,,,
21.6,70.99292,-49.39292,,,,,
11.4,67.31582,-55.91582,,,,,
21.683332,48.535355,-26.852023,,,,,
8.516666,59.91357,-51.396904,,,,,
8.4,56.612816,-48.212816,,,,,
4.8,46.593052,-41.793052,,,,,
11.766666,44.552505,-32.785839,,,,,
43.4,65.67618,-22.27618,,,,,
28,92.10553,-64.10553,,,,,
5.1833334,65.198524,-60.0151906,,,,,
22.533333,133.74954,-111.216207,,,,,
20.583334,89.460236,-68.876902,,,,,
25.666666,66.47716,-40.810494,,,,,
6.766667,57.301563,-50.534896,,,,,
2.8,24.93821,-22.13821,,,,,
4.7833333,33.838036,-29.0547027,,,,,
51.566666,132.01329,-80.446624,,,,,
3.75,21.213547,-17.463547,,,,,
5.3166666,41.69897,-36.3823034,,,,,
20.666666,106.67365,-86.006984,,,,,
37.066666,104.077545,-67.010879,,,,,
9.716666,49.128265,-39.411599,,,,,
10.366667,31.15776,-20.791093,,,,,
36.75,89.65894,-52.90894,,,,,
16,44.61216,-28.61216,,,,,
10.516666,43.921402,-33.404736,,,,,
21.833334,62.806786,-40.973452,,,,,
4.0333333,45.60284,-41.5695067,,,,,
11.833333,35.81357,-23.980237,,,,,
24.166666,62.47355,-38.306884,,,,,
28.05,61.357582,-33.307582,,,,,
30.9,59.21814,-28.31814,,,,,
15.983334,81.81319,-65.829856,,,,,
17.55,69.03794,-51.48794,,,,,
19.166666,67.75354,-48.586874,,,,,
24.166666,50.228634,-26.061968,,,,,
11.033334,46.80945,-35.776116,,,,,
53.85,133.28374,-79.43374,,,,,
6.1833334,17.960857,-11.7775236,,,,,
31.883333,107.481995,-75.598662,,,,,
11.783334,44.764877,-32.981543,,,,,
6.5666666,38.834217,-32.2675504,,,,,
11.666667,85.823746,-74.157079,,,,,
22.666666,84.144104,-61.477438,,,,,
82.066666,171.42465,-89.357984,,,,,
18,61.16152,-43.16152,,,,,
24.9,47.606907,-22.706907,,,,,
20.116667,76.202896,-56.086229,,,,,
18.2,68.06368,-49.86368,,,,,
19.433332,75.53078,-56.097448,,,,,
16.433332,60.98079,-44.547458,,,,,
10.2,66.08594,-55.88594,,,,,
99.61667,211.99625,-112.37958,,,,,
12.55,81.58305,-69.03305,,,,,
32.616665,71.37352,-38.756855,,,,,
4.633333,61.355713,-56.72238,,,,,
39.45,177.74332,-138.29332,,,,,
8.466666,51.826942,-43.360276,,,,,
8.083333,78.56665,-70.483317,,,,,
15.383333,82.815475,-67.432142,,,,,
60.983334,133.86801,-72.884676,,,,,
7.85,38.63519,-30.78519,,,,,
6.616667,27.266024,-20.649357,,,,,
6.35,30.477848,-24.127848,,,,,
6.7833333,29.875683,-23.0923497,,,,,
15.333333,58.271076,-42.937743,,,,,
11.6,60.255257,-48.655257,,,,,
2.3,52.376274,-50.076274,,,,,
5.15,27.398859,-22.248859,,,,,
14.166667,39.683067,-25.5164,,,,,
32.716667,29.17085,3.545817,,,,,
13.133333,76.0526,-62.919267,,,,,
9.983334,34.54454,-24.561206,,,,,
13.666667,52.64574,-38.979073,,,,,
14.933333,65.94178,-51.008447,,,,,
44.066666,103.75775,-59.691084,,,,,
5.366667,29.725792,-24.359125,,,,,
4.7833333,33.470497,-28.6871637,,,,,
29.783333,45.57952,-15.796187,,,,,
70.71667,164.2333,-93.51663,,,,,
27.2,76.994225,-49.794225,,,,,
47.1,114.078865,-66.978865,,,,,
13.25,49.5086,-36.2586,,,,,
7.1666665,40.085445,-32.9187785,,,,,
12.166667,54.562504,-42.395837,,,,,
49.3,128.54018,-79.24018,,,,,
12.933333,26.579346,-13.646013,,,,,
3.5,96.86915,-93.36915,,,,,
19.583334,113.42961,-93.846276,,,,,
5,61.58121,-56.58121,,,,,
25.366667,63.738327,-38.37166,,,,,
4.9333334,55.62374,-50.6904066,,,,,
8.883333,54.18239,-45.299057,,,,,
10.216666,58.405792,-48.189126,,,,,
10.3,24.30579,-14.00579,,,,,
7.9333334,56.577595,-48.6442616,,,,,
9.45,65.00135,-55.55135,,,,,
7.516667,36.77315,-29.256483,,,,,
14.55,65.353615,-50.803615,,,,,
13.4,77.59541,-64.19541,,,,,
37.35,119.63329,-82.28329,,,,,
6.5333333,27.81692,-21.2835867,,,,,
31.816668,63.29251,-31.475842,,,,,
41.55,74.31586,-32.76586,,,,,
5.516667,41.640465,-36.123798,,,,,
4,48.12405,-44.12405,,,,,
9.833333,59.989258,-50.155925,,,,,
10.916667,62.686005,-51.769338,,,,,
57.483334,126.025314,-68.54198,,,,,
21.916666,105.55707,-83.640404,,,,,
8.766666,43.820625,-35.053959,,,,,
9.1,70.355286,-61.255286,,,,,
5.983333,47.78748,-41.804147,,,,,
5.133333,57.070065,-51.936732,,,,,
5.733333,70.16858,-64.435247,,,,,
8.6,64.308075,-55.708075,,,,,
9.15,47.845024,-38.695024,,,,,
6.55,16.92709,-10.37709,,,,,
7.7166667,18.850264,-11.1335973,,,,,
32.783333,60.538055,-27.754722,,,,,
9.766666,20.101263,-10.334597,,,,,
24.4,58.54711,-34.14711,,,,,
15,56.62658,-41.62658,,,,,
18.166666,41.539177,-23.372511,,,,,
5.7833333,28.791117,-23.0077837,,,,,
30.8,53.138775,-22.338775,,,,,
11.583333,58.081646,-46.498313,,,,,
16.983334,92.2936,-75.310266,,,,,
6.9,54.253235,-47.353235,,,,,
5.4,79.455124,-74.055124,,,,,
20.383333,85.953896,-65.570563,,,,,
17.233334,70.78584,-53.552506,,,,,
3.1833334,68.631165,-65.4478316,,,,,
21.816668,67.36415,-45.547482,,,,,
23.666666,66.98248,-43.315814,,,,,
6.766667,45.989536,-39.222869,,,,,
14,62.897728,-48.897728,,,,,
38.583332,123.73923,-85.155898,,,,,
19.883333,59.804108,-39.920775,,,,,
5.366667,30.244377,-24.87771,,,,,
13,73.0732,-60.0732,,,,,
29.8,126.64328,-96.84328,,,,,
16.533333,79.04288,-62.509547,,,,,
7.233333,57.260754,-50.027421,,,,,
19.733334,62.934303,-43.200969,,,,,
6.3,58.125946,-51.825946,,,,,
3.4833333,21.832838,-18.3495047,,,,,
23.116667,56.878975,-33.762308,,,,,
21.316668,123.59557,-102.278902,,,,,
10.05,47.635174,-37.585174,,,,,
33.366665,67.57443,-34.207765,,,,,
16.416666,90.19519,-73.778524,,,,,
22.383333,58.776443,-36.39311,,,,,
7.133333,69.53096,-62.397627,,,,,
27.333334,73.772,-46.438666,,,,,
6.5333333,34.987064,-28.4537307,,,,,
18,71.39174,-53.39174,,,,,
29.833334,83.25165,-53.418316,,,,,
14.35,46.36774,-32.01774,,,,,
5,46.30227,-41.30227,,,,,
3.2,69.86438,-66.66438,,,,,
10.816667,82.02819,-71.211523,,,,,
33.383335,79.97883,-46.595495,,,,,
10,80.65695,-70.65695,,,,,
16.35,93.72991,-77.37991,,,,,
57.766666,154.29382,-96.527154,,,,,
30.266666,45.869244,-15.602578,,,,,
19.966667,65.93658,-45.969913,,,,,
16.816668,41.938522,-25.121854,,,,,
77.78333,162.8125,-85.02917,,,,,
11.25,70.2829,-59.0329,,,,,
37.8,64.23978,-26.43978,,,,,
22.366667,70.00949,-47.642823,,,,,
8.316667,25.10015,-16.783483,,,,,
18.516666,42.27091,-23.754244,,,,,
4.616667,34.48644,-29.869773,,,,,
3.5666666,41.605965,-38.0392984,,,,,
16.233334,36.047523,-19.814189,,,,,
11.55,56.88011,-45.33011,,,,,
11.766666,68.40599,-56.639324,,,,,
6.366667,49.89254,-43.525873,,,,,
62.283333,144.81152,-82.528187,,,,,
16.8,50.706158,-33.906158,,,,,
12.65,76.6877,-64.0377,,,,,
21.35,70.71487,-49.36487,,,,,
14.666667,69.724884,-55.058217,,,,,
11.083333,71.177925,-60.094592,,,,,
7.366667,80.371254,-73.004587,,,,,
11.816667,37.923054,-26.106387,,,,,
54.1,120.23952,-66.13952,,,,,
22.633333,37.000965,-14.367632,,,,,
7.7833333,49.602642,-41.8193087,,,,,
22.583334,87.95708,-65.373746,,,,,
8.016666,61.272297,-53.255631,,,,,
37.7,93.61371,-55.91371,,,,,
15.183333,70.30473,-55.121397,,,,,
26.483334,113.14522,-86.661886,,,,,
6.0666666,33.380375,-27.3137084,,,,,
10.366667,25.921322,-15.554655,,,,,
13.766666,85.20417,-71.437504,,,,,
23.516666,132.04854,-108.531874,,,,,
11.666667,80.75072,-69.084053,,,,,
17.25,57.42423,-40.17423,,,,,
11.2,48.015774,-36.815774,,,,,
33.383335,96.23449,-62.851155,,,,,
10.283334,57.187317,-46.903983,,,,,
17.883333,40.034176,-22.150843,,,,,
10.8,44.30332,-33.50332,,,,,
7.733333,42.993126,-35.259793,,,,,
10.65,40.76491,-30.11491,,,,,
36.183334,78.23402,-42.050686,,,,,
5.05,51.14907,-46.09907,,,,,
7.233333,35.977943,-28.74461,,,,,
9.016666,33.77695,-24.760284,,,,,
6.75,47.113724,-40.363724,,,,,
8.15,48.51419,-40.36419,,,,,
7.3,34.387615,-27.087615,,,,,
10.35,87.449455,-77.099455,,,,,
7.2833333,39.070515,-31.7871817,,,,,
14.583333,59.858994,-45.275661,,,,,
21.083334,92.89639,-71.813056,,,,,
32.583332,67.214096,-34.630764,,,,,
14.116667,72.461235,-58.344568,,,,,
51.966667,127.86728,-75.900613,,,,,
8,46.884453,-38.884453,,,,,
18.2,90.0372,-71.8372,,,,,
16.266666,74.284485,-58.017819,,,,,
11.633333,32.51957,-20.886237,,,,,
