,label,predicted,,,±ê×¼²î
296,8.216666,4.9728947,3.2437713,,
297,29.283333,2,27.283333,,
298,14.133333,61.938755,-47.805422,,
299,18.983334,2,16.983334,,
300,15.416667,22.119202,-6.702535,,
301,7.116667,13.922374,-6.805707,,
302,16.466667,20.431597,-3.96493,,
303,10.216666,33.059265,-22.842599,,
304,15.166667,13.472126,1.694541,,
305,16.25,2,14.25,,
306,11,40.951176,-29.951176,,
307,37.15,50.902832,-13.752832,,
308,44.966667,46.53473,-1.568063,,
309,30.4,17.29544,13.10456,,
310,9.1,25.986217,-16.886217,,
311,17.616667,2,15.616667,,
312,19.133333,25.492958,-6.359625,,
313,4.4,2.866456,1.533544,,
314,12.566667,24.357779,-11.791112,,
315,12.6,31.92709,-19.32709,,
316,38.1,21.908714,16.191286,,
317,13.2,52.087944,-38.887944,,
318,4.9,36.977776,-32.077776,,
319,12.933333,2,10.933333,,
320,25.133333,61.08847,-35.955137,,
321,11.583333,2.2093163,9.3740167,,
322,24.05,2,22.05,,
323,43.866665,2,41.866665,,
324,10,32.294838,-22.294838,,
325,9.716666,42.82959,-33.112924,,
326,2.7833333,46.321877,-43.5385437,,
327,7.6833334,66.217926,-58.5345926,,
328,17,28.92944,-11.92944,,
329,6.8333335,10.40056,-3.5672265,,
330,41.366665,28.439072,12.927593,,
331,6.55,5.486431,1.063569,,
332,7.7,18.227448,-10.527448,,
333,14.466666,14.815449,-0.348783,,
334,10.783334,37.038544,-26.25521,,
335,10.133333,8.451004,1.682329,,
336,25.483334,14.83448,10.648854,,
337,3.4,6.8585744,-3.4585744,,
338,16.6,25.002766,-8.402766,,
339,48.25,19.33091,28.91909,,
340,4.633333,28.50682,-23.873487,,
341,7.133333,25.996902,-18.863569,,
342,20.3,44.56127,-24.26127,,
343,28.866667,17.083082,11.783585,,
344,48.516666,50.286377,-1.769711,,
345,37.75,13.178642,24.571358,,
346,50.166668,16.652351,33.514317,,
347,9.583333,15.100464,-5.517131,,
348,4.983333,27.568405,-22.585072,,
349,4.6,26.684399,-22.084399,,
350,23.333334,14.268547,9.064787,,
351,13.116667,22.423038,-9.306371,,
352,15.966666,2.3455544,13.6211116,,
353,10.566667,2,8.566667,,
354,20.3,35.18329,-14.88329,,
355,32.416668,8.777012,23.639656,,
356,14.75,26.172647,-11.422647,,
357,14.583333,57.88726,-43.303927,,
358,3.3,34.70916,-31.40916,,
359,13.783334,27.568283,-13.784949,,
360,11.033334,52.74144,-41.708106,,
361,11.383333,64.48793,-53.104597,,
362,5.516667,17.264372,-11.747705,,
363,116.48333,47.204422,69.278908,,
364,11.7,78.400215,-66.700215,,
365,19.45,43.48015,-24.03015,,
366,12.05,37.184334,-25.134334,,
367,4.9333334,5.053385,-0.1200516,,
368,3.4166667,2,1.4166667,,
369,10.033334,19.70285,-9.669516,,
370,31.466667,37.89023,-6.423563,,
371,7.0666666,6.723913,0.3427536,,
372,23.433332,68.70438,-45.271048,,
373,12.916667,31.123777,-18.20711,,
374,40.2,2,38.2,,
375,15.083333,2,13.083333,,
376,15.816667,31.981163,-16.164496,,
377,4.5,2,2.5,,
378,7.9666667,22.438873,-14.4722063,,
379,28.783333,71.56944,-42.786107,,
380,20.9,2.8478699,18.0521301,,
381,5.8333335,15.330765,-9.4974315,,
382,16.75,13.927559,2.822441,,
383,9.216666,115.770065,-106.553399,,
384,26.05,2,24.05,,
385,28,5.203476,22.796524,,
386,5.8166666,23.517712,-17.7010454,,
387,4.983333,65.081245,-60.097912,,
388,69.01667,2,67.01667,,
389,7.733333,30.66682,-22.933487,,
390,10.616667,51.424545,-40.807878,,
391,5.65,17.902363,-12.252363,,
392,7.383333,75.81831,-68.434977,,
393,4.2833333,13.03681,-8.7534767,,
394,18.333334,2,16.333334,,
395,12.833333,67.57084,-54.737507,,
396,6.8,29.085108,-22.285108,,
397,6.133333,57.152763,-51.01943,,
398,20.633333,76.866196,-56.232863,,
399,14.4,21.728565,-7.328565,,
400,23.733334,37.58145,-13.848116,,
401,9.616667,2,7.616667,,
402,6.3,4.03533,2.26467,,
403,22.65,2,20.65,,
404,25.316668,53.506527,-28.189859,,
405,7.1,31.978485,-24.878485,,
406,8.616667,32.022552,-23.405885,,
407,18.75,18.616465,0.133535,,
408,7.0666666,24.04166,-16.9749934,,
409,11.516666,14.098782,-2.582116,,
410,17.45,37.156082,-19.706082,,
411,28.666666,31.546904,-2.880238,,
412,14.283334,49.482193,-35.198859,,
413,17.683332,50.890102,-33.20677,,
414,7.0833335,35.631874,-28.5485405,,
415,26.85,28.699776,-1.849776,,
416,6.366667,66.7869,-60.420233,,
417,13.6,4.088415,9.511585,,
418,10.4,26.292702,-15.892702,,
419,28.716667,2,26.716667,,
420,45.333332,2,43.333332,,
421,16.733334,31.938198,-15.204864,,
422,4.9666667,35.24241,-30.2757433,,
423,5.383333,17.73206,-12.348727,,
424,5.366667,23.919737,-18.55307,,
425,24.966667,2,22.966667,,
426,20.516666,58.48961,-37.972944,,
427,13.35,21.694843,-8.344843,,
428,50.616665,36.241592,14.375073,,
429,11.283334,2,9.283334,,
430,19.783333,34.81259,-15.029257,,
431,7.633333,4.9948463,2.6384867,,
432,10.733334,18.135403,-7.402069,,
433,18.983334,2,16.983334,,
434,15.533334,41.66501,-26.131676,,
435,58.783333,43.684715,15.098618,,
436,7.7,9.561932,-1.861932,,
437,13.516666,46.488388,-32.971722,,
438,9.666667,41.477585,-31.810918,,
439,13.416667,24.983969,-11.567302,,
440,8.85,20.334116,-11.484116,,
441,14.266666,2,12.266666,,
442,27.616667,65.09889,-37.482223,,
443,24.833334,52.430565,-27.597231,,
444,11.766666,10.174066,1.5926,,
445,8.2,94.36989,-86.16989,,
446,43.583332,19.336365,24.246967,,
447,22.533333,6.7895203,15.7438127,,
448,22.3,45.595146,-23.295146,,
449,31.55,2,29.55,,
450,38.583332,44.718933,-6.135601,,
451,10.566667,37.033707,-26.46704,,
452,26.166666,5.78743,20.379236,,
453,14.116667,23.524567,-9.4079,,
454,16.016666,11.961845,4.054821,,
455,6.15,21.330067,-15.180067,,
456,15.75,52.85208,-37.10208,,
457,34.1,23.704584,10.395416,,
458,38.5,26.038849,12.461151,,
459,23.616667,36.308395,-12.691728,,
460,71.98333,2,69.98333,,
461,12.266666,3.8185692,8.4480968,,
462,5.483333,24.102098,-18.618765,,
463,5.7833333,9.100731,-3.3173977,,
464,25.95,2,23.95,,
465,32.166668,7.7950974,24.3715706,,
466,16.133333,30.641136,-14.507803,,
467,11.583333,19.953339,-8.370006,,
468,13.166667,16.298962,-3.132295,,
469,9,41.20266,-32.20266,,
470,16.983334,23.973358,-6.990024,,
471,4.4666667,2,2.4666667,,
472,22.333334,39.873905,-17.540571,,
473,6.2,7.857838,-1.657838,,
474,3.9166667,20.923101,-17.0064343,,
475,26.633333,91.08994,-64.456607,,
476,32.7,15.381241,17.318759,,
477,25.116667,17.184174,7.932493,,
478,59.95,100.21634,-40.26634,,
479,54.483334,2,52.483334,,
480,4.866667,28.80555,-23.938883,,
481,13.916667,11.624903,2.291764,,
482,22.016666,42.388023,-20.371357,,
483,20,31.90754,-11.90754,,
484,14.883333,42.85156,-27.968227,,
485,36.883335,5.7499695,31.1333655,,
486,35.35,34.175365,1.174635,,
487,6.4,24.13641,-17.73641,,
488,7.983333,2,5.983333,,
489,12.866667,2,10.866667,,
490,18.316668,20.718708,-2.40204,,
491,14.9,2,12.9,,
492,60.183334,2,58.183334,,
493,7.3333335,71.603004,-64.2696705,,
494,20.833334,48.48189,-27.648556,,
495,11.75,38.871597,-27.121597,,
496,32.533333,8.310669,24.222664,,
497,6.7833333,21.107246,-14.3239127,,
498,22.583334,50.156784,-27.57345,,
499,25.366667,2,23.366667,,
500,8.383333,10.655958,-2.272625,,
501,3.4166667,28.022842,-24.6061753,,
502,4.95,33.088665,-28.138665,,
503,18.983334,23.969753,-4.986419,,
504,44.566666,21.68731,22.879356,,
505,20.833334,2,18.833334,,
506,41.5,2,39.5,,
507,13.95,20.699005,-6.749005,,
508,3.4833333,27.010117,-23.5267837,,
509,32.583332,39.73622,-7.152888,,
510,31.666666,2,29.666666,,
511,11.766666,43.865925,-32.099259,,
512,38.516666,74.418396,-35.90173,,
513,10.05,15.690224,-5.640224,,
514,2.75,44.803905,-42.053905,,
515,5.483333,19.00028,-13.516947,,
516,28.3,107.55155,-79.25155,,
517,39.983334,23.923393,16.059941,,
518,23.633333,39.830032,-16.196699,,
519,24.35,62.29139,-37.94139,,
520,8.633333,70.279686,-61.646353,,
521,11.383333,42.874355,-31.491022,,
522,24.166666,61.266796,-37.10013,,
523,16.066668,15.61655,0.450118,,
524,18.333334,80.03774,-61.704406,,
525,4.7166667,51.22625,-46.5095833,,
526,30.266666,20.307182,9.959484,,
527,21.6,82.86955,-61.26955,,
528,35.916668,38.190483,-2.273815,,
529,7.3333335,5.1585083,2.1748252,,
530,42.35,14.860764,27.489236,,
531,6.7833333,31.294647,-24.5113137,,
532,35.25,59.950684,-24.700684,,
533,7.6,31.404377,-23.804377,,
534,12.983334,13.970039,-0.986705,,
535,30.983334,13.578474,17.40486,,
536,43.5,43.77453,-0.27453,,
537,19.3,12.480314,6.819686,,
538,10.8,28.122768,-17.322768,,
539,29.333334,58.816013,-29.482679,,
540,41.716667,2,39.716667,,
541,9.733334,18.513655,-8.780321,,
542,22.383333,14.998981,7.384352,,
543,11.733334,45.88192,-34.148586,,
544,8.166667,11.095506,-2.928839,,
545,7.3,6.9702816,0.3297184,,
546,23,2,21,,
547,16.066668,2,14.066668,,
548,64,2,62,,
549,22.383333,21.476929,0.906404,,
550,12.333333,17.023682,-4.690349,,
551,8.35,46.184093,-37.834093,,
552,66.28333,33.082275,33.201055,,
553,16.7,25.23896,-8.53896,,
554,4.5333333,39.78984,-35.2565067,,
555,11.9,42.39823,-30.49823,,
556,40.316666,43.354935,-3.038269,,
557,12.516666,12.088348,0.428318,,
558,110.76667,38.68164,72.08503,,
559,18.633333,52.487495,-33.854162,,
560,9.583333,34.5233,-24.939967,,
561,22.65,21.699753,0.950247,,
562,12.8,30.217794,-17.417794,,
563,4.9166665,35.23803,-30.3213635,,
564,6.3166666,33.86182,-27.5451534,,
565,10.416667,29.341171,-18.924504,,
566,39.816666,37.25194,2.564726,,
567,19.666666,2,17.666666,,
568,17.9,7.5187683,10.3812317,,
569,18.55,2,16.55,,
570,15.383333,4.5449524,10.8383806,,
571,19.183332,38.025574,-18.842242,,
572,15.366667,109.17784,-93.811173,,
573,65.916664,116.6118,-50.695136,,
574,12.833333,2,10.833333,,
575,4.05,50.820686,-46.770686,,
576,20.75,40.477703,-19.727703,,
577,27.083334,28.987484,-1.90415,,
578,11.75,46.50485,-34.75485,,
579,16.116667,35.16354,-19.046873,,
580,10.366667,52.65207,-42.285403,,
581,5.516667,36.40374,-30.887073,,
582,28.85,5.631157,23.218843,,
583,6.616667,19.305965,-12.689298,,
584,4.383333,46.84789,-42.464557,,
585,6.5333333,9.804071,-3.2707377,,
586,14.016666,2,12.016666,,
587,4,27.334805,-23.334805,,
588,12.283334,4.5485306,7.7348034,,
589,12.1,27.553234,-15.453234,,
590,2.9333334,46.20633,-43.2729966,,
591,6.85,37.35057,-30.50057,,
592,9.483334,2,7.483334,,
593,14.583333,7.7429733,6.8403597,,
594,25.566668,47.933243,-22.366575,,
595,20.666666,32.447487,-11.780821,,
596,21.8,3.9159164,17.8840836,,
597,27.15,28.804726,-1.654726,,
598,17.9,42.560684,-24.660684,,
599,10.083333,20.52953,-10.446197,,
600,29.45,25.332355,4.117645,,
601,7.65,15.846357,-8.196357,,
602,18.35,47.970856,-29.620856,,
603,9.8,39.01438,-29.21438,,
604,39.3,11.620216,27.679784,,
605,14,2,12,,
606,7.3333335,16.001568,-8.6682345,,
607,9.783334,2,7.783334,,
608,8.616667,93.496506,-84.879839,,
609,14.233334,2,12.233334,,
610,30.616667,82.39801,-51.781343,,
611,9.6,56.5524,-46.9524,,
612,7.3333335,26.301117,-18.9677835,,
613,46.416668,82.459656,-36.042988,,
614,21.566668,142.37666,-120.809992,,
615,86.066666,67.13092,18.935746,,
616,11.083333,24.73488,-13.651547,,
617,9.516666,6.6261063,2.8905597,,
618,18.183332,74.49485,-56.311518,,
619,19.433332,23.44156,-4.008228,,
620,39.783333,16.969395,22.813938,,
621,10.916667,25.729435,-14.812768,,
622,22.016666,13.05344,8.963226,,
623,17.866667,11.893051,5.973616,,
624,38.266666,37.24742,1.019246,,
625,2.4833333,17.778437,-15.2951037,,
626,11.983334,21.186432,-9.203098,,
627,31.8,38.875572,-7.075572,,
628,26.466667,15.405533,11.061134,,
629,7.866667,64.20836,-56.341693,,
630,3.5833333,250.99438,-247.4110467,,
631,13.933333,25.270615,-11.337282,,
632,28.2,2,26.2,,
633,12.016666,2,10.016666,,
634,21.383333,2,19.383333,,
635,12.333333,20.124245,-7.790912,,
636,6.133333,2,4.133333,,
637,7.616667,33.962746,-26.346079,,
638,35.516666,27.92326,7.593406,,
639,38.383335,61.27392,-22.890585,,
640,90.26667,36.774124,53.492546,,
641,13.4,2,11.4,,
642,8.466666,24.163513,-15.696847,,
643,11.15,25.221397,-14.071397,,
644,12.366667,6.989691,5.376976,,
645,17.6,19.149593,-1.549593,,
646,7.6,23.26826,-15.66826,,
647,11.15,5.257641,5.892359,,
648,5.9666667,49.482433,-43.5157663,,
649,7.6,2,5.6,,
650,19.883333,46.584167,-26.700834,,
651,17.4,61.94069,-44.54069,,
652,7.4,33.008522,-25.608522,,
653,14.45,40.338573,-25.888573,,
654,25.966667,12.978928,12.987739,,
655,14.183333,34.18675,-20.003417,,
656,6.7166667,22.56321,-15.8465433,,
657,4.7166667,11.681627,-6.9649603,,
658,50.15,39.01693,11.13307,,
659,20.933332,17.33879,3.594542,,
660,3.4,16.547388,-13.147388,,
661,35.183334,17.268799,17.914535,,
662,28.733334,56.695015,-27.961681,,
663,18.116667,53.198544,-35.081877,,
664,15.75,23.45465,-7.70465,,
665,15.983334,20.171173,-4.187839,,
666,25.466667,13.069397,12.39727,,
667,21.133333,34.870453,-13.73712,,
668,57.183334,18.31253,38.870804,,
669,16.583334,37.680466,-21.097132,,
670,24.266666,29.603462,-5.336796,,
671,10.716666,85.76571,-75.049044,,
672,11.716666,31.734833,-20.018167,,
673,12.666667,7.0497417,5.6169253,,
674,7.2166667,56.580624,-49.3639573,,
675,8.933333,44.106712,-35.173379,,
676,63.833332,2,61.833332,,
677,15.616667,36.61941,-21.002743,,
678,6.0666666,63.228382,-57.1617154,,
679,5,19.382233,-14.382233,,
680,17.2,29.52469,-12.32469,,
681,11.75,13.25348,-1.50348,,
682,17.883333,29.626492,-11.743159,,
683,12.2,28.39537,-16.19537,,
684,7.95,43.854725,-35.904725,,
685,18.716667,22.56533,-3.848663,,
686,23.883333,73.066864,-49.183531,,
687,6.883333,2,4.883333,,
688,31.9,2,29.9,,
689,18.333334,35.115776,-16.782442,,
690,25.066668,73.85387,-48.787202,,
691,24.183332,2,22.183332,,
692,8.983334,21.756195,-12.772861,,
693,6.05,24.713102,-18.663102,,
694,11.216666,39.40289,-28.186224,,
695,5.233333,26.807346,-21.574013,,
696,14.65,51.862835,-37.212835,,
697,13.666667,8.508471,5.158196,,
698,11.983334,27.851227,-15.867893,,
699,48.166668,34.846756,13.319912,,
700,9.45,17.85233,-8.40233,,
701,14.883333,31.8154,-16.932067,,
702,20.183332,25.840988,-5.657656,,
703,4.95,26.87659,-21.92659,,
704,15.183333,32.27718,-17.093847,,
705,10.7,2,8.7,,
706,7.95,44.972095,-37.022095,,
707,7.016667,32.955566,-25.938899,,
708,28.566668,19.739464,8.827204,,
709,37.416668,2,35.416668,,
710,11.766666,32.072136,-20.30547,,
711,31.216667,41.69271,-10.476043,,
712,48.85,2,46.85,,
713,37.65,2,35.65,,
714,13.183333,9.636333,3.547,,
715,4.7833333,14.265511,-9.4821777,,
716,5.7,26.904373,-21.204373,,
717,16.166666,12.914246,3.25242,,
718,53.883335,8.662987,45.220348,,
719,18.033333,2,16.033333,,
720,92.55,2,90.55,,
721,20.566668,7.1729126,13.3937554,,
722,8.8,64.95516,-56.15516,,
723,32,14.617142,17.382858,,
724,10.8,12.726006,-1.926006,,
725,10.083333,5.8821716,4.2011614,,
726,47.466667,2,45.466667,,
727,17.55,2.0251808,15.5248192,,
728,7.15,34.86732,-27.71732,,
729,9.583333,14.455368,-4.872035,,
730,27.266666,81.90627,-54.639604,,
731,21.716667,27.057304,-5.340637,,
732,19.883333,2,17.883333,,
733,6.6666665,21.397453,-14.7307865,,
